rep,run,shelf,plate,line,trt,read time,start,end,start count,end count,germinated,notes
1,2,3,88,119-2,20,2/13/16 8:31,60.15,108.02,0,0,0,
1,2,6,211,119-2,0,2/11/16 8:45,0,59.58,,0,0,
1,2,9,310,119-2,15,2/11/16 8:51,0,59.1,,0,0,
1,2,1,5,120-1,20,2/11/16 8:35,0,60.58,,0,0,
1,2,1,20,120-1,15,2/11/16 8:35,0,60.58,,0,0,
1,2,6,208,120-1,10,2/11/16 8:45,0,59.58,,0,0,
1,2,6,208,120-1,10,2/13/16 8:39,59.58,107.48,1,1,0,
1,2,7,220,120-1,0,2/11/16 8:47,0,59.45,,0,0,
1,2,1,22,122-1,15,2/11/16 8:35,0,60.58,,0,0,
1,2,1,22,122-1,15,2/13/16 8:26,60.58,108.43,0,0,0,
1,2,3,87,122-1,0,2/11/16 8:39,0,60.15,,0,0,
1,2,3,87,122-1,0,2/13/16 8:31,60.15,108.02,0,0,0,
1,2,4,111,122-1,10,2/11/16 8:41,0,59.93,,0,0,
1,2,6,196,122-1,20,2/11/16 8:45,0,59.58,,0,0,
1,2,6,196,122-1,20,2/13/16 8:39,59.58,107.48,0,0,0,
1,1,2,46,122-2,10,1/20/16 8:30,0,54,0,0,0,
1,1,2,46,122-2,10,1/22/16 8:27,54,101.95,0,0,0,
1,1,2,46,122-2,10,1/24/16 8:54,101.95,150.4,0,0,0,
1,1,2,46,122-2,10,1/26/16 8:40,150.4,198.17,0,0,0,
1,1,2,46,122-2,10,1/28/16 8:28,198.17,245.97,0,0,0,
1,1,2,46,122-2,10,2/1/16 8:38,294.98,342.13,1,1,0,
1,1,2,46,122-2,10,2/3/16 8:23,342.13,389.88,1,1,0,
1,1,2,48,122-2,0,1/20/16 8:30,0,54,0,0,0,
1,1,2,48,122-2,0,1/22/16 8:27,54,101.95,0,0,0,
1,1,2,48,122-2,0,1/26/16 8:40,150.4,198.17,1,1,0,
1,1,2,48,122-2,0,2/1/16 8:38,294.98,342.13,8,8,0,
1,1,2,48,122-2,0,2/3/16 8:23,342.13,389.88,8,8,0,
1,1,2,48,122-2,0,2/5/16 8:08,389.88,437.63,8,8,0,
1,1,3,76,122-2,15,1/20/16 8:30,0,54,0,0,0,
1,1,3,76,122-2,15,1/22/16 8:29,54,101.98,0,0,0,
1,1,3,76,122-2,15,1/24/16 8:56,101.98,150.43,0,0,0,
1,1,3,76,122-2,15,1/26/16 8:43,150.43,198.22,0,0,0,
1,1,3,76,122-2,15,1/28/16 8:33,198.22,246.05,0,0,0,
1,1,3,76,122-2,15,2/1/16 8:41,295.05,342.18,2,2,0,
1,1,3,76,122-2,15,2/3/16 8:32,342.18,390.03,2,2,0,
1,1,7,246,122-2,20,1/20/16 8:38,0,54.13,0,0,0,
1,1,7,246,122-2,20,1/22/16 8:41,54.13,102.18,0,0,0,
1,1,7,246,122-2,20,1/24/16 9:07,102.18,150.62,0,0,0,
1,1,7,246,122-2,20,1/26/16 8:59,150.62,198.48,0,0,0,
1,1,7,246,122-2,20,1/28/16 8:47,198.48,246.28,0,0,0,
1,1,7,246,122-2,20,1/30/16 9:53,246.28,295.38,0,0,0,
1,1,7,246,122-2,20,2/1/16 8:59,295.38,342.48,0,0,0,
1,1,7,246,122-2,20,2/3/16 8:42,342.48,390.2,0,0,0,
1,1,7,246,122-2,20,2/5/16 10:44,390.2,440.23,0,0,0,
1,1,7,246,122-2,20,,440.23,Inf,0,10,0,
1,2,2,51,124-1,15,2/11/16 8:37,0,60.37,,0,0,
1,2,2,51,124-1,15,2/13/16 8:29,60.37,108.23,0,0,0,
1,2,4,144,124-1,10,2/11/16 8:41,0,59.93,,0,0,
1,2,4,144,124-1,10,2/13/16 8:33,59.93,107.8,0,0,0,
1,2,5,155,124-1,0,2/11/16 8:43,0,59.72,,0,0,
1,2,5,155,124-1,0,2/13/16 8:36,59.72,107.6,0,0,0,
1,2,9,315,124-1,20,2/11/16 8:51,0,59.1,,0,0,
1,2,9,315,124-1,20,2/13/16 8:46,59.1,107.02,0,0,0,
1,2,2,40,125-1,15,2/11/16 8:37,0,60.37,,0,0,
1,2,2,40,125-1,15,2/13/16 8:29,60.37,108.23,0,0,0,
1,2,3,91,125-1,10,2/11/16 8:39,0,60.15,,0,0,
1,2,3,91,125-1,10,2/13/16 8:31,60.15,108.02,0,0,0,
1,2,7,222,125-1,0,2/11/16 8:47,0,59.45,,0,0,
1,2,7,222,125-1,0,2/13/16 8:42,59.45,107.37,0,0,0,
1,2,7,252,125-1,20,2/11/16 8:47,0,59.45,,0,0,
1,2,7,252,125-1,20,2/13/16 8:42,59.45,107.37,0,0,0,
1,1,1,17,125-2,0,1/20/16 8:30,0,54,0,0,0,
1,1,1,17,125-2,0,1/22/16 8:24,54,101.9,0,0,0,
1,1,1,17,125-2,0,1/24/16 8:50,101.9,150.33,0,0,0,
1,1,1,17,125-2,0,2/3/16 8:23,342.03,389.88,5,5,0,
1,1,1,17,125-2,0,2/5/16 8:08,389.88,437.63,5,5,0,
1,1,6,206,125-2,20,1/20/16 8:34,0,54.07,0,0,0,
1,1,6,206,125-2,20,1/22/16 8:34,54.07,102.07,0,0,0,
1,1,6,206,125-2,20,1/24/16 9:04,102.07,150.57,0,0,0,
1,1,6,206,125-2,20,1/26/16 8:56,150.57,198.43,0,0,0,
1,1,6,206,125-2,20,1/28/16 8:45,198.43,246.25,0,0,0,
1,1,6,206,125-2,20,1/30/16 9:48,246.25,295.3,0,0,0,
1,1,6,206,125-2,20,2/1/16 8:56,295.3,342.43,0,0,0,
1,1,6,206,125-2,20,2/3/16 8:42,342.43,390.2,0,0,0,
1,1,6,206,125-2,20,2/5/16 10:17,390.2,439.78,0,0,0,
1,1,6,206,125-2,20,,439.78,Inf,0,10,0,
1,1,9,290,125-2,10,1/20/16 8:38,0,54.13,0,0,0,
1,1,9,290,125-2,10,1/22/16 8:49,54.13,102.32,0,0,0,
1,1,9,290,125-2,10,1/24/16 9:14,102.32,150.73,0,0,0,
1,1,9,290,125-2,10,1/26/16 9:07,150.73,198.62,0,0,0,
1,1,9,290,125-2,10,1/28/16 8:50,198.62,246.33,0,0,0,
1,1,9,290,125-2,10,2/1/16 8:59,295.43,342.48,1,1,0,
1,1,9,290,125-2,10,2/3/16 8:58,342.48,390.47,1,1,0,
1,1,9,290,125-2,10,2/5/16 11:07,390.47,440.62,1,1,0,
1,1,9,312,125-2,15,1/20/16 8:41,0,54.18,0,0,0,
1,1,9,312,125-2,15,1/22/16 8:49,54.18,102.32,0,0,0,
1,1,9,312,125-2,15,1/26/16 9:07,150.73,198.62,1,1,0,
1,1,9,312,125-2,15,1/28/16 8:50,198.62,246.33,1,1,0,
1,1,9,312,125-2,15,1/30/16 9:56,246.33,295.43,1,1,0,
1,1,9,312,125-2,15,2/1/16 8:59,295.43,342.48,1,1,0,
1,1,9,312,125-2,15,2/3/16 8:58,342.48,390.47,1,1,0,
1,2,3,103,126-1,0,2/11/16 8:39,0,60.15,,0,0,
1,2,3,103,126-1,0,2/13/16 8:31,60.15,108.02,0,0,0,
1,2,5,166,126-1,10,2/11/16 8:43,0,59.72,,0,0,
1,2,7,235,126-1,15,2/11/16 8:47,0,59.45,,0,0,
1,2,7,235,126-1,15,2/13/16 8:42,59.45,107.37,0,0,0,
1,2,9,301,126-1,20,2/11/16 8:51,0,59.1,,0,0,
1,2,9,301,126-1,20,2/13/16 8:46,59.1,107.02,0,0,0,
1,1,2,71,126-2,20,1/20/16 8:30,0,54,0,0,0,
1,1,2,71,126-2,20,1/22/16 8:27,54,101.95,0,0,0,
1,1,2,71,126-2,20,1/24/16 8:54,101.95,150.4,0,0,0,
1,1,2,71,126-2,20,1/26/16 8:40,150.4,198.17,0,0,0,
1,1,2,71,126-2,20,1/28/16 8:28,198.17,245.97,0,0,0,
1,1,2,71,126-2,20,1/30/16 9:29,245.97,294.98,0,0,0,
1,1,2,71,126-2,20,2/1/16 8:38,294.98,342.13,0,0,0,
1,1,2,71,126-2,20,2/3/16 8:23,342.13,389.88,0,0,0,
1,1,2,71,126-2,20,2/5/16 8:08,389.88,437.63,0,0,0,
1,1,2,71,126-2,20,,437.63,Inf,0,10,0,
1,1,3,77,126-2,10,1/20/16 8:30,0,54,0,0,0,
1,1,3,77,126-2,10,1/22/16 8:29,54,101.98,0,0,0,
1,1,3,77,126-2,10,1/24/16 8:56,101.98,150.43,0,0,0,
1,1,3,77,126-2,10,1/26/16 8:43,150.43,198.22,0,0,0,
1,1,3,77,126-2,10,1/28/16 8:33,198.22,246.05,0,0,0,
1,1,3,77,126-2,10,2/1/16 8:41,295.05,342.18,1,1,0,
1,1,3,77,126-2,10,2/5/16 8:24,390.03,437.9,3,3,0,
1,1,3,79,126-2,15,1/20/16 8:30,0,54,0,0,0,
1,1,3,79,126-2,15,1/22/16 8:29,54,101.98,0,0,0,
1,1,3,79,126-2,15,1/24/16 8:56,101.98,150.43,0,0,0,
1,1,3,79,126-2,15,1/26/16 8:43,150.43,198.22,0,0,0,
1,1,3,79,126-2,15,1/28/16 8:33,198.22,246.05,0,0,0,
1,1,3,79,126-2,15,1/30/16 9:33,246.05,295.05,0,0,0,
1,1,3,79,126-2,15,2/1/16 8:41,295.05,342.18,0,0,0,
1,1,3,79,126-2,15,2/3/16 8:32,342.18,390.03,0,0,0,
1,1,5,180,126-2,0,1/20/16 8:34,0,54.07,0,0,0,
1,1,5,180,126-2,0,1/22/16 8:34,54.07,102.07,0,0,0,
1,1,5,180,126-2,0,1/24/16 9:02,102.07,150.53,0,0,0,
1,1,5,180,126-2,0,1/28/16 8:41,198.38,246.18,1,1,0,
1,1,5,180,126-2,0,1/30/16 9:39,246.18,295.15,1,1,0,
1,1,5,180,126-2,0,2/1/16 8:51,295.15,342.35,1,1,0,
1,1,5,180,126-2,0,2/3/16 8:42,342.35,390.2,1,1,0,
1,1,5,180,126-2,0,2/5/16 8:57,390.2,438.45,1,1,0,
1,2,5,160,128-1,0,2/11/16 8:43,0,59.72,,0,0,"not parafilmed, water added"
1,2,7,240,128-1,20,2/11/16 8:47,0,59.45,,0,0,
1,2,7,240,128-1,20,2/13/16 8:42,59.45,107.37,0,0,0,
1,2,8,288,128-1,10,2/11/16 8:49,0,59.32,,0,0,
1,2,9,302,128-1,15,2/11/16 8:51,0,59.1,,0,0,
1,2,9,302,128-1,15,2/13/16 8:46,59.1,107.02,0,0,0,
1,1,2,53,128-2,0,1/20/16 8:30,0,54,0,0,0,
1,1,2,53,128-2,0,1/22/16 8:27,54,101.95,0,0,0,
1,1,2,53,128-2,0,1/26/16 8:40,150.4,198.17,1,1,0,
1,1,2,53,128-2,0,1/28/16 8:28,198.17,245.97,1,1,0,
1,1,2,53,128-2,0,1/30/16 9:29,245.97,294.98,1,1,0,
1,1,2,53,128-2,0,2/1/16 8:38,294.98,342.13,1,1,0,
1,1,2,53,128-2,0,2/3/16 8:23,342.13,389.88,1,1,0,
1,1,2,53,128-2,0,2/5/16 8:08,389.88,437.63,1,1,0,
1,1,2,64,128-2,20,1/20/16 8:30,0,54,0,0,0,
1,1,2,64,128-2,20,1/22/16 8:27,54,101.95,0,0,0,
1,1,2,64,128-2,20,1/24/16 8:54,101.95,150.4,0,0,0,
1,1,2,64,128-2,20,1/26/16 8:40,150.4,198.17,0,0,0,
1,1,2,64,128-2,20,1/28/16 8:28,198.17,245.97,0,0,0,
1,1,2,64,128-2,20,1/30/16 9:29,245.97,294.98,0,0,0,
1,1,2,64,128-2,20,2/1/16 8:38,294.98,342.13,0,0,0,
1,1,2,64,128-2,20,2/3/16 8:23,342.13,389.88,0,0,0,
1,1,2,64,128-2,20,2/5/16 8:08,389.88,437.63,0,0,0,
1,1,2,64,128-2,20,,437.63,Inf,0,10,0,
1,1,3,105,128-2,10,1/20/16 8:30,0,54,0,0,0,
1,1,3,105,128-2,10,1/22/16 8:29,54,101.98,0,0,0,
1,1,3,105,128-2,10,1/26/16 8:43,150.43,198.22,1,1,0,
1,1,3,105,128-2,10,1/28/16 8:33,198.22,246.05,1,1,0,
1,1,3,105,128-2,10,1/30/16 9:33,246.05,295.05,1,1,0,
1,1,3,105,128-2,10,2/1/16 8:41,295.05,342.18,1,1,0,
1,1,3,105,128-2,10,2/3/16 8:32,342.18,390.03,1,1,0,
1,1,3,105,128-2,10,2/5/16 8:24,390.03,437.9,1,1,0,
1,1,8,272,128-2,15,1/20/16 8:38,0,54.13,0,0,0,
1,1,8,272,128-2,15,1/22/16 8:47,54.13,102.28,0,0,0,
1,1,8,272,128-2,15,1/24/16 9:10,102.28,150.67,0,0,0,
1,1,8,272,128-2,15,1/28/16 8:50,198.55,246.33,1,1,0,
1,1,8,272,128-2,15,1/30/16 9:56,246.33,295.43,1,1,0,
1,1,8,272,128-2,15,2/3/16 8:53,342.48,390.38,2,2,0,
1,1,8,272,128-2,15,2/5/16 10:54,390.38,440.4,2,2,0,
1,1,1,28,129-1,0,1/20/16 8:30,0,54,0,0,0,
1,1,1,28,129-1,0,1/22/16 8:24,54,101.9,0,0,0,
1,1,1,28,129-1,0,1/26/16 8:37,150.33,198.12,2,2,0,
1,1,1,28,129-1,0,1/28/16 8:28,198.12,245.97,2,2,0,
1,1,1,28,129-1,0,1/30/16 9:25,245.97,294.92,2,2,0,
1,1,1,28,129-1,0,2/1/16 8:32,294.92,342.03,2,2,0,
1,1,1,28,129-1,0,2/3/16 8:23,342.03,389.88,2,2,0,
1,1,1,28,129-1,0,2/5/16 8:08,389.88,437.63,2,2,0,
1,1,2,55,129-1,15,1/20/16 8:30,0,54,0,0,0,
1,1,2,55,129-1,15,1/22/16 8:27,54,101.95,0,0,0,
1,1,2,55,129-1,15,1/26/16 8:40,150.4,198.17,2,2,0,
1,1,2,55,129-1,15,1/28/16 8:28,198.17,245.97,2,2,0,
1,1,2,55,129-1,15,1/30/16 9:29,245.97,294.98,2,2,0,
1,1,2,55,129-1,15,2/1/16 8:38,294.98,342.13,2,2,0,
1,1,2,55,129-1,15,2/3/16 8:23,342.13,389.88,2,2,0,
1,1,2,55,129-1,15,2/5/16 8:08,389.88,437.63,2,2,0,
1,1,3,93,129-1,20,1/20/16 8:30,0,54,0,0,0,
1,1,3,93,129-1,20,1/22/16 8:29,54,101.98,0,0,0,
1,1,3,93,129-1,20,1/24/16 8:56,101.98,150.43,0,0,0,
1,1,3,93,129-1,20,1/26/16 8:43,150.43,198.22,0,0,0,
1,1,3,93,129-1,20,1/28/16 8:33,198.22,246.05,0,0,0,
1,1,3,93,129-1,20,1/30/16 9:33,246.05,295.05,0,0,0,
1,1,3,93,129-1,20,2/1/16 8:41,295.05,342.18,0,0,0,
1,1,3,93,129-1,20,2/3/16 8:32,342.18,390.03,0,0,0,
1,1,3,93,129-1,20,2/5/16 8:24,390.03,437.9,0,0,0,
1,1,3,93,129-1,20,,437.9,Inf,0,10,0,
1,1,9,295,129-1,10,1/20/16 8:38,0,54.13,0,0,0,
1,1,9,295,129-1,10,1/26/16 9:07,150.73,198.62,2,2,0,
1,1,9,295,129-1,10,1/28/16 8:50,198.62,246.33,2,2,0,
1,1,9,295,129-1,10,1/30/16 9:56,246.33,295.43,2,2,0,
1,1,9,295,129-1,10,2/1/16 8:59,295.43,342.48,2,2,0,
1,1,9,295,129-1,10,2/3/16 8:58,342.48,390.47,2,2,0,
1,1,9,295,129-1,10,2/5/16 11:07,390.47,440.62,2,2,0,
1,1,3,107,130-1,0,1/20/16 8:30,0,54,0,0,0,
1,1,3,107,130-1,0,1/26/16 8:43,150.43,198.22,3,3,0,
1,1,3,107,130-1,0,1/28/16 8:33,198.22,246.05,3,3,0,
1,1,3,107,130-1,0,1/30/16 9:33,246.05,295.05,3,3,0,
1,1,3,107,130-1,0,2/1/16 8:41,295.05,342.18,3,3,0,
1,1,3,107,130-1,0,2/5/16 8:24,390.03,437.9,4,4,0,
1,1,4,126,130-1,15,1/20/16 8:30,0,54,0,0,0,
1,1,4,126,130-1,15,1/22/16 8:29,54,101.98,0,0,0,
1,1,4,126,130-1,15,1/28/16 8:36,198.32,246.1,5,5,0,
1,1,4,126,130-1,15,1/30/16 9:39,246.1,295.15,5,5,0,
1,1,4,126,130-1,15,2/1/16 8:46,295.15,342.27,5,5,0,
1,1,4,126,130-1,15,2/3/16 8:32,342.27,390.03,5,5,0,
1,1,4,126,130-1,15,2/5/16 8:24,390.03,437.9,5,5,0,
1,1,4,144,130-1,20,1/20/16 8:30,0,54,0,0,0,
1,1,4,144,130-1,20,1/22/16 8:29,54,101.98,0,0,0,
1,1,4,144,130-1,20,1/24/16 8:59,101.98,150.48,0,0,0,
1,1,4,144,130-1,20,1/26/16 8:49,150.48,198.32,0,0,0,
1,1,4,144,130-1,20,2/3/16 8:32,342.27,390.03,4,4,0,
1,1,4,144,130-1,20,2/5/16 8:24,390.03,437.9,4,4,0,
1,1,5,156,130-1,10,1/20/16 8:30,0,54,0,0,0,
1,1,5,156,130-1,10,1/28/16 8:41,198.38,246.18,5,5,0,
1,1,5,156,130-1,10,1/30/16 9:39,246.18,295.15,5,5,0,
1,1,5,156,130-1,10,2/1/16 8:51,295.15,342.35,5,5,0,
1,1,5,156,130-1,10,2/3/16 8:42,342.35,390.2,5,5,0,
1,1,5,156,130-1,10,2/5/16 8:57,390.2,438.45,5,5,0,
1,2,3,94,130-2,10,2/11/16 8:39,0,60.15,,0,0,
1,2,4,120,130-2,15,2/11/16 8:41,0,59.93,,0,0,
1,2,4,120,130-2,15,2/13/16 8:33,59.93,107.8,0,0,0,
1,2,9,299,130-2,20,2/11/16 8:51,0,59.1,,0,0,
1,2,9,299,130-2,20,2/13/16 8:46,59.1,107.02,0,0,0,
1,2,9,314,130-2,0,2/11/16 8:51,0,59.1,,0,0,
1,2,9,314,130-2,0,2/13/16 8:46,59.1,107.02,0,0,0,
1,1,3,81,131-1,15,1/20/16 8:30,0,54,0,0,0,
1,1,3,81,131-1,15,1/22/16 8:29,54,101.98,0,0,0,
1,1,3,81,131-1,15,1/30/16 9:33,246.05,295.05,5,5,0,
1,1,3,81,131-1,15,2/1/16 8:41,295.05,342.18,5,5,0,
1,1,3,81,131-1,15,2/3/16 8:32,342.18,390.03,5,5,0,
1,1,3,81,131-1,15,2/5/16 8:24,390.03,437.9,5,5,0,
1,1,3,101,131-1,20,1/20/16 8:30,0,54,0,0,0,
1,1,3,101,131-1,20,1/22/16 8:29,54,101.98,0,0,0,
1,1,3,101,131-1,20,1/24/16 8:56,101.98,150.43,0,0,0,
1,1,3,101,131-1,20,1/26/16 8:43,150.43,198.22,0,0,0,
1,1,3,101,131-1,20,1/28/16 8:33,198.22,246.05,0,0,0,
1,1,3,101,131-1,20,1/30/16 9:33,246.05,295.05,0,0,0,
1,1,3,101,131-1,20,2/1/16 8:41,295.05,342.18,0,0,0,
1,1,3,101,131-1,20,2/3/16 8:32,342.18,390.03,0,0,0,
1,1,3,108,131-1,0,1/20/16 8:30,0,54,0,0,0,
1,1,3,108,131-1,0,1/24/16 8:56,101.98,150.43,3,3,0,
1,1,3,108,131-1,0,1/28/16 8:33,198.22,246.05,5,5,0,
1,1,3,108,131-1,0,2/1/16 8:41,295.05,342.18,6,6,0,
1,1,3,108,131-1,0,2/3/16 8:32,342.18,390.03,6,6,0,
1,1,4,111,131-1,10,1/20/16 8:30,0,54,0,0,0,
1,1,4,111,131-1,10,1/24/16 8:59,101.98,150.48,4,4,0,
1,1,4,111,131-1,10,1/28/16 8:36,198.32,246.1,5,5,0,
1,1,4,111,131-1,10,1/30/16 9:39,246.1,295.15,5,5,0,
1,1,4,111,131-1,10,2/1/16 8:46,295.15,342.27,5,5,0,
1,1,4,111,131-1,10,2/3/16 8:32,342.27,390.03,5,5,0,
1,1,4,111,131-1,10,2/5/16 8:24,390.03,437.9,5,5,0,
1,2,2,39,131-2,20,2/11/16 8:37,0,60.37,,0,0,
1,2,2,39,131-2,20,2/13/16 8:29,60.37,108.23,0,0,0,
1,2,2,42,131-2,15,2/11/16 8:37,0,60.37,,0,0,
1,2,2,52,131-2,10,2/11/16 8:37,0,60.37,,0,0,
1,2,3,81,131-2,0,2/11/16 8:39,0,60.15,,0,0,
1,1,3,99,132-1,0,1/20/16 8:30,0,54,0,0,0,
1,1,3,99,132-1,0,1/22/16 8:29,54,101.98,0,0,0,
1,1,3,99,132-1,0,1/26/16 8:43,150.43,198.22,1,1,0,
1,1,3,99,132-1,0,1/28/16 8:33,198.22,246.05,1,1,0,
1,1,3,99,132-1,0,1/30/16 9:33,246.05,295.05,1,1,0,
1,1,3,99,132-1,0,2/1/16 8:41,295.05,342.18,1,1,0,
1,1,3,99,132-1,0,2/3/16 8:32,342.18,390.03,1,1,0,
1,1,3,99,132-1,0,2/5/16 8:24,390.03,437.9,1,1,0,
1,1,6,213,132-1,15,1/20/16 8:38,0,54.13,0,0,0,
1,1,6,213,132-1,15,1/22/16 8:34,54.13,102.07,0,0,0,
1,1,6,213,132-1,15,1/24/16 9:04,102.07,150.57,0,0,0,
1,1,6,213,132-1,15,1/30/16 9:48,246.25,295.3,3,3,0,
1,1,6,213,132-1,15,2/1/16 8:56,295.3,342.43,3,3,0,
1,1,6,213,132-1,15,2/3/16 8:42,342.43,390.2,3,3,0,
1,1,6,213,132-1,15,2/5/16 10:17,390.2,439.78,3,3,0,
1,1,7,235,132-1,20,1/20/16 8:38,0,54.13,0,0,0,
1,1,7,235,132-1,20,1/22/16 8:41,54.13,102.18,0,0,0,
1,1,7,235,132-1,20,1/24/16 9:07,102.18,150.62,0,0,0,
1,1,7,235,132-1,20,1/26/16 8:59,150.62,198.48,0,0,0,
1,1,7,235,132-1,20,1/28/16 8:47,198.48,246.28,0,0,0,
1,1,7,235,132-1,20,2/1/16 8:59,295.38,342.48,1,1,0,
1,1,7,235,132-1,20,2/3/16 8:42,342.48,390.2,1,1,0,
1,1,1,4,132-2,15,1/20/16 8:30,0,54,0,0,0,
1,1,1,4,132-2,15,1/22/16 8:24,54,101.9,0,0,0,
1,1,1,4,132-2,15,1/30/16 9:25,245.97,294.92,8,8,0,
1,1,1,4,132-2,15,2/3/16 8:23,342.03,389.88,9,9,0,
1,1,1,4,132-2,15,2/5/16 8:08,389.88,437.63,9,9,0,
1,1,3,74,132-2,20,1/20/16 8:30,0,54,0,0,0,
1,1,3,74,132-2,20,1/22/16 8:29,54,101.98,0,0,0,
1,1,3,74,132-2,20,1/24/16 8:56,101.98,150.43,0,0,0,
1,1,3,74,132-2,20,2/1/16 8:41,295.05,342.18,7,7,0,
1,1,3,74,132-2,20,2/3/16 8:32,342.18,390.03,7,7,0,
1,1,3,74,132-2,20,2/5/16 8:24,390.03,437.9,7,7,0,
1,1,3,104,132-2,10,1/20/16 8:30,0,54,0,0,0,
1,1,3,104,132-2,10,1/26/16 8:43,150.43,198.22,5,5,0,
1,1,3,104,132-2,10,1/28/16 8:33,198.22,246.05,5,5,0,
1,1,3,104,132-2,10,1/30/16 9:33,246.05,295.05,5,5,0,
1,1,3,104,132-2,10,2/1/16 8:41,295.05,342.18,5,5,0,
1,1,3,104,132-2,10,2/3/16 8:32,342.18,390.03,5,5,0,
1,1,3,104,132-2,10,2/5/16 8:24,390.03,437.9,5,5,0,
1,1,6,195,132-2,0,1/20/16 8:34,0,54.07,0,0,0,
1,1,6,195,132-2,0,1/28/16 8:45,198.43,246.25,6,6,0,
1,1,6,195,132-2,0,1/30/16 9:48,246.25,295.3,6,6,0,
1,1,6,195,132-2,0,2/1/16 8:56,295.3,342.43,6,6,0,
1,1,6,195,132-2,0,2/3/16 8:42,342.43,390.2,6,6,0,
1,1,6,195,132-2,0,2/5/16 10:17,390.2,439.78,6,6,0,
1,2,1,30,133-1,0,2/11/16 8:35,0,60.58,,0,0,
1,2,3,73,133-1,15,2/11/16 8:39,0,60.15,,0,0,
1,2,3,73,133-1,15,2/13/16 8:31,60.15,108.02,0,0,0,
1,2,5,145,133-1,20,2/11/16 8:43,0,59.72,,0,0,
1,2,5,145,133-1,20,2/13/16 8:36,59.72,107.6,0,0,0,
1,2,5,151,133-1,10,2/11/16 8:43,0,59.72,,0,0,
1,2,5,151,133-1,10,2/13/16 8:36,59.72,107.6,0,0,0,
1,2,1,28,134-1,10,2/11/16 8:35,0,60.58,,0,0,
1,2,3,107,134-1,15,2/11/16 8:39,0,60.15,,0,0,
1,2,5,165,134-1,20,2/11/16 8:43,0,59.72,,0,0,
1,2,5,165,134-1,20,2/13/16 8:36,59.72,107.6,0,0,0,
1,2,9,292,134-1,0,2/11/16 8:51,0,59.1,,0,0,
1,2,1,8,134-2,15,2/11/16 8:35,0,60.58,,0,0,
1,2,1,8,134-2,15,2/13/16 8:26,60.58,108.43,0,0,0,
1,2,2,41,134-2,10,2/11/16 8:37,0,60.37,,0,0,
1,2,3,75,134-2,0,2/11/16 8:39,0,60.15,,0,0,
1,2,3,75,134-2,0,2/13/16 8:31,60.15,108.02,0,0,0,
1,2,8,275,134-2,20,2/11/16 8:49,0,59.32,,0,0,
1,2,8,275,134-2,20,2/13/16 8:44,59.32,107.23,0,0,0,
1,1,3,82,135-1,15,1/20/16 8:30,0,54,0,0,0,
1,1,3,82,135-1,15,1/26/16 8:43,150.43,198.22,6,6,0,
1,1,3,82,135-1,15,1/28/16 8:33,198.22,246.05,6,6,0,
1,1,3,82,135-1,15,1/30/16 9:33,246.05,295.05,6,6,0,
1,1,3,82,135-1,15,2/1/16 8:41,295.05,342.18,6,6,0,
1,1,3,82,135-1,15,2/3/16 8:32,342.18,390.03,6,6,0,
1,1,3,82,135-1,15,2/5/16 8:24,390.03,437.9,6,6,0,
1,1,4,121,135-1,20,1/20/16 8:30,0,54,0,0,0,
1,1,4,121,135-1,20,1/22/16 8:29,54,101.98,0,0,0,
1,1,4,121,135-1,20,2/1/16 8:46,295.15,342.27,9,9,0,
1,1,4,121,135-1,20,2/3/16 8:32,342.27,390.03,9,9,0,
1,1,4,121,135-1,20,2/5/16 8:24,390.03,437.9,9,9,0,
1,1,6,181,135-1,10,1/20/16 8:34,0,54.07,0,0,0,
1,1,6,181,135-1,10,1/26/16 8:56,150.57,198.43,5,5,0,
1,1,6,181,135-1,10,1/28/16 8:45,198.43,246.25,5,5,0,
1,1,6,181,135-1,10,1/30/16 9:48,246.25,295.3,5,5,0,
1,1,6,181,135-1,10,2/1/16 8:56,295.3,342.43,5,5,0,
1,1,6,181,135-1,10,2/3/16 8:42,342.43,390.2,5,5,0,
1,1,6,181,135-1,10,2/5/16 10:17,390.2,439.78,5,5,0,
1,1,6,212,135-1,0,1/26/16 8:56,150.57,198.43,6,6,0,
1,1,6,212,135-1,0,1/28/16 8:45,198.43,246.25,6,6,0,
1,1,6,212,135-1,0,1/30/16 9:48,246.25,295.3,6,6,0,
1,1,6,212,135-1,0,2/1/16 8:56,295.3,342.43,6,6,0,
1,1,6,212,135-1,0,2/3/16 8:42,342.43,390.2,6,6,0,
1,1,6,212,135-1,0,2/5/16 10:17,390.2,439.78,6,6,0,
1,1,2,51,135-2,10,1/20/16 8:30,0,54,0,0,0,
1,1,2,51,135-2,10,1/22/16 8:27,54,101.95,0,0,0,
1,1,2,51,135-2,10,1/26/16 8:40,150.4,198.17,1,1,0,
1,1,2,51,135-2,10,1/28/16 8:28,198.17,245.97,1,1,0,
1,1,2,51,135-2,10,1/30/16 9:29,245.97,294.98,1,1,0,
1,1,2,51,135-2,10,2/1/16 8:38,294.98,342.13,1,1,0,
1,1,2,51,135-2,10,2/3/16 8:23,342.13,389.88,1,1,0,
1,1,2,51,135-2,10,2/5/16 8:08,389.88,437.63,1,1,0,
1,1,6,204,135-2,0,1/20/16 8:34,0,54.07,0,0,0,
1,1,6,204,135-2,0,1/24/16 9:04,102.07,150.57,4,4,0,
1,1,6,204,135-2,0,1/26/16 8:56,150.57,198.43,4,4,0,
