,rep,run,shelf,plate,line,trt,end,status,number
3912.7,2,4,7,224,128-2,15,497.5,0,10
3912.8,2,4,7,224,128-2,15,497.5,0,10
3912.9,2,4,7,224,128-2,15,497.5,0,10
3913,2,4,7,225,137-1,0,160.78,1,1
3914,2,4,7,225,137-1,0,114.85,1,2
3914.1,2,4,7,225,137-1,0,114.85,1,2
3915,2,4,7,225,137-1,0,67.18,1,1
3916,2,4,7,225,137-1,0,497.5,0,6
3916.1,2,4,7,225,137-1,0,497.5,0,6
3916.2,2,4,7,225,137-1,0,497.5,0,6
3916.3,2,4,7,225,137-1,0,497.5,0,6
3916.4,2,4,7,225,137-1,0,497.5,0,6
3916.5,2,4,7,225,137-1,0,497.5,0,6
3917,2,4,7,226,149-2,15,497.5,0,10
3917.1,2,4,7,226,149-2,15,497.5,0,10
3917.2,2,4,7,226,149-2,15,497.5,0,10
3917.3,2,4,7,226,149-2,15,497.5,0,10
3917.4,2,4,7,226,149-2,15,497.5,0,10
3917.5,2,4,7,226,149-2,15,497.5,0,10
3917.6,2,4,7,226,149-2,15,497.5,0,10
3917.7,2,4,7,226,149-2,15,497.5,0,10
3917.8,2,4,7,226,149-2,15,497.5,0,10
3917.9,2,4,7,226,149-2,15,497.5,0,10
3918,2,4,7,227,Johnny's,15,448.77,1,1
3919,2,4,7,227,Johnny's,15,497.5,0,9
3919.1,2,4,7,227,Johnny's,15,497.5,0,9
3919.2,2,4,7,227,Johnny's,15,497.5,0,9
3919.3,2,4,7,227,Johnny's,15,497.5,0,9
3919.4,2,4,7,227,Johnny's,15,497.5,0,9
3919.5,2,4,7,227,Johnny's,15,497.5,0,9
3919.6,2,4,7,227,Johnny's,15,497.5,0,9
3919.7,2,4,7,227,Johnny's,15,497.5,0,9
3919.8,2,4,7,227,Johnny's,15,497.5,0,9
3920,2,4,7,228,190-1,15,160.78,1,4
3920.1,2,4,7,228,190-1,15,160.78,1,4
3920.2,2,4,7,228,190-1,15,160.78,1,4
3920.3,2,4,7,228,190-1,15,160.78,1,4
3921,2,4,7,228,190-1,15,497.5,0,6
3921.1,2,4,7,228,190-1,15,497.5,0,6
3921.2,2,4,7,228,190-1,15,497.5,0,6
3921.3,2,4,7,228,190-1,15,497.5,0,6
3921.4,2,4,7,228,190-1,15,497.5,0,6
3921.5,2,4,7,228,190-1,15,497.5,0,6
3922,2,4,7,229,143-1,10,160.78,1,1
3923,2,4,7,229,143-1,10,114.85,1,7
3923.1,2,4,7,229,143-1,10,114.85,1,7
3923.2,2,4,7,229,143-1,10,114.85,1,7
3923.3,2,4,7,229,143-1,10,114.85,1,7
3923.4,2,4,7,229,143-1,10,114.85,1,7
3923.5,2,4,7,229,143-1,10,114.85,1,7
3923.6,2,4,7,229,143-1,10,114.85,1,7
3924,2,4,7,229,143-1,10,497.5,0,2
3924.1,2,4,7,229,143-1,10,497.5,0,2
3925,2,4,7,231,202-1,20,448.77,1,1
3926,2,4,7,231,202-1,20,497.5,0,9
3926.1,2,4,7,231,202-1,20,497.5,0,9
3926.2,2,4,7,231,202-1,20,497.5,0,9
3926.3,2,4,7,231,202-1,20,497.5,0,9
3926.4,2,4,7,231,202-1,20,497.5,0,9
3926.5,2,4,7,231,202-1,20,497.5,0,9
3926.6,2,4,7,231,202-1,20,497.5,0,9
3926.7,2,4,7,231,202-1,20,497.5,0,9
3926.8,2,4,7,231,202-1,20,497.5,0,9
3927,2,4,7,232,141-2,20,160.78,1,1
3928,2,4,7,232,141-2,20,497.5,0,9
3928.1,2,4,7,232,141-2,20,497.5,0,9
3928.2,2,4,7,232,141-2,20,497.5,0,9
3928.3,2,4,7,232,141-2,20,497.5,0,9
3928.4,2,4,7,232,141-2,20,497.5,0,9
3928.5,2,4,7,232,141-2,20,497.5,0,9
3928.6,2,4,7,232,141-2,20,497.5,0,9
3928.7,2,4,7,232,141-2,20,497.5,0,9
3928.8,2,4,7,232,141-2,20,497.5,0,9
3929,2,4,7,233,213-2,15,160.78,1,1
3930,2,4,7,233,213-2,15,114.85,1,5
3930.1,2,4,7,233,213-2,15,114.85,1,5
3930.2,2,4,7,233,213-2,15,114.85,1,5
3930.3,2,4,7,233,213-2,15,114.85,1,5
3930.4,2,4,7,233,213-2,15,114.85,1,5
3931,2,4,7,233,213-2,15,497.5,0,4
3931.1,2,4,7,233,213-2,15,497.5,0,4
3931.2,2,4,7,233,213-2,15,497.5,0,4
3931.3,2,4,7,233,213-2,15,497.5,0,4
3932,2,4,7,234,173-1,10,304.3,1,1
3933,2,4,7,234,173-1,10,160.78,1,1
3934,2,4,7,234,173-1,10,114.85,1,2
3934.1,2,4,7,234,173-1,10,114.85,1,2
3935,2,4,7,234,173-1,10,497.5,0,6
3935.1,2,4,7,234,173-1,10,497.5,0,6
3935.2,2,4,7,234,173-1,10,497.5,0,6
3935.3,2,4,7,234,173-1,10,497.5,0,6
3935.4,2,4,7,234,173-1,10,497.5,0,6
3935.5,2,4,7,234,173-1,10,497.5,0,6
3936,2,4,7,235,150-2,0,497.5,0,10
3936.1,2,4,7,235,150-2,0,497.5,0,10
3936.2,2,4,7,235,150-2,0,497.5,0,10
3936.3,2,4,7,235,150-2,0,497.5,0,10
3936.4,2,4,7,235,150-2,0,497.5,0,10
3936.5,2,4,7,235,150-2,0,497.5,0,10
3936.6,2,4,7,235,150-2,0,497.5,0,10
3936.7,2,4,7,235,150-2,0,497.5,0,10
3936.8,2,4,7,235,150-2,0,497.5,0,10
3936.9,2,4,7,235,150-2,0,497.5,0,10
3937,2,4,7,238,170-1,20,208.77,1,2
3937.1,2,4,7,238,170-1,20,208.77,1,2
3938,2,4,7,238,170-1,20,160.78,1,4
3938.1,2,4,7,238,170-1,20,160.78,1,4
3938.2,2,4,7,238,170-1,20,160.78,1,4
3938.3,2,4,7,238,170-1,20,160.78,1,4
3939,2,4,7,238,170-1,20,497.5,0,4
3939.1,2,4,7,238,170-1,20,497.5,0,4
3939.2,2,4,7,238,170-1,20,497.5,0,4
3939.3,2,4,7,238,170-1,20,497.5,0,4
3940,2,4,7,239,130-1,20,208.77,1,4
3940.1,2,4,7,239,130-1,20,208.77,1,4
3940.2,2,4,7,239,130-1,20,208.77,1,4
3940.3,2,4,7,239,130-1,20,208.77,1,4
3941,2,4,7,239,130-1,20,497.5,0,5
3941.1,2,4,7,239,130-1,20,497.5,0,5
3941.2,2,4,7,239,130-1,20,497.5,0,5
3941.3,2,4,7,239,130-1,20,497.5,0,5
3941.4,2,4,7,239,130-1,20,497.5,0,5
3942,2,4,7,240,118-2,20,256.85,1,2
3942.1,2,4,7,240,118-2,20,256.85,1,2
3943,2,4,7,240,118-2,20,208.77,1,2
3943.1,2,4,7,240,118-2,20,208.77,1,2
3944,2,4,7,240,118-2,20,497.5,0,6
3944.1,2,4,7,240,118-2,20,497.5,0,6
3944.2,2,4,7,240,118-2,20,497.5,0,6
3944.3,2,4,7,240,118-2,20,497.5,0,6
3944.4,2,4,7,240,118-2,20,497.5,0,6
3944.5,2,4,7,240,118-2,20,497.5,0,6
3945,2,4,7,241,107-2,15,497.5,0,10
3945.1,2,4,7,241,107-2,15,497.5,0,10
3945.2,2,4,7,241,107-2,15,497.5,0,10
3945.3,2,4,7,241,107-2,15,497.5,0,10
3945.4,2,4,7,241,107-2,15,497.5,0,10
3945.5,2,4,7,241,107-2,15,497.5,0,10
3945.6,2,4,7,241,107-2,15,497.5,0,10
3945.7,2,4,7,241,107-2,15,497.5,0,10
3945.8,2,4,7,241,107-2,15,497.5,0,10
3945.9,2,4,7,241,107-2,15,497.5,0,10
3946,2,4,7,242,217-2,10,114.85,1,4
3946.1,2,4,7,242,217-2,10,114.85,1,4
3946.2,2,4,7,242,217-2,10,114.85,1,4
3946.3,2,4,7,242,217-2,10,114.85,1,4
3947,2,4,7,242,217-2,10,67.18,1,1
3948,2,4,7,242,217-2,10,497.5,0,5
3948.1,2,4,7,242,217-2,10,497.5,0,5
3948.2,2,4,7,242,217-2,10,497.5,0,5
3948.3,2,4,7,242,217-2,10,497.5,0,5
3948.4,2,4,7,242,217-2,10,497.5,0,5
3949,2,4,7,243,91-1,15,208.77,1,1
3950,2,4,7,243,91-1,15,497.5,0,9
3950.1,2,4,7,243,91-1,15,497.5,0,9
3950.2,2,4,7,243,91-1,15,497.5,0,9
3950.3,2,4,7,243,91-1,15,497.5,0,9
3950.4,2,4,7,243,91-1,15,497.5,0,9
3950.5,2,4,7,243,91-1,15,497.5,0,9
3950.6,2,4,7,243,91-1,15,497.5,0,9
3950.7,2,4,7,243,91-1,15,497.5,0,9
3950.8,2,4,7,243,91-1,15,497.5,0,9
3951,2,4,7,244,124-1,10,256.85,1,1
3952,2,4,7,244,124-1,10,208.77,1,2
3952.1,2,4,7,244,124-1,10,208.77,1,2
3953,2,4,7,244,124-1,10,160.78,1,6
3953.1,2,4,7,244,124-1,10,160.78,1,6
3953.2,2,4,7,244,124-1,10,160.78,1,6
3953.3,2,4,7,244,124-1,10,160.78,1,6
3953.4,2,4,7,244,124-1,10,160.78,1,6
3953.5,2,4,7,244,124-1,10,160.78,1,6
3954,2,4,7,244,124-1,10,114.85,1,1
3955,2,4,7,245,145-2,10,160.78,1,1
3956,2,4,7,245,145-2,10,497.5,0,9
3956.1,2,4,7,245,145-2,10,497.5,0,9
3956.2,2,4,7,245,145-2,10,497.5,0,9
3956.3,2,4,7,245,145-2,10,497.5,0,9
3956.4,2,4,7,245,145-2,10,497.5,0,9
3956.5,2,4,7,245,145-2,10,497.5,0,9
3956.6,2,4,7,245,145-2,10,497.5,0,9
3956.7,2,4,7,245,145-2,10,497.5,0,9
3956.8,2,4,7,245,145-2,10,497.5,0,9
3957,2,4,7,246,217-2,15,208.77,1,3
3957.1,2,4,7,246,217-2,15,208.77,1,3
3957.2,2,4,7,246,217-2,15,208.77,1,3
3958,2,4,7,246,217-2,15,160.78,1,1
3959,2,4,7,246,217-2,15,114.85,1,3
3959.1,2,4,7,246,217-2,15,114.85,1,3
3959.2,2,4,7,246,217-2,15,114.85,1,3
3960,2,4,7,246,217-2,15,497.5,0,3
3960.1,2,4,7,246,217-2,15,497.5,0,3
3960.2,2,4,7,246,217-2,15,497.5,0,3
3961,2,4,7,247,109-1,10,497.48,1,1
3962,2,4,7,247,109-1,10,354.35,1,1
3963,2,4,7,247,109-1,10,497.5,0,7
3963.1,2,4,7,247,109-1,10,497.5,0,7
3963.2,2,4,7,247,109-1,10,497.5,0,7
3963.3,2,4,7,247,109-1,10,497.5,0,7
3963.4,2,4,7,247,109-1,10,497.5,0,7
3963.5,2,4,7,247,109-1,10,497.5,0,7
3963.6,2,4,7,247,109-1,10,497.5,0,7
3964,2,4,7,248,106-1,15,208.77,1,1
3965,2,4,7,248,106-1,15,497.5,0,9
3965.1,2,4,7,248,106-1,15,497.5,0,9
3965.2,2,4,7,248,106-1,15,497.5,0,9
3965.3,2,4,7,248,106-1,15,497.5,0,9
3965.4,2,4,7,248,106-1,15,497.5,0,9
3965.5,2,4,7,248,106-1,15,497.5,0,9
3965.6,2,4,7,248,106-1,15,497.5,0,9
3965.7,2,4,7,248,106-1,15,497.5,0,9
3965.8,2,4,7,248,106-1,15,497.5,0,9
3966,2,4,7,249,146-1,10,160.78,1,3
3966.1,2,4,7,249,146-1,10,160.78,1,3
3966.2,2,4,7,249,146-1,10,160.78,1,3
3967,2,4,7,249,146-1,10,114.85,1,2
3967.1,2,4,7,249,146-1,10,114.85,1,2
3968,2,4,7,249,146-1,10,497.5,0,5
3968.1,2,4,7,249,146-1,10,497.5,0,5
3968.2,2,4,7,249,146-1,10,497.5,0,5
3968.3,2,4,7,249,146-1,10,497.5,0,5
3968.4,2,4,7,249,146-1,10,497.5,0,5
3969,2,4,7,250,92-1,15,354.35,1,2
3969.1,2,4,7,250,92-1,15,354.35,1,2
3970,2,4,7,250,92-1,15,304.3,1,1
3971,2,4,7,250,92-1,15,208.77,1,1
3972,2,4,7,250,92-1,15,160.78,1,2
3972.1,2,4,7,250,92-1,15,160.78,1,2
3973,2,4,7,250,92-1,15,497.5,0,4
3973.1,2,4,7,250,92-1,15,497.5,0,4
3973.2,2,4,7,250,92-1,15,497.5,0,4
3973.3,2,4,7,250,92-1,15,497.5,0,4
3974,2,4,7,251,218-2,15,160.78,1,8
3974.1,2,4,7,251,218-2,15,160.78,1,8
3974.2,2,4,7,251,218-2,15,160.78,1,8
3974.3,2,4,7,251,218-2,15,160.78,1,8
3974.4,2,4,7,251,218-2,15,160.78,1,8
3974.5,2,4,7,251,218-2,15,160.78,1,8
3974.6,2,4,7,251,218-2,15,160.78,1,8
3974.7,2,4,7,251,218-2,15,160.78,1,8
3975,2,4,7,251,218-2,15,114.85,1,2
3975.1,2,4,7,251,218-2,15,114.85,1,2
3976,2,4,7,252,137-2,15,114.85,1,4
3976.1,2,4,7,252,137-2,15,114.85,1,4
3976.2,2,4,7,252,137-2,15,114.85,1,4
3976.3,2,4,7,252,137-2,15,114.85,1,4
3977,2,4,7,252,137-2,15,497.5,0,6
3977.1,2,4,7,252,137-2,15,497.5,0,6
3977.2,2,4,7,252,137-2,15,497.5,0,6
3977.3,2,4,7,252,137-2,15,497.5,0,6
3977.4,2,4,7,252,137-2,15,497.5,0,6
3977.5,2,4,7,252,137-2,15,497.5,0,6
3978,2,4,8,253,132-2,0,160.82,1,4
3978.1,2,4,8,253,132-2,0,160.82,1,4
3978.2,2,4,8,253,132-2,0,160.82,1,4
3978.3,2,4,8,253,132-2,0,160.82,1,4
3979,2,4,8,253,132-2,0,114.87,1,2
3979.1,2,4,8,253,132-2,0,114.87,1,2
3980,2,4,8,253,132-2,0,497.5,0,4
3980.1,2,4,8,253,132-2,0,497.5,0,4
3980.2,2,4,8,253,132-2,0,497.5,0,4
3980.3,2,4,8,253,132-2,0,497.5,0,4
3981,2,4,8,254,174-2,0,160.15,1,1
3982,2,4,8,254,174-2,0,114.2,1,5
3982.1,2,4,8,254,174-2,0,114.2,1,5
3982.2,2,4,8,254,174-2,0,114.2,1,5
3982.3,2,4,8,254,174-2,0,114.2,1,5
3982.4,2,4,8,254,174-2,0,114.2,1,5
3983,2,4,8,254,174-2,0,497.5,0,4
3983.1,2,4,8,254,174-2,0,497.5,0,4
3983.2,2,4,8,254,174-2,0,497.5,0,4
3983.3,2,4,8,254,174-2,0,497.5,0,4
3984,2,4,8,255,128-1,10,66.53,1,1
3985,2,4,8,255,128-1,10,497.5,0,9
3985.1,2,4,8,255,128-1,10,497.5,0,9
3985.2,2,4,8,255,128-1,10,497.5,0,9
3985.3,2,4,8,255,128-1,10,497.5,0,9
3985.4,2,4,8,255,128-1,10,497.5,0,9
3985.5,2,4,8,255,128-1,10,497.5,0,9
3985.6,2,4,8,255,128-1,10,497.5,0,9
3985.7,2,4,8,255,128-1,10,497.5,0,9
3985.8,2,4,8,255,128-1,10,497.5,0,9
3986,2,4,8,256,125-1,20,497.5,0,8
3986.1,2,4,8,256,125-1,20,497.5,0,8
3986.2,2,4,8,256,125-1,20,497.5,0,8
3986.3,2,4,8,256,125-1,20,497.5,0,8
3986.4,2,4,8,256,125-1,20,497.5,0,8
3986.5,2,4,8,256,125-1,20,497.5,0,8
3986.6,2,4,8,256,125-1,20,497.5,0,8
3986.7,2,4,8,256,125-1,20,497.5,0,8
3987,2,4,8,257,132-1,15,208.17,1,1
3988,2,4,8,257,132-1,15,160.15,1,3
3988.1,2,4,8,257,132-1,15,160.15,1,3
3988.2,2,4,8,257,132-1,15,160.15,1,3
3989,2,4,8,257,132-1,15,497.5,0,6
3989.1,2,4,8,257,132-1,15,497.5,0,6
3989.2,2,4,8,257,132-1,15,497.5,0,6
3989.3,2,4,8,257,132-1,15,497.5,0,6
3989.4,2,4,8,257,132-1,15,497.5,0,6
3989.5,2,4,8,257,132-1,15,497.5,0,6
3990,2,4,8,258,150-2,10,114.2,1,1
3991,2,4,8,258,150-2,10,497.5,0,9
3991.1,2,4,8,258,150-2,10,497.5,0,9
3991.2,2,4,8,258,150-2,10,497.5,0,9
3991.3,2,4,8,258,150-2,10,497.5,0,9
3991.4,2,4,8,258,150-2,10,497.5,0,9
3991.5,2,4,8,258,150-2,10,497.5,0,9
3991.6,2,4,8,258,150-2,10,497.5,0,9
3991.7,2,4,8,258,150-2,10,497.5,0,9
3991.8,2,4,8,258,150-2,10,497.5,0,9
3992,2,4,8,259,125-1,10,448.13,1,3
3992.1,2,4,8,259,125-1,10,448.13,1,3
3992.2,2,4,8,259,125-1,10,448.13,1,3
3993,2,4,8,259,125-1,10,303.7,1,1
3994,2,4,8,259,125-1,10,256.25,1,2
3994.1,2,4,8,259,125-1,10,256.25,1,2
3995,2,4,8,259,125-1,10,208.17,1,1
3996,2,4,8,259,125-1,10,497.5,0,3
3996.1,2,4,8,259,125-1,10,497.5,0,3
3996.2,2,4,8,259,125-1,10,497.5,0,3
3997,2,4,8,260,170-1,0,114.2,1,4
3997.1,2,4,8,260,170-1,0,114.2,1,4
3997.2,2,4,8,260,170-1,0,114.2,1,4
3997.3,2,4,8,260,170-1,0,114.2,1,4
3998,2,4,8,260,170-1,0,66.53,1,1
3999,2,4,8,260,170-1,0,497.5,0,5
3999.1,2,4,8,260,170-1,0,497.5,0,5
3999.2,2,4,8,260,170-1,0,497.5,0,5
3999.3,2,4,8,260,170-1,0,497.5,0,5
3999.4,2,4,8,260,170-1,0,497.5,0,5
4000,2,4,8,261,170-1,10,160.15,1,1
4001,2,4,8,261,170-1,10,114.2,1,4
4001.1,2,4,8,261,170-1,10,114.2,1,4
4001.2,2,4,8,261,170-1,10,114.2,1,4
4001.3,2,4,8,261,170-1,10,114.2,1,4
4002,2,4,8,261,170-1,10,66.53,1,1
4003,2,4,8,261,170-1,10,497.5,0,4
4003.1,2,4,8,261,170-1,10,497.5,0,4
4003.2,2,4,8,261,170-1,10,497.5,0,4
4003.3,2,4,8,261,170-1,10,497.5,0,4
4004,2,4,8,262,Johnny's,10,303.7,1,2
4004.1,2,4,8,262,Johnny's,10,303.7,1,2
4005,2,4,8,262,Johnny's,10,256.25,1,1
4006,2,4,8,262,Johnny's,10,208.17,1,1
4007,2,4,8,262,Johnny's,10,497.5,0,6
4007.1,2,4,8,262,Johnny's,10,497.5,0,6
4007.2,2,4,8,262,Johnny's,10,497.5,0,6
4007.3,2,4,8,262,Johnny's,10,497.5,0,6
4007.4,2,4,8,262,Johnny's,10,497.5,0,6
4007.5,2,4,8,262,Johnny's,10,497.5,0,6
4008,2,4,8,263,218-2,20,208.17,1,10
4008.1,2,4,8,263,218-2,20,208.17,1,10
4008.2,2,4,8,263,218-2,20,208.17,1,10
4008.3,2,4,8,263,218-2,20,208.17,1,10
4008.4,2,4,8,263,218-2,20,208.17,1,10
4008.5,2,4,8,263,218-2,20,208.17,1,10
4008.6,2,4,8,263,218-2,20,208.17,1,10
4008.7,2,4,8,263,218-2,20,208.17,1,10
4008.8,2,4,8,263,218-2,20,208.17,1,10
4008.9,2,4,8,263,218-2,20,208.17,1,10
4009,2,4,8,264,106-1,0,208.17,1,1
4010,2,4,8,264,106-1,0,114.2,1,1
4011,2,4,8,264,106-1,0,497.5,0,8
4011.1,2,4,8,264,106-1,0,497.5,0,8
4011.2,2,4,8,264,106-1,0,497.5,0,8
4011.3,2,4,8,264,106-1,0,497.5,0,8
4011.4,2,4,8,264,106-1,0,497.5,0,8
4011.5,2,4,8,264,106-1,0,497.5,0,8
4011.6,2,4,8,264,106-1,0,497.5,0,8
4011.7,2,4,8,264,106-1,0,497.5,0,8
4012,2,4,8,265,109-1,20,497.5,0,5
4012.1,2,4,8,265,109-1,20,497.5,0,5
4012.2,2,4,8,265,109-1,20,497.5,0,5
4012.3,2,4,8,265,109-1,20,497.5,0,5
4012.4,2,4,8,265,109-1,20,497.5,0,5
4013,2,4,8,266,134-2,10,160.15,1,3
4013.1,2,4,8,266,134-2,10,160.15,1,3
4013.2,2,4,8,266,134-2,10,160.15,1,3
4014,2,4,8,266,134-2,10,114.2,1,6
4014.1,2,4,8,266,134-2,10,114.2,1,6
4014.2,2,4,8,266,134-2,10,114.2,1,6
4014.3,2,4,8,266,134-2,10,114.2,1,6
4014.4,2,4,8,266,134-2,10,114.2,1,6
4014.5,2,4,8,266,134-2,10,114.2,1,6
4015,2,4,8,266,134-2,10,497.5,0,1
4016,2,4,8,267,143-1,15,208.17,1,1
4017,2,4,8,267,143-1,15,160.15,1,2
4017.1,2,4,8,267,143-1,15,160.15,1,2
4018,2,4,8,267,143-1,15,114.2,1,2
4018.1,2,4,8,267,143-1,15,114.2,1,2
4019,2,4,8,267,143-1,15,497.5,0,5
4019.1,2,4,8,267,143-1,15,497.5,0,5
4019.2,2,4,8,267,143-1,15,497.5,0,5
4019.3,2,4,8,267,143-1,15,497.5,0,5
4019.4,2,4,8,267,143-1,15,497.5,0,5
4020,2,4,8,268,186-1,20,160.15,1,3
4020.1,2,4,8,268,186-1,20,160.15,1,3
4020.2,2,4,8,268,186-1,20,160.15,1,3
4021,2,4,8,268,186-1,20,114.2,1,1
4022,2,4,8,268,186-1,20,497.5,0,6
4022.1,2,4,8,268,186-1,20,497.5,0,6
4022.2,2,4,8,268,186-1,20,497.5,0,6
4022.3,2,4,8,268,186-1,20,497.5,0,6
4022.4,2,4,8,268,186-1,20,497.5,0,6
4022.5,2,4,8,268,186-1,20,497.5,0,6
4023,2,4,8,269,147-2,0,448.13,1,1
4024,2,4,8,269,147-2,0,208.17,1,3
4024.1,2,4,8,269,147-2,0,208.17,1,3
4024.2,2,4,8,269,147-2,0,208.17,1,3
4025,2,4,8,269,147-2,0,160.15,1,4
4025.1,2,4,8,269,147-2,0,160.15,1,4
4025.2,2,4,8,269,147-2,0,160.15,1,4
4025.3,2,4,8,269,147-2,0,160.15,1,4
4026,2,4,8,269,147-2,0,114.2,1,1
4027,2,4,8,269,147-2,0,497.5,0,1
4028,2,4,8,270,168-2,0,208.17,1,2
4028.1,2,4,8,270,168-2,0,208.17,1,2
4029,2,4,8,270,168-2,0,160.15,1,7
4029.1,2,4,8,270,168-2,0,160.15,1,7
4029.2,2,4,8,270,168-2,0,160.15,1,7
4029.3,2,4,8,270,168-2,0,160.15,1,7
4029.4,2,4,8,270,168-2,0,160.15,1,7
4029.5,2,4,8,270,168-2,0,160.15,1,7
4029.6,2,4,8,270,168-2,0,160.15,1,7
4030,2,4,8,270,168-2,0,497.5,0,1
4031,2,4,8,271,202-1,0,256.25,1,2
4031.1,2,4,8,271,202-1,0,256.25,1,2
4032,2,4,8,271,202-1,0,208.17,1,5
4032.1,2,4,8,271,202-1,0,208.17,1,5
4032.2,2,4,8,271,202-1,0,208.17,1,5
4032.3,2,4,8,271,202-1,0,208.17,1,5
4032.4,2,4,8,271,202-1,0,208.17,1,5
4033,2,4,8,271,202-1,0,160.15,1,1
4034,2,4,8,271,202-1,0,497.5,0,2
4034.1,2,4,8,271,202-1,0,497.5,0,2
4035,2,4,8,273,174-2,10,114.2,1,3
4035.1,2,4,8,273,174-2,10,114.2,1,3
4035.2,2,4,8,273,174-2,10,114.2,1,3
4036,2,4,8,273,174-2,10,66.53,1,2
4036.1,2,4,8,273,174-2,10,66.53,1,2
4037,2,4,8,273,174-2,10,497.5,0,5
4037.1,2,4,8,273,174-2,10,497.5,0,5
4037.2,2,4,8,273,174-2,10,497.5,0,5
4037.3,2,4,8,273,174-2,10,497.5,0,5
4037.4,2,4,8,273,174-2,10,497.5,0,5
4038,2,4,8,274,106-1,20,497.5,0,10
4038.1,2,4,8,274,106-1,20,497.5,0,10
4038.2,2,4,8,274,106-1,20,497.5,0,10
4038.3,2,4,8,274,106-1,20,497.5,0,10
4038.4,2,4,8,274,106-1,20,497.5,0,10
4038.5,2,4,8,274,106-1,20,497.5,0,10
4038.6,2,4,8,274,106-1,20,497.5,0,10
4038.7,2,4,8,274,106-1,20,497.5,0,10
4038.8,2,4,8,274,106-1,20,497.5,0,10
4038.9,2,4,8,274,106-1,20,497.5,0,10
4039,2,4,8,275,137-2,0,114.2,1,3
4039.1,2,4,8,275,137-2,0,114.2,1,3
4039.2,2,4,8,275,137-2,0,114.2,1,3
4040,2,4,8,275,137-2,0,66.53,1,3
4040.1,2,4,8,275,137-2,0,66.53,1,3
4040.2,2,4,8,275,137-2,0,66.53,1,3
4041,2,4,8,275,137-2,0,497.5,0,3
4041.1,2,4,8,275,137-2,0,497.5,0,3
4041.2,2,4,8,275,137-2,0,497.5,0,3
4042,2,4,8,276,188-1,20,160.15,1,1
4043,2,4,8,276,188-1,20,497.5,0,9
4043.1,2,4,8,276,188-1,20,497.5,0,9
4043.2,2,4,8,276,188-1,20,497.5,0,9
4043.3,2,4,8,276,188-1,20,497.5,0,9
4043.4,2,4,8,276,188-1,20,497.5,0,9
4043.5,2,4,8,276,188-1,20,497.5,0,9
4043.6,2,4,8,276,188-1,20,497.5,0,9
4043.7,2,4,8,276,188-1,20,497.5,0,9
4043.8,2,4,8,276,188-1,20,497.5,0,9
4044,2,4,8,277,156-1,15,496.85,1,1
4045,2,4,8,277,156-1,15,497.5,0,8
4045.1,2,4,8,277,156-1,15,497.5,0,8
4045.2,2,4,8,277,156-1,15,497.5,0,8
4045.3,2,4,8,277,156-1,15,497.5,0,8
4045.4,2,4,8,277,156-1,15,497.5,0,8
4045.5,2,4,8,277,156-1,15,497.5,0,8
4045.6,2,4,8,277,156-1,15,497.5,0,8
4045.7,2,4,8,277,156-1,15,497.5,0,8
4046,2,4,8,278,124-1,20,497.5,0,9
4046.1,2,4,8,278,124-1,20,497.5,0,9
4046.2,2,4,8,278,124-1,20,497.5,0,9
4046.3,2,4,8,278,124-1,20,497.5,0,9
4046.4,2,4,8,278,124-1,20,497.5,0,9
4046.5,2,4,8,278,124-1,20,497.5,0,9
4046.6,2,4,8,278,124-1,20,497.5,0,9
4046.7,2,4,8,278,124-1,20,497.5,0,9
4046.8,2,4,8,278,124-1,20,497.5,0,9
4047,2,4,8,279,141-2,10,66.53,1,1
4048,2,4,8,279,141-2,10,497.5,0,9
4048.1,2,4,8,279,141-2,10,497.5,0,9
4048.2,2,4,8,279,141-2,10,497.5,0,9
4048.3,2,4,8,279,141-2,10,497.5,0,9
4048.4,2,4,8,279,141-2,10,497.5,0,9
4048.5,2,4,8,279,141-2,10,497.5,0,9
4048.6,2,4,8,279,141-2,10,497.5,0,9
4048.7,2,4,8,279,141-2,10,497.5,0,9
4048.8,2,4,8,279,141-2,10,497.5,0,9
4049,2,4,8,280,100-1,15,353.72,1,1
4050,2,4,8,280,100-1,15,256.25,1,2
4050.1,2,4,8,280,100-1,15,256.25,1,2
4051,2,4,8,280,100-1,15,497.5,0,6
4051.1,2,4,8,280,100-1,15,497.5,0,6
4051.2,2,4,8,280,100-1,15,497.5,0,6
4051.3,2,4,8,280,100-1,15,497.5,0,6
4051.4,2,4,8,280,100-1,15,497.5,0,6
4051.5,2,4,8,280,100-1,15,497.5,0,6
4052,2,4,8,281,202-1,10,353.72,1,1
4053,2,4,8,281,202-1,10,303.7,1,3
4053.1,2,4,8,281,202-1,10,303.7,1,3
4053.2,2,4,8,281,202-1,10,303.7,1,3
4054,2,4,8,281,202-1,10,256.25,1,2
4054.1,2,4,8,281,202-1,10,256.25,1,2
4055,2,4,8,281,202-1,10,208.17,1,2
4055.1,2,4,8,281,202-1,10,208.17,1,2
4056,2,4,8,281,202-1,10,497.5,0,2
4056.1,2,4,8,281,202-1,10,497.5,0,2
4057,2,4,8,282,150-2,15,114.2,1,1
4058,2,4,8,282,150-2,15,497.5,0,9
4058.1,2,4,8,282,150-2,15,497.5,0,9
4058.2,2,4,8,282,150-2,15,497.5,0,9
4058.3,2,4,8,282,150-2,15,497.5,0,9
4058.4,2,4,8,282,150-2,15,497.5,0,9
