,rep,run,shelf,plate,line,trt,end,status,number
7754,4,7,6,203,219-1,10,501,0,1
7755,4,7,6,203,219-1,10,Inf,0,4
7755.1,4,7,6,203,219-1,10,Inf,0,4
7755.2,4,7,6,203,219-1,10,Inf,0,4
7755.3,4,7,6,203,219-1,10,Inf,0,4
7756,4,7,6,204,75-2,20,298.75,1,4
7756.1,4,7,6,204,75-2,20,298.75,1,4
7756.2,4,7,6,204,75-2,20,298.75,1,4
7756.3,4,7,6,204,75-2,20,298.75,1,4
7757,4,7,6,204,75-2,20,Inf,1,3
7757.1,4,7,6,204,75-2,20,Inf,1,3
7757.2,4,7,6,204,75-2,20,Inf,1,3
7758,4,7,6,204,75-2,20,396,0,1
7759,4,7,6,204,75-2,20,Inf,0,2
7759.1,4,7,6,204,75-2,20,Inf,0,2
7760,4,7,6,205,173-1,15,107.3333333,1,2
7760.1,4,7,6,205,173-1,15,107.3333333,1,2
7761,4,7,6,205,173-1,15,153.75,1,5
7761.1,4,7,6,205,173-1,15,153.75,1,5
7761.2,4,7,6,205,173-1,15,153.75,1,5
7761.3,4,7,6,205,173-1,15,153.75,1,5
7761.4,4,7,6,205,173-1,15,153.75,1,5
7762,4,7,6,205,173-1,15,396,0,1
7763,4,7,6,205,173-1,15,501,0,2
7763.1,4,7,6,205,173-1,15,501,0,2
7764,4,7,6,206,152-1,10,107.3333333,1,6
7764.1,4,7,6,206,152-1,10,107.3333333,1,6
7764.2,4,7,6,206,152-1,10,107.3333333,1,6
7764.3,4,7,6,206,152-1,10,107.3333333,1,6
7764.4,4,7,6,206,152-1,10,107.3333333,1,6
7764.5,4,7,6,206,152-1,10,107.3333333,1,6
7765,4,7,6,206,152-1,10,253,1,2
7765.1,4,7,6,206,152-1,10,253,1,2
7766,4,7,6,206,152-1,10,501,0,2
7766.1,4,7,6,206,152-1,10,501,0,2
7767,4,7,6,207,217-1,20,153.75,1,1
7768,4,7,6,207,217-1,20,253,1,1
7769,4,7,6,207,217-1,20,Inf,1,3
7769.1,4,7,6,207,217-1,20,Inf,1,3
7769.2,4,7,6,207,217-1,20,Inf,1,3
7770,4,7,6,207,217-1,20,501,0,1
7771,4,7,6,207,217-1,20,Inf,0,4
7771.1,4,7,6,207,217-1,20,Inf,0,4
7771.2,4,7,6,207,217-1,20,Inf,0,4
7771.3,4,7,6,207,217-1,20,Inf,0,4
7772,4,7,6,208,100-1,20,153.75,1,1
7773,4,7,6,208,100-1,20,253,1,2
7773.1,4,7,6,208,100-1,20,253,1,2
7774,4,7,6,208,100-1,20,298.75,1,2
7774.1,4,7,6,208,100-1,20,298.75,1,2
7775,4,7,6,208,100-1,20,344.75,1,1
7776,4,7,6,208,100-1,20,Inf,1,4
7776.1,4,7,6,208,100-1,20,Inf,1,4
7776.2,4,7,6,208,100-1,20,Inf,1,4
7776.3,4,7,6,208,100-1,20,Inf,1,4
7777,4,7,6,209,81-2,15,107.3333333,1,6
7777.1,4,7,6,209,81-2,15,107.3333333,1,6
7777.2,4,7,6,209,81-2,15,107.3333333,1,6
7777.3,4,7,6,209,81-2,15,107.3333333,1,6
7777.4,4,7,6,209,81-2,15,107.3333333,1,6
7777.5,4,7,6,209,81-2,15,107.3333333,1,6
7778,4,7,6,209,81-2,15,153.75,1,4
7778.1,4,7,6,209,81-2,15,153.75,1,4
7778.2,4,7,6,209,81-2,15,153.75,1,4
7778.3,4,7,6,209,81-2,15,153.75,1,4
7779,4,7,6,210,126-1,0,203.6666667,1,5
7779.1,4,7,6,210,126-1,0,203.6666667,1,5
7779.2,4,7,6,210,126-1,0,203.6666667,1,5
7779.3,4,7,6,210,126-1,0,203.6666667,1,5
7779.4,4,7,6,210,126-1,0,203.6666667,1,5
7780,4,7,6,210,126-1,0,253,1,1
7781,4,7,6,210,126-1,0,203.6666667,0,2
7781.1,4,7,6,210,126-1,0,203.6666667,0,2
7782,4,7,6,210,126-1,0,Inf,0,2
7782.1,4,7,6,210,126-1,0,Inf,0,2
7783,4,7,6,211,122-2,15,445,1,4
7783.1,4,7,6,211,122-2,15,445,1,4
7783.2,4,7,6,211,122-2,15,445,1,4
7783.3,4,7,6,211,122-2,15,445,1,4
7784,4,7,6,211,122-2,15,502.75,1,1
7785,4,7,6,211,122-2,15,Inf,1,4
7785.1,4,7,6,211,122-2,15,Inf,1,4
7785.2,4,7,6,211,122-2,15,Inf,1,4
7785.3,4,7,6,211,122-2,15,Inf,1,4
7786,4,7,6,211,122-2,15,Inf,0,1
7787,4,7,6,212,217-1,15,107.3333333,1,1
7788,4,7,6,212,217-1,15,344.75,1,1
7789,4,7,6,212,217-1,15,Inf,1,3
7789.1,4,7,6,212,217-1,15,Inf,1,3
7789.2,4,7,6,212,217-1,15,Inf,1,3
7790,4,7,6,212,217-1,15,501,0,3
7790.1,4,7,6,212,217-1,15,501,0,3
7790.2,4,7,6,212,217-1,15,501,0,3
7791,4,7,6,212,217-1,15,Inf,0,2
7791.1,4,7,6,212,217-1,15,Inf,0,2
7792,4,7,6,213,133-1,20,253,1,1
7793,4,7,6,213,133-1,20,Inf,1,3
7793.1,4,7,6,213,133-1,20,Inf,1,3
7793.2,4,7,6,213,133-1,20,Inf,1,3
7794,4,7,6,213,133-1,20,502.75,0,6
7794.1,4,7,6,213,133-1,20,502.75,0,6
7794.2,4,7,6,213,133-1,20,502.75,0,6
7794.3,4,7,6,213,133-1,20,502.75,0,6
7794.4,4,7,6,213,133-1,20,502.75,0,6
7794.5,4,7,6,213,133-1,20,502.75,0,6
7795,4,7,6,214,122-1,10,253,1,1
7796,4,7,6,214,122-1,10,445,1,1
7797,4,7,6,214,122-1,10,502.75,1,1
7798,4,7,6,214,122-1,10,Inf,1,1
7799,4,7,6,214,122-1,10,502.75,0,6
7799.1,4,7,6,214,122-1,10,502.75,0,6
7799.2,4,7,6,214,122-1,10,502.75,0,6
7799.3,4,7,6,214,122-1,10,502.75,0,6
7799.4,4,7,6,214,122-1,10,502.75,0,6
7799.5,4,7,6,214,122-1,10,502.75,0,6
7800,4,7,6,215,190-1,20,253,1,1
7801,4,7,6,215,190-1,20,Inf,1,2
7801.1,4,7,6,215,190-1,20,Inf,1,2
7802,4,7,6,215,190-1,20,153.75,0,1
7803,4,7,6,215,190-1,20,501,0,4
7803.1,4,7,6,215,190-1,20,501,0,4
7803.2,4,7,6,215,190-1,20,501,0,4
7803.3,4,7,6,215,190-1,20,501,0,4
7804,4,7,6,215,190-1,20,Inf,0,2
7804.1,4,7,6,215,190-1,20,Inf,0,2
7805,4,7,6,216,122-1,0,153.75,1,4
7805.1,4,7,6,216,122-1,0,153.75,1,4
7805.2,4,7,6,216,122-1,0,153.75,1,4
7805.3,4,7,6,216,122-1,0,153.75,1,4
7806,4,7,6,216,122-1,0,203.6666667,1,1
7807,4,7,6,216,122-1,0,253,1,3
7807.1,4,7,6,216,122-1,0,253,1,3
7807.2,4,7,6,216,122-1,0,253,1,3
7808,4,7,6,216,122-1,0,344.75,1,1
7809,4,7,6,216,122-1,0,502.75,0,1
7810,4,7,7,217,188-1,15,153.75,1,4
7810.1,4,7,7,217,188-1,15,153.75,1,4
7810.2,4,7,7,217,188-1,15,153.75,1,4
7810.3,4,7,7,217,188-1,15,153.75,1,4
7811,4,7,7,217,188-1,15,Inf,1,1
7812,4,7,7,217,188-1,15,Inf,0,5
7812.1,4,7,7,217,188-1,15,Inf,0,5
7812.2,4,7,7,217,188-1,15,Inf,0,5
7812.3,4,7,7,217,188-1,15,Inf,0,5
7812.4,4,7,7,217,188-1,15,Inf,0,5
7813,4,7,7,219,100-1,0,107.3333333,1,1
7814,4,7,7,219,100-1,0,153.75,1,1
7815,4,7,7,219,100-1,0,203.6666667,1,3
7815.1,4,7,7,219,100-1,0,203.6666667,1,3
7815.2,4,7,7,219,100-1,0,203.6666667,1,3
7816,4,7,7,219,100-1,0,253,1,2
7816.1,4,7,7,219,100-1,0,253,1,2
7817,4,7,7,219,100-1,0,502.75,1,1
7818,4,7,7,219,100-1,0,396,0,1
7819,4,7,7,219,100-1,0,Inf,0,1
7820,4,7,7,220,163-1,20,107.3333333,1,3
7820.1,4,7,7,220,163-1,20,107.3333333,1,3
7820.2,4,7,7,220,163-1,20,107.3333333,1,3
7821,4,7,7,220,163-1,20,203.6666667,1,4
7821.1,4,7,7,220,163-1,20,203.6666667,1,4
7821.2,4,7,7,220,163-1,20,203.6666667,1,4
7821.3,4,7,7,220,163-1,20,203.6666667,1,4
7822,4,7,7,220,163-1,20,253,1,2
7822.1,4,7,7,220,163-1,20,253,1,2
7823,4,7,7,220,163-1,20,298.75,1,1
7824,4,7,7,221,187-1,10,153.75,1,1
7825,4,7,7,221,187-1,10,253,1,1
7826,4,7,7,221,187-1,10,396,1,1
7827,4,7,7,221,187-1,10,Inf,0,7
7827.1,4,7,7,221,187-1,10,Inf,0,7
7827.2,4,7,7,221,187-1,10,Inf,0,7
7827.3,4,7,7,221,187-1,10,Inf,0,7
7827.4,4,7,7,221,187-1,10,Inf,0,7
7827.5,4,7,7,221,187-1,10,Inf,0,7
7827.6,4,7,7,221,187-1,10,Inf,0,7
7828,4,7,7,223,150-2,10,107.3333333,1,1
7829,4,7,7,223,150-2,10,501,1,1
7830,4,7,7,223,150-2,10,298.75,0,1
7831,4,7,7,223,150-2,10,344.75,0,1
7832,4,7,7,223,150-2,10,501,0,6
7832.1,4,7,7,223,150-2,10,501,0,6
7832.2,4,7,7,223,150-2,10,501,0,6
7832.3,4,7,7,223,150-2,10,501,0,6
7832.4,4,7,7,223,150-2,10,501,0,6
7832.5,4,7,7,223,150-2,10,501,0,6
7833,4,7,7,224,120-1,10,107.3333333,1,3
7833.1,4,7,7,224,120-1,10,107.3333333,1,3
7833.2,4,7,7,224,120-1,10,107.3333333,1,3
7834,4,7,7,224,120-1,10,253,0,4
7834.1,4,7,7,224,120-1,10,253,0,4
7834.2,4,7,7,224,120-1,10,253,0,4
7834.3,4,7,7,224,120-1,10,253,0,4
7835,4,7,7,224,120-1,10,298.75,0,3
7835.1,4,7,7,224,120-1,10,298.75,0,3
7835.2,4,7,7,224,120-1,10,298.75,0,3
7836,4,7,7,226,187-1,20,203.6666667,1,1
7837,4,7,7,226,187-1,20,253,1,1
7838,4,7,7,226,187-1,20,298.75,1,1
7839,4,7,7,226,187-1,20,Inf,1,4
7839.1,4,7,7,226,187-1,20,Inf,1,4
7839.2,4,7,7,226,187-1,20,Inf,1,4
7839.3,4,7,7,226,187-1,20,Inf,1,4
7840,4,7,7,226,187-1,20,Inf,0,3
7840.1,4,7,7,226,187-1,20,Inf,0,3
7840.2,4,7,7,226,187-1,20,Inf,0,3
7841,4,7,7,227,163-1,15,107.3333333,1,4
7841.1,4,7,7,227,163-1,15,107.3333333,1,4
7841.2,4,7,7,227,163-1,15,107.3333333,1,4
7841.3,4,7,7,227,163-1,15,107.3333333,1,4
7842,4,7,7,227,163-1,15,153.75,1,1
7843,4,7,7,227,163-1,15,203.6666667,1,1
7844,4,7,7,227,163-1,15,253,1,1
7845,4,7,7,227,163-1,15,298.75,1,1
7846,4,7,7,227,163-1,15,253,0,1
7847,4,7,7,227,163-1,15,501,0,1
7848,4,7,7,228,217-2,20,203.6666667,1,1
7849,4,7,7,228,217-2,20,Inf,1,4
7849.1,4,7,7,228,217-2,20,Inf,1,4
7849.2,4,7,7,228,217-2,20,Inf,1,4
7849.3,4,7,7,228,217-2,20,Inf,1,4
7850,4,7,7,228,217-2,20,396,0,2
7850.1,4,7,7,228,217-2,20,396,0,2
7851,4,7,7,228,217-2,20,Inf,0,3
7851.1,4,7,7,228,217-2,20,Inf,0,3
7851.2,4,7,7,228,217-2,20,Inf,0,3
7852,4,7,7,229,134-1,10,107.3333333,1,5
7852.1,4,7,7,229,134-1,10,107.3333333,1,5
7852.2,4,7,7,229,134-1,10,107.3333333,1,5
7852.3,4,7,7,229,134-1,10,107.3333333,1,5
7852.4,4,7,7,229,134-1,10,107.3333333,1,5
7853,4,7,7,229,134-1,10,153.75,1,2
7853.1,4,7,7,229,134-1,10,153.75,1,2
7854,4,7,7,229,134-1,10,203.6666667,0,1
7855,4,7,7,229,134-1,10,344.75,0,1
7856,4,7,7,229,134-1,10,Inf,0,1
7857,4,7,7,230,135-1,10,59.5,1,1
7858,4,7,7,230,135-1,10,107.3333333,1,5
7858.1,4,7,7,230,135-1,10,107.3333333,1,5
7858.2,4,7,7,230,135-1,10,107.3333333,1,5
7858.3,4,7,7,230,135-1,10,107.3333333,1,5
7858.4,4,7,7,230,135-1,10,107.3333333,1,5
7859,4,7,7,230,135-1,10,203.6666667,1,1
7860,4,7,7,230,135-1,10,107.3333333,0,1
7861,4,7,7,230,135-1,10,153.75,0,1
7862,4,7,7,230,135-1,10,203.6666667,0,1
7863,4,7,7,231,141-2,0,203.6666667,1,1
7864,4,7,7,231,141-2,0,253,1,1
7865,4,7,7,231,141-2,0,344.75,1,1
7866,4,7,7,231,141-2,0,107.3333333,0,1
7867,4,7,7,231,141-2,0,253,0,1
7868,4,7,7,231,141-2,0,396,0,3
7868.1,4,7,7,231,141-2,0,396,0,3
7868.2,4,7,7,231,141-2,0,396,0,3
7869,4,7,7,231,141-2,0,501,0,2
7869.1,4,7,7,231,141-2,0,501,0,2
7870,4,7,7,232,131-1,0,107.3333333,1,1
7871,4,7,7,232,131-1,0,153.75,1,1
7872,4,7,7,232,131-1,0,107.3333333,0,1
7873,4,7,7,232,131-1,0,203.6666667,0,1
7874,4,7,7,232,131-1,0,253,0,2
7874.1,4,7,7,232,131-1,0,253,0,2
7875,4,7,7,232,131-1,0,396,0,4
7875.1,4,7,7,232,131-1,0,396,0,4
7875.2,4,7,7,232,131-1,0,396,0,4
7875.3,4,7,7,232,131-1,0,396,0,4
7876,4,7,7,233,163-1,10,59.5,1,2
7876.1,4,7,7,233,163-1,10,59.5,1,2
7877,4,7,7,233,163-1,10,107.3333333,1,1
7878,4,7,7,233,163-1,10,153.75,1,2
7878.1,4,7,7,233,163-1,10,153.75,1,2
7879,4,7,7,233,163-1,10,203.6666667,1,2
7879.1,4,7,7,233,163-1,10,203.6666667,1,2
7880,4,7,7,233,163-1,10,253,1,1
7881,4,7,7,233,163-1,10,501,0,2
7881.1,4,7,7,233,163-1,10,501,0,2
7882,4,7,7,234,156-2,15,203.6666667,1,1
7883,4,7,7,234,156-2,15,253,1,1
7884,4,7,7,234,156-2,15,203.6666667,0,2
7884.1,4,7,7,234,156-2,15,203.6666667,0,2
7885,4,8,1,1,141-1,20,453,1,1
7886,4,8,1,1,141-1,20,Inf,1,4
7886.1,4,8,1,1,141-1,20,Inf,1,4
7886.2,4,8,1,1,141-1,20,Inf,1,4
7886.3,4,8,1,1,141-1,20,Inf,1,4
7887,4,8,1,1,141-1,20,404,0,2
7887.1,4,8,1,1,141-1,20,404,0,2
7888,4,8,1,1,141-1,20,500,0,2
7888.1,4,8,1,1,141-1,20,500,0,2
7889,4,8,1,1,141-1,20,Inf,0,1
7890,4,8,1,2,184-1,15,114.25,1,1
7891,4,8,1,2,184-1,15,211,1,4
7891.1,4,8,1,2,184-1,15,211,1,4
7891.2,4,8,1,2,184-1,15,211,1,4
7891.3,4,8,1,2,184-1,15,211,1,4
7892,4,8,1,2,184-1,15,257,1,1
7893,4,8,1,2,184-1,15,308.1666667,1,2
7893.1,4,8,1,2,184-1,15,308.1666667,1,2
7894,4,8,1,2,184-1,15,356.5833333,0,1
7895,4,8,1,2,184-1,15,404,0,1
7896,4,8,1,3,Johnny's,0,308.1666667,1,1
7897,4,8,1,3,Johnny's,0,356.5833333,1,1
7898,4,8,1,3,Johnny's,0,404,1,2
7898.1,4,8,1,3,Johnny's,0,404,1,2
7899,4,8,1,3,Johnny's,0,453,1,1
7900,4,8,1,3,Johnny's,0,Inf,1,4
7900.1,4,8,1,3,Johnny's,0,Inf,1,4
7900.2,4,8,1,3,Johnny's,0,Inf,1,4
7900.3,4,8,1,3,Johnny's,0,Inf,1,4
7901,4,8,1,3,Johnny's,0,Inf,0,1
7902,4,8,1,5,149-1,10,65.75,1,1
7903,4,8,1,5,149-1,10,114.25,1,5
7903.1,4,8,1,5,149-1,10,114.25,1,5
7903.2,4,8,1,5,149-1,10,114.25,1,5
7903.3,4,8,1,5,149-1,10,114.25,1,5
7903.4,4,8,1,5,149-1,10,114.25,1,5
7904,4,8,1,5,149-1,10,163.25,1,3
7904.1,4,8,1,5,149-1,10,163.25,1,3
7904.2,4,8,1,5,149-1,10,163.25,1,3
7905,4,8,1,5,149-1,10,Inf,1,1
7906,4,8,1,7,131-2,0,114.25,1,1
7907,4,8,1,7,131-2,0,163.25,1,6
7907.1,4,8,1,7,131-2,0,163.25,1,6
7907.2,4,8,1,7,131-2,0,163.25,1,6
7907.3,4,8,1,7,131-2,0,163.25,1,6
7907.4,4,8,1,7,131-2,0,163.25,1,6
7907.5,4,8,1,7,131-2,0,163.25,1,6
7908,4,8,1,7,131-2,0,211,1,1
7909,4,8,1,7,131-2,0,453,0,2
7909.1,4,8,1,7,131-2,0,453,0,2
7910,4,8,1,9,145-1,15,114.25,1,1
7911,4,8,1,9,145-1,15,211,0,1
7912,4,8,1,9,145-1,15,308.1666667,0,2
7912.1,4,8,1,9,145-1,15,308.1666667,0,2
7913,4,8,1,9,145-1,15,500,0,6
7913.1,4,8,1,9,145-1,15,500,0,6
7913.2,4,8,1,9,145-1,15,500,0,6
7913.3,4,8,1,9,145-1,15,500,0,6
7913.4,4,8,1,9,145-1,15,500,0,6
7913.5,4,8,1,9,145-1,15,500,0,6
7914,4,8,1,10,215-2,20,163.25,1,3
7914.1,4,8,1,10,215-2,20,163.25,1,3
7914.2,4,8,1,10,215-2,20,163.25,1,3
7915,4,8,1,10,215-2,20,211,1,2
7915.1,4,8,1,10,215-2,20,211,1,2
7916,4,8,1,10,215-2,20,257,1,2
7916.1,4,8,1,10,215-2,20,257,1,2
7917,4,8,1,10,215-2,20,Inf,1,1
7918,4,8,1,10,215-2,20,114.25,0,1
7919,4,8,1,10,215-2,20,404,0,1
7920,4,8,1,11,136-2,15,114.25,1,1
7921,4,8,1,11,136-2,15,257,1,1
7922,4,8,1,11,136-2,15,114.25,0,2
7922.1,4,8,1,11,136-2,15,114.25,0,2
7923,4,8,1,11,136-2,15,453,0,1
7924,4,8,1,11,136-2,15,500,0,5
7924.1,4,8,1,11,136-2,15,500,0,5
7924.2,4,8,1,11,136-2,15,500,0,5
7924.3,4,8,1,11,136-2,15,500,0,5
7924.4,4,8,1,11,136-2,15,500,0,5
7925,4,8,1,12,147-2,20,257,1,1
7926,4,8,1,12,147-2,20,308.1666667,1,1
7927,4,8,1,12,147-2,20,356.5833333,1,2
7927.1,4,8,1,12,147-2,20,356.5833333,1,2
7928,4,8,1,12,147-2,20,Inf,1,2
7928.1,4,8,1,12,147-2,20,Inf,1,2
7929,4,8,1,12,147-2,20,404,0,1
7930,4,8,1,12,147-2,20,Inf,0,3
7930.1,4,8,1,12,147-2,20,Inf,0,3
7930.2,4,8,1,12,147-2,20,Inf,0,3
7931,4,8,1,13,145-1,0,211,1,1
7932,4,8,1,13,145-1,0,257,1,1
7933,4,8,1,13,145-1,0,453,1,1
7934,4,8,1,13,145-1,0,Inf,0,7
7934.1,4,8,1,13,145-1,0,Inf,0,7
7934.2,4,8,1,13,145-1,0,Inf,0,7
7934.3,4,8,1,13,145-1,0,Inf,0,7
7934.4,4,8,1,13,145-1,0,Inf,0,7
7934.5,4,8,1,13,145-1,0,Inf,0,7
7934.6,4,8,1,13,145-1,0,Inf,0,7
7935,4,8,1,14,174-1,10,114.25,1,2
7935.1,4,8,1,14,174-1,10,114.25,1,2
7936,4,8,1,14,174-1,10,163.25,1,2
7936.1,4,8,1,14,174-1,10,163.25,1,2
7937,4,8,1,14,174-1,10,308.1666667,1,1
7938,4,8,1,14,174-1,10,Inf,0,5
7938.1,4,8,1,14,174-1,10,Inf,0,5
7938.2,4,8,1,14,174-1,10,Inf,0,5
7938.3,4,8,1,14,174-1,10,Inf,0,5
7938.4,4,8,1,14,174-1,10,Inf,0,5
7939,4,8,1,15,104-2,10,114.25,1,2
7939.1,4,8,1,15,104-2,10,114.25,1,2
7940,4,8,1,15,104-2,10,163.25,1,1
7941,4,8,1,15,104-2,10,211,1,2
7941.1,4,8,1,15,104-2,10,211,1,2
7942,4,8,1,15,104-2,10,257,1,2
7942.1,4,8,1,15,104-2,10,257,1,2
7943,4,8,1,15,104-2,10,308.1666667,1,2
7943.1,4,8,1,15,104-2,10,308.1666667,1,2
7944,4,8,1,15,104-2,10,404,1,1
7945,4,8,1,16,216-1,20,163.25,1,3
7945.1,4,8,1,16,216-1,20,163.25,1,3
7945.2,4,8,1,16,216-1,20,163.25,1,3
7946,4,8,1,16,216-1,20,211,1,1
7947,4,8,1,16,216-1,20,404,1,1
7948,4,8,1,16,216-1,20,Inf,1,1
7949,4,8,1,16,216-1,20,211,0,1
7950,4,8,1,16,216-1,20,356.5833333,0,2
7950.1,4,8,1,16,216-1,20,356.5833333,0,2
7951,4,8,1,16,216-1,20,500,0,1
7952,4,8,1,17,183-1,15,163.25,1,2
7952.1,4,8,1,17,183-1,15,163.25,1,2
7953,4,8,1,17,183-1,15,211,1,1
7954,4,8,1,17,183-1,15,257,1,3
7954.1,4,8,1,17,183-1,15,257,1,3
7954.2,4,8,1,17,183-1,15,257,1,3
7955,4,8,1,17,183-1,15,308.1666667,1,2
7955.1,4,8,1,17,183-1,15,308.1666667,1,2
7956,4,8,1,17,183-1,15,500,0,1
7957,4,8,1,17,183-1,15,Inf,0,1
7958,4,8,1,18,190-2,15,114.25,1,2
7958.1,4,8,1,18,190-2,15,114.25,1,2
7959,4,8,1,18,190-2,15,163.25,1,6
7959.1,4,8,1,18,190-2,15,163.25,1,6
7959.2,4,8,1,18,190-2,15,163.25,1,6
7959.3,4,8,1,18,190-2,15,163.25,1,6
7959.4,4,8,1,18,190-2,15,163.25,1,6
7959.5,4,8,1,18,190-2,15,163.25,1,6
7960,4,8,1,18,190-2,15,Inf,1,2
7960.1,4,8,1,18,190-2,15,Inf,1,2
7961,4,8,1,19,147-2,10,114.25,1,2
7961.1,4,8,1,19,147-2,10,114.25,1,2
7962,4,8,1,19,147-2,10,211,1,2
7962.1,4,8,1,19,147-2,10,211,1,2
7963,4,8,1,19,147-2,10,404,1,1
7964,4,8,1,19,147-2,10,Inf,0,5
7964.1,4,8,1,19,147-2,10,Inf,0,5
7964.2,4,8,1,19,147-2,10,Inf,0,5
7964.3,4,8,1,19,147-2,10,Inf,0,5
7964.4,4,8,1,19,147-2,10,Inf,0,5
7965,4,8,1,21,173-2,10,211,1,1
7966,4,8,1,21,173-2,10,257,1,1
7967,4,8,1,21,173-2,10,65.75,0,1
7968,4,8,1,21,173-2,10,404,0,5
7968.1,4,8,1,21,173-2,10,404,0,5
7968.2,4,8,1,21,173-2,10,404,0,5
7968.3,4,8,1,21,173-2,10,404,0,5
7968.4,4,8,1,21,173-2,10,404,0,5
7969,4,8,1,21,173-2,10,500,0,2
7969.1,4,8,1,21,173-2,10,500,0,2
7970,4,8,1,22,185-2,20,211,1,4
7970.1,4,8,1,22,185-2,20,211,1,4
7970.2,4,8,1,22,185-2,20,211,1,4
7970.3,4,8,1,22,185-2,20,211,1,4
7971,4,8,1,22,185-2,20,257,1,1
7972,4,8,1,22,185-2,20,Inf,1,4
7972.1,4,8,1,22,185-2,20,Inf,1,4
7972.2,4,8,1,22,185-2,20,Inf,1,4
7972.3,4,8,1,22,185-2,20,Inf,1,4
7973,4,8,1,22,185-2,20,211,0,1
7974,4,8,1,25,137-1,10,65.75,1,1
7975,4,8,1,25,137-1,10,257,1,1
7976,4,8,1,25,137-1,10,Inf,1,3
7976.1,4,8,1,25,137-1,10,Inf,1,3
7976.2,4,8,1,25,137-1,10,Inf,1,3
7977,4,8,1,25,137-1,10,Inf,0,5
7977.1,4,8,1,25,137-1,10,Inf,0,5
7977.2,4,8,1,25,137-1,10,Inf,0,5
7977.3,4,8,1,25,137-1,10,Inf,0,5
7977.4,4,8,1,25,137-1,10,Inf,0,5
7978,4,8,1,26,128-1,20,211,1,6
7978.1,4,8,1,26,128-1,20,211,1,6
7978.2,4,8,1,26,128-1,20,211,1,6
7978.3,4,8,1,26,128-1,20,211,1,6
7978.4,4,8,1,26,128-1,20,211,1,6
7978.5,4,8,1,26,128-1,20,211,1,6
7979,4,8,1,26,128-1,20,257,1,2
7979.1,4,8,1,26,128-1,20,257,1,2
7980,4,8,1,26,128-1,20,308.1666667,1,1
7981,4,8,1,26,128-1,20,Inf,1,1
7982,4,8,1,27,104-2,0,114.25,1,1
7983,4,8,1,27,104-2,0,163.25,1,4
7983.1,4,8,1,27,104-2,0,163.25,1,4
7983.2,4,8,1,27,104-2,0,163.25,1,4
7983.3,4,8,1,27,104-2,0,163.25,1,4
7984,4,8,1,27,104-2,0,211,1,2
7984.1,4,8,1,27,104-2,0,211,1,2
7985,4,8,1,27,104-2,0,257,1,2
7985.1,4,8,1,27,104-2,0,257,1,2
7986,4,8,1,27,104-2,0,308.1666667,1,1
7987,4,8,1,28,Johnny's,10,163.25,1,1
7988,4,8,1,28,Johnny's,10,308.1666667,1,1
7989,4,8,1,28,Johnny's,10,453,1,1
7990,4,8,1,28,Johnny's,10,500,1,1
7991,4,8,1,28,Johnny's,10,Inf,0,6
7991.1,4,8,1,28,Johnny's,10,Inf,0,6
7991.2,4,8,1,28,Johnny's,10,Inf,0,6
7991.3,4,8,1,28,Johnny's,10,Inf,0,6
7991.4,4,8,1,28,Johnny's,10,Inf,0,6
7991.5,4,8,1,28,Johnny's,10,Inf,0,6
7992,4,8,1,29,164-2,20,163.25,1,2
7992.1,4,8,1,29,164-2,20,163.25,1,2
7993,4,8,1,29,164-2,20,257,1,1
7994,4,8,1,29,164-2,20,163.25,0,1
7995,4,8,1,29,164-2,20,211,0,5
7995.1,4,8,1,29,164-2,20,211,0,5
7995.2,4,8,1,29,164-2,20,211,0,5
7995.3,4,8,1,29,164-2,20,211,0,5
7995.4,4,8,1,29,164-2,20,211,0,5
7996,4,8,1,29,164-2,20,404,0,1
7997,4,8,1,30,140-2,20,211,1,4
7997.1,4,8,1,30,140-2,20,211,1,4
7997.2,4,8,1,30,140-2,20,211,1,4
7997.3,4,8,1,30,140-2,20,211,1,4
7998,4,8,1,30,140-2,20,257,1,2
7998.1,4,8,1,30,140-2,20,257,1,2
7999,4,8,1,30,140-2,20,Inf,1,2
7999.1,4,8,1,30,140-2,20,Inf,1,2
8000,4,8,1,30,140-2,20,114.25,0,1
8001,4,8,1,30,140-2,20,Inf,0,1
8002,4,8,1,31,218-2,15,114.25,1,3
8002.1,4,8,1,31,218-2,15,114.25,1,3
8002.2,4,8,1,31,218-2,15,114.25,1,3
8003,4,8,1,31,218-2,15,163.25,1,6
8003.1,4,8,1,31,218-2,15,163.25,1,6
8003.2,4,8,1,31,218-2,15,163.25,1,6
8003.3,4,8,1,31,218-2,15,163.25,1,6
8003.4,4,8,1,31,218-2,15,163.25,1,6
8003.5,4,8,1,31,218-2,15,163.25,1,6
8004,4,8,1,31,218-2,15,211,1,1
8005,4,8,1,32,153-1,10,114.25,1,1
8006,4,8,1,32,153-1,10,163.25,1,2
8006.1,4,8,1,32,153-1,10,163.25,1,2
8007,4,8,1,32,153-1,10,114.25,0,4
8007.1,4,8,1,32,153-1,10,114.25,0,4
8007.2,4,8,1,32,153-1,10,114.25,0,4
8007.3,4,8,1,32,153-1,10,114.25,0,4
8008,4,8,1,32,153-1,10,Inf,0,3
8008.1,4,8,1,32,153-1,10,Inf,0,3
8008.2,4,8,1,32,153-1,10,Inf,0,3
8009,4,8,1,33,79-1,0,114.25,1,1
8010,4,8,1,33,79-1,0,163.25,1,3
