,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use,uniqueplate
5525,CfrLaguna1,100-1,5179.1,3,5,7,248,0,254,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_248
5526,CfrLaguna1,100-1,4207.1,3,5,1,9,10,254,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_9
5527,CfrLaguna1,100-1,6483,3,6,6,203,0,360.1,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_203
5528,CfrLaguna1,100-1,1923.3,1,2,7,228,10,253.8,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_228
5530,CfrLaguna1,100-1,1575,1,2,4,132,0,302.8,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_132
5531,CfrLaguna1,100-1,1533.1,1,2,4,122,10,302.8,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_122
5534,CfrLaguna1,100-1,6160,3,6,4,135,10,168,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_135
5535,CfrLaguna1,100-1,7726,4,7,6,196,10,344.8,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_196
5536,CfrLaguna1,100-1,7726.1,4,7,6,196,10,344.8,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_196
5537,CfrLaguna1,100-1,2021.2,1,2,8,254,10,253.7,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_254
5538,CfrLaguna1,100-1,8219.3,4,8,3,90,20,550,1,8,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_90
5539,CfrLaguna1,100-1,7426,4,7,4,115,0,298.8,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_115
5541,CfrLaguna1,100-1,6631.3,3,6,7,240,20,550,1,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_240
5542,CfrLaguna1,100-1,4206.2,3,5,1,9,10,207,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_9
5543,CfrLaguna1,100-1,1531.2,1,2,4,122,10,205.8,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_122
5544,CfrLaguna1,100-1,309.1,1,1,3,91,0,246.1,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_91
5546,CfrLaguna1,100-1,4206.3,3,5,1,9,10,207,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_9
5549,CfrLaguna1,100-1,5261,3,5,8,264,15,397.5,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_264
5550,CfrLaguna1,100-1,1574.1,1,2,4,132,0,254,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_132
5551,CfrLaguna1,100-1,1924,1,2,7,228,10,302.4,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_228
5552,CfrLaguna1,100-1,5180,3,5,7,248,0,352,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_248
5555,CfrLaguna1,100-1,1233,1,2,2,44,0,206.2,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_44
5556,CfrLaguna1,100-1,5422.1,3,5,9,301,0,156.8,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_301
5557,CfrLaguna1,100-1,1233.2,1,2,2,44,0,206.2,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_44
5558,CfrLaguna1,100-1,1233.3,1,2,2,44,0,206.2,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_44
5559,CfrLaguna1,100-1,8915.5,4,8,8,286,20,550,1,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_286
5560,CfrLaguna1,100-1,8915.6,4,8,8,286,20,550,1,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_286
5561,CfrLaguna1,100-1,5424.2,3,5,9,301,0,254,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_301
5562,CfrLaguna1,100-1,389,1,1,4,114,0,150.5,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_114
5563,CfrLaguna1,100-1,1439.3,1,2,3,99,0,206.1,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_99
5565,CfrLaguna1,100-1,8914,4,8,8,286,20,500,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_286
5566,CfrLaguna1,100-1,3369,2,4,2,41,0,303.9,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,4_41
5568,CfrLaguna1,100-1,392.1,1,1,4,114,0,295.1,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_114
5569,CfrLaguna1,100-1,393,1,1,4,114,0,342.3,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_114
5570,CfrLaguna1,100-1,394,1,1,4,114,0,437.9,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_114
5571,CfrLaguna1,100-1,7423,4,7,4,115,0,153.8,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_115
5572,CfrLaguna1,100-1,1532.3,1,2,4,122,10,254,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_122
5573,CfrLaguna1,100-1,6553.1,3,6,7,222,10,168,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_222
5576,CfrLaguna1,100-1,6482.2,3,6,6,203,0,312,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_203
5577,CfrLaguna1,100-1,1923.1,1,2,7,228,10,253.8,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_228
5580,CfrLaguna1,100-1,1533,1,2,4,122,10,302.8,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_122
5581,CfrLaguna1,100-1,5148.2,3,5,7,240,20,254,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_240
5583,CfrLaguna1,100-1,8096.1,4,8,2,55,15,356.6,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_55
5584,CfrLaguna1,100-1,5425,3,5,9,301,0,352,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_301
5585,CfrLaguna1,100-1,2021.3,1,2,8,254,10,253.7,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_254
5586,CfrLaguna1,100-1,6553,3,6,7,222,10,168,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_222
5587,CfrLaguna1,100-1,3368,2,4,2,41,0,497.1,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,4_41
5588,CfrLaguna1,100-1,391.3,1,1,4,114,0,246.1,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_114
5589,CfrLaguna1,100-1,3370,2,4,2,41,0,256.4,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,4_41
5590,CfrLaguna1,100-1,6841,3,6,8,288,10,168,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_288
5591,CfrLaguna1,100-1,6631.4,3,6,7,240,20,550,1,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_240
5592,CfrLaguna1,100-1,7423.4,4,7,4,115,0,153.8,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_115
5593,CfrLaguna1,100-1,1534,1,2,4,122,10,445.4,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_122
5595,CfrLaguna1,100-1,5260.1,3,5,8,264,15,352,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_264
5596,CfrLaguna1,100-1,2691.2,2,3,4,124,0,207.2,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,3_124
5597,CfrLaguna1,100-1,8219.2,4,8,3,90,20,550,1,8,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_90
5598,CfrLaguna1,100-1,7772,4,7,6,208,20,344.8,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_208
5599,CfrLaguna1,100-1,7771.1,4,7,6,208,20,298.8,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_208
5600,CfrLaguna1,100-1,7773,4,7,6,208,20,550,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_208
5601,CfrLaguna1,100-1,7773.1,4,7,6,208,20,550,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_208
5602,CfrLaguna1,100-1,7773.2,4,7,6,208,20,550,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_208
5603,CfrLaguna1,100-1,7773.3,4,7,6,208,20,550,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_208
5604,CfrLaguna1,100-1,6160.1,3,6,4,135,10,168,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_135
5605,CfrLaguna1,100-1,7725,4,7,6,196,10,298.8,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_196
5606,CfrLaguna1,100-1,390,1,1,4,114,0,198.3,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_114
5607,CfrLaguna1,100-1,6552.1,3,6,7,222,10,120,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_222
5608,CfrLaguna1,100-1,2021.4,1,2,8,254,10,253.7,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_254
5609,CfrLaguna1,100-1,2021.5,1,2,8,254,10,253.7,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_254
5610,CfrLaguna1,100-1,392,1,1,4,114,0,295.1,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_114
5612,CfrLaguna1,100-1,2753.3,2,3,5,147,10,254.4,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,3_147
5614,CfrLaguna1,100-1,2008.3,1,2,7,251,0,205.6,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_251
5615,CfrLaguna1,100-1,5172,3,5,7,247,10,109.5,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_247
5616,CfrLaguna1,100-1,5172.1,3,5,7,247,10,109.5,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_247
5617,CfrLaguna1,100-1,1532,1,2,4,122,10,254,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_122
5618,CfrLaguna1,100-1,1532.1,1,2,4,122,10,254,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_122
5620,CfrLaguna1,100-1,5259,3,5,8,264,15,303.8,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_264
5622,CfrLaguna1,100-1,1286,1,2,2,57,15,254,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_57
5624,CfrLaguna1,100-1,5178.1,3,5,7,248,0,207,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_248
5625,CfrLaguna1,100-1,5178.2,3,5,7,248,0,207,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_248
5627,CfrLaguna1,100-1,1924.1,1,2,7,228,10,302.4,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_228
5628,CfrLaguna1,100-1,1924.2,1,2,7,228,10,302.4,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_228
5629,CfrLaguna1,100-1,1287,1,2,2,57,15,303.1,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_57
5630,CfrLaguna1,100-1,1287.1,1,2,2,57,15,303.1,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_57
5631,CfrLaguna1,100-1,8915.3,4,8,8,286,20,550,1,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_286
5632,CfrLaguna1,100-1,8915.4,4,8,8,286,20,550,1,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_286
5633,CfrLaguna1,100-1,1289,1,2,2,57,15,494.9,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_57
5634,CfrLaguna1,100-1,1290,1,2,2,57,15,542.5,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_57
5635,CfrLaguna1,100-1,5426,3,5,9,301,0,550,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_301
5636,CfrLaguna1,100-1,391,1,1,4,114,0,246.1,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_114
5637,CfrLaguna1,100-1,1544,1,2,4,125,15,254,1,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_125
5638,CfrLaguna1,100-1,1544.1,1,2,4,125,15,254,1,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_125
5641,CfrLaguna1,100-1,2008,1,2,7,251,0,205.6,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_251
5643,CfrLaguna1,100-1,2924.1,2,3,6,208,0,156.8,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,3_208
5644,CfrLaguna1,100-1,6554.1,3,6,7,222,10,264.1,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_222
5645,CfrLaguna1,100-1,3371,2,4,2,41,0,208.2,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,4_41
5646,CfrLaguna1,100-1,6554.3,3,6,7,222,10,264.1,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_222
5650,CfrLaguna1,100-1,8534,4,8,6,183,0,308.5,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_183
5651,CfrLaguna1,100-1,1922,1,2,7,228,10,205.6,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_228
5652,CfrLaguna1,100-1,5260,3,5,8,264,15,352,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_264
5653,CfrLaguna1,100-1,2691,2,3,4,124,0,207.2,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,3_124
5654,CfrLaguna1,100-1,5178,3,5,7,248,0,207,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_248
5655,CfrLaguna1,100-1,2691.1,2,3,4,124,0,207.2,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,3_124
5658,CfrLaguna1,100-1,5146,3,5,7,240,20,156.8,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_240
5659,CfrLaguna1,100-1,5146.1,3,5,7,240,20,156.8,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_240
5660,CfrLaguna1,100-1,5147,3,5,7,240,20,207,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_240
5664,CfrLaguna1,100-1,8284,4,8,4,109,15,163.7,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_109
5666,CfrLaguna1,100-1,8286,4,8,4,109,15,308.5,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_109
5667,CfrLaguna1,100-1,2008.1,1,2,7,251,0,205.6,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_251
5668,CfrLaguna1,100-1,2008.2,1,2,7,251,0,205.6,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_251
5669,CfrLaguna1,100-1,2923.2,2,3,6,208,0,205.6,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,3_208
5670,CfrLaguna1,100-1,6631.2,3,6,7,240,20,550,1,7,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_240
5674,CfrLaguna1,100-1,1922.1,1,2,7,228,10,205.6,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_228
5679,CfrLaguna1,100-1,1573.1,1,2,4,132,0,205.8,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_132
5680,CfrLaguna1,100-1,8626,4,8,6,208,0,308.5,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_208
5681,CfrLaguna1,100-1,8627,4,8,6,208,0,356.8,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_208
5682,CfrLaguna1,100-1,310,1,1,3,91,0,295.1,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_91
5683,CfrLaguna1,100-1,309.4,1,1,3,91,0,246.1,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_91
5684,CfrLaguna1,100-1,1439.2,1,2,3,99,0,206.1,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_99
5687,CfrLaguna1,100-1,6161.1,3,6,4,135,10,264.1,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_135
5688,CfrLaguna1,100-1,5,1,1,1,2,10,246,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_2
5690,CfrLaguna1,100-1,6552,3,6,7,222,10,120,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_222
5692,CfrLaguna1,100-1,7425,4,7,4,115,0,253,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_115
5694,CfrLaguna1,100-1,1234.1,1,2,2,44,0,254,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_44
5696,CfrLaguna1,100-1,7425.1,4,7,4,115,0,253,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_115
5697,CfrLaguna1,100-1,2689,2,3,4,124,0,302.6,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,3_124
5699,CfrLaguna1,100-1,4208,3,5,1,9,10,303.8,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_9
5700,CfrLaguna1,100-1,309.3,1,1,3,91,0,246.1,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_91
5702,CfrLaguna1,100-1,1234.2,1,2,2,44,0,254,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_44
5703,CfrLaguna1,100-1,2689.1,2,3,4,124,0,302.6,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,3_124
5704,CfrLaguna1,100-1,5256,3,5,8,264,15,156.8,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_264
5705,CfrLaguna1,100-1,6161.2,3,6,4,135,10,264.1,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_135
5706,CfrLaguna1,100-1,2690,2,3,4,124,0,255.2,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,3_124
5707,CfrLaguna1,100-1,6160.2,3,6,4,135,10,168,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_135
5708,CfrLaguna1,100-1,2018,1,2,8,254,10,107.2,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_254
5710,CfrLaguna1,100-1,2021,1,2,8,254,10,253.7,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_254
5711,CfrLaguna1,100-1,2021.1,1,2,8,254,10,253.7,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_254
5712,CfrLaguna1,100-1,5180.1,3,5,7,248,0,352,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_248
5714,CfrLaguna1,100-1,1439,1,2,3,99,0,206.1,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_99
5715,CfrLaguna1,100-1,4207,3,5,1,9,10,254,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_9
5716,CfrLaguna1,100-1,6161,3,6,4,135,10,264.1,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,6_135
5717,CfrLaguna1,100-1,2020,1,2,8,254,10,205.5,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_254
5718,CfrLaguna1,100-1,7423.2,4,7,4,115,0,153.8,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_115
5719,CfrLaguna1,100-1,8292.2,4,8,4,110,10,163.7,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_110
5720,CfrLaguna1,100-1,8293,4,8,4,110,10,211,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_110
5722,CfrLaguna1,100-1,2688.1,2,3,4,124,0,350.8,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,3_124
5726,CfrLaguna1,100-1,8824.4,4,8,8,266,0,114.2,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_266
5727,CfrLaguna1,100-1,5148,3,5,7,240,20,254,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_240
5728,CfrLaguna1,100-1,5148.1,3,5,7,240,20,254,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_240
5729,CfrLaguna1,100-1,8096.2,4,8,2,55,15,356.6,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_55
5730,CfrLaguna1,100-1,5148.3,3,5,7,240,20,254,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_240
