,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use,uniqueplate
5255,CanTorto2,156-2,7212,4,7,2,52,10,550,1,4,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_52
5262,CanTorto2,156-2,7211,4,7,2,52,10,501,1,1,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_52
5265,CanTorto2,156-2,7034.2,4,7,1,6,20,550,1,10,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_6
5266,CanTorto2,156-2,1071.5,1,1,9,322,0,342.5,1,6,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,1_322
5268,CanTorto2,156-2,1072,1,1,9,322,0,390.5,1,1,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,1_322
5269,CanTorto2,156-2,7207.1,4,7,2,52,10,253,1,2,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_52
5271,CanTorto2,156-2,7212.1,4,7,2,52,10,550,1,4,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_52
5280,CanTorto2,156-2,1068,1,1,9,322,0,102.3,1,1,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,1_322
5282,CanTorto2,156-2,1070,1,1,9,322,0,295.4,1,1,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,1_322
5284,CanTorto2,156-2,4296,3,5,1,28,10,550,1,1,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,5_28
5285,CanTorto2,156-2,7034.6,4,7,1,6,20,550,1,10,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_6
5286,CanTorto2,156-2,7034.4,4,7,1,6,20,550,1,10,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_6
5289,CanTorto2,156-2,4294.6,3,5,1,28,10,254,1,7,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,5_28
5290,CanTorto2,156-2,7034.9,4,7,1,6,20,550,1,10,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_6
5291,CanTorto2,156-2,7034,4,7,1,6,20,550,1,10,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_6
5292,CanTorto2,156-2,7207,4,7,2,52,10,253,1,2,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_52
5294,CanTorto2,156-2,4294.3,3,5,1,28,10,254,1,7,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,5_28
5296,CanTorto2,156-2,4294.5,3,5,1,28,10,254,1,7,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,5_28
5298,CanTorto2,156-2,4294,3,5,1,28,10,254,1,7,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,5_28
5299,CanTorto2,156-2,4294.1,3,5,1,28,10,254,1,7,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,5_28
5301,CanTorto2,156-2,4294.4,3,5,1,28,10,254,1,7,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,5_28
5303,CanTorto2,156-2,4294.2,3,5,1,28,10,254,1,7,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,5_28
5304,CanTorto2,156-2,1071.1,1,1,9,322,0,342.5,1,6,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,1_322
5305,CanTorto2,156-2,7034.8,4,7,1,6,20,550,1,10,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_6
5307,CanTorto2,156-2,7034.7,4,7,1,6,20,550,1,10,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_6
5308,CanTorto2,156-2,7212.2,4,7,2,52,10,550,1,4,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_52
5310,CanTorto2,156-2,1071.2,1,1,9,322,0,342.5,1,6,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,1_322
5311,CanTorto2,156-2,7034.5,4,7,1,6,20,550,1,10,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_6
5312,CanTorto2,156-2,7210,4,7,2,52,10,445,1,1,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_52
5314,CanTorto2,156-2,1071,1,1,9,322,0,342.5,1,6,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,1_322
5315,CanTorto2,156-2,1071.3,1,1,9,322,0,342.5,1,6,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,1_322
5316,CanTorto2,156-2,7034.1,4,7,1,6,20,550,1,10,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_6
5317,CanTorto2,156-2,7209,4,7,2,52,10,396,1,1,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_52
5319,CanTorto2,156-2,7212.3,4,7,2,52,10,550,1,4,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_52
5320,CanTorto2,156-2,1069,1,1,9,322,0,246.3,1,1,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,1_322
5321,CanTorto2,156-2,7208,4,7,2,52,10,344.8,1,1,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_52
5324,CanTorto2,156-2,4295,3,5,1,28,10,397.5,1,1,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,5_28
5325,CanTorto2,156-2,7034.3,4,7,1,6,20,550,1,10,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,7_6
5326,CanTorto2,156-2,4293,3,5,1,28,10,109.5,1,1,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,5_28
5328,CanTorto2,156-2,1071.4,1,1,9,322,0,342.5,1,6,14Gua156-2,11/10/14,Gua,ecoast,Gjl_29,landrace,Guajillo,Backyard,Dry,1_322
5335,CanTorto3,219-2,1405.1,1,2,3,90,10,253.8,1,2,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_90
5336,CanTorto3,219-2,1404.1,1,2,3,90,10,206.1,1,2,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_90
5337,CanTorto3,219-2,2052.3,1,2,8,261,0,205.5,1,4,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_261
5338,CanTorto3,219-2,2054,1,2,8,261,0,494,1,1,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_261
5339,CanTorto3,219-2,1404,1,2,3,90,10,206.1,1,2,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_90
5340,CanTorto3,219-2,2053.2,1,2,8,261,0,253.7,1,4,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_261
5347,CanTorto3,219-2,1406.1,1,2,3,90,10,302.9,1,5,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_90
5348,CanTorto3,219-2,1406.3,1,2,3,90,10,302.9,1,5,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_90
5349,CanTorto3,219-2,2052,1,2,8,261,0,205.5,1,4,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_261
5350,CanTorto3,219-2,1407,1,2,3,90,10,542.4,1,1,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_90
5351,CanTorto3,219-2,2051,1,2,8,261,0,155.3,1,1,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_261
5352,CanTorto3,219-2,1406.2,1,2,3,90,10,302.9,1,5,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_90
5353,CanTorto3,219-2,2053.3,1,2,8,261,0,253.7,1,4,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_261
5354,CanTorto3,219-2,1405,1,2,3,90,10,253.8,1,2,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_90
5355,CanTorto3,219-2,2053,1,2,8,261,0,253.7,1,4,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_261
5356,CanTorto3,219-2,1406.4,1,2,3,90,10,302.9,1,5,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_90
5357,CanTorto3,219-2,1406,1,2,3,90,10,302.9,1,5,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_90
5358,CanTorto3,219-2,2052.2,1,2,8,261,0,205.5,1,4,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_261
5359,CanTorto3,219-2,2053.1,1,2,8,261,0,253.7,1,4,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_261
5360,CanTorto3,219-2,2052.1,1,2,8,261,0,205.5,1,4,14UNK219-2,11/10/14,UNK,ecoast,,,,,,2_261
5363,CfrHuax5,91-1,4362.1,3,5,2,46,10,109.5,1,2,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_46
5364,CfrHuax5,91-1,1207.1,1,2,2,37,15,349.8,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_37
5365,CfrHuax5,91-1,4347.1,3,5,2,41,15,522,1,2,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_41
5368,CfrHuax5,91-1,4364,3,5,2,46,10,254,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_46
5369,CfrHuax5,91-1,1826,1,2,6,203,0,155.5,1,1,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_203
5370,CfrHuax5,91-1,1829.1,1,2,6,203,0,302.6,1,2,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_203
5371,CfrHuax5,91-1,4345.1,3,5,2,41,15,207,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_41
5375,CfrHuax5,91-1,4347,3,5,2,41,15,522,1,2,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_41
5376,CfrHuax5,91-1,4363,3,5,2,46,10,207,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_46
5378,CfrHuax5,91-1,1828.2,1,2,6,203,0,253.8,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_203
5379,CfrHuax5,91-1,4363.1,3,5,2,46,10,207,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_46
5380,CfrHuax5,91-1,1207,1,2,2,37,15,349.8,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_37
5381,CfrHuax5,91-1,1827,1,2,6,203,0,205.7,1,2,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_203
5382,CfrHuax5,91-1,1208,1,2,2,37,15,396.1,1,4,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_37
5383,CfrHuax5,91-1,1209,1,2,2,37,15,542.5,1,1,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_37
5385,CfrHuax5,91-1,4348,3,5,2,41,15,550,1,2,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_41
5386,CfrHuax5,91-1,1830,1,2,6,203,0,349.2,1,1,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_203
5388,CfrHuax5,91-1,4365,3,5,2,46,10,303.8,1,1,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_46
5389,CfrHuax5,91-1,1206,1,2,2,37,15,303.1,1,1,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_37
5391,CfrHuax5,91-1,4344,3,5,2,41,15,156.8,1,2,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_41
5392,CfrHuax5,91-1,1829,1,2,6,203,0,302.6,1,2,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_203
5393,CfrHuax5,91-1,4364.2,3,5,2,46,10,254,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_46
5394,CfrHuax5,91-1,1828.1,1,2,6,203,0,253.8,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_203
5397,CfrHuax5,91-1,4366,3,5,2,46,10,397.5,1,1,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_46
5398,CfrHuax5,91-1,1208.3,1,2,2,37,15,396.1,1,4,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_37
5399,CfrHuax5,91-1,1207.2,1,2,2,37,15,349.8,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_37
5402,CfrHuax5,91-1,4345,3,5,2,41,15,207,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_41
5403,CfrHuax5,91-1,4346,3,5,2,41,15,254,1,1,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_41
5404,CfrHuax5,91-1,4362,3,5,2,46,10,109.5,1,2,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_46
5408,CfrHuax5,91-1,1827.1,1,2,6,203,0,205.7,1,2,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_203
5409,CfrHuax5,91-1,1208.1,1,2,2,37,15,396.1,1,4,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_37
5410,CfrHuax5,91-1,4363.2,3,5,2,46,10,207,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_46
5411,CfrHuax5,91-1,4364.1,3,5,2,46,10,254,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_46
5413,CfrHuax5,91-1,4345.2,3,5,2,41,15,207,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_41
5414,CfrHuax5,91-1,1828,1,2,6,203,0,253.8,1,3,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_203
5416,CfrHuax5,91-1,1205,1,2,2,37,15,254,1,1,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_37
5417,CfrHuax5,91-1,4344.1,3,5,2,41,15,156.8,1,2,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_41
5418,CfrHuax5,91-1,1208.2,1,2,2,37,15,396.1,1,4,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_37
5419,CfrHuax5,91-1,4348.1,3,5,2,41,15,550,1,2,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,5_41
5420,CfrHuax5,91-1,1831,1,2,6,203,0,395.4,1,1,14FPi91-1,11/10/14,FPi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,2_203
5421,CfrHuax6,92-1,813,1,1,7,240,0,246.3,1,2,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_240
5424,CfrHuax6,92-1,6921.3,3,6,9,303,20,550,1,6,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,6_303
5425,CfrHuax6,92-1,6918,3,6,9,303,20,264.1,1,1,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,6_303
5426,CfrHuax6,92-1,6919,3,6,9,303,20,360.1,1,1,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,6_303
5427,CfrHuax6,92-1,6920,3,6,9,303,20,408.1,1,1,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,6_303
5428,CfrHuax6,92-1,814.1,1,1,7,240,0,295.4,1,3,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_240
5430,CfrHuax6,92-1,817,1,1,7,240,0,440.2,1,1,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_240
5432,CfrHuax6,92-1,99.1,1,1,1,27,10,389.9,1,2,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_27
5433,CfrHuax6,92-1,97,1,1,1,27,10,101.9,1,2,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_27
5434,CfrHuax6,92-1,816,1,1,7,240,0,390.2,1,1,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_240
5436,CfrHuax6,92-1,6921.4,3,6,9,303,20,550,1,6,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,6_303
5438,CfrHuax6,92-1,6921,3,6,9,303,20,550,1,6,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,6_303
5439,CfrHuax6,92-1,814,1,1,7,240,0,295.4,1,3,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_240
5440,CfrHuax6,92-1,98.1,1,1,1,27,10,294.9,1,5,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_27
5441,CfrHuax6,92-1,6921.2,3,6,9,303,20,550,1,6,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,6_303
5442,CfrHuax6,92-1,98.4,1,1,1,27,10,294.9,1,5,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_27
5443,CfrHuax6,92-1,812.1,1,1,7,240,0,150.6,1,2,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_240
5445,CfrHuax6,92-1,812,1,1,7,240,0,150.6,1,2,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_240
5446,CfrHuax6,92-1,98.3,1,1,1,27,10,294.9,1,5,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_27
5447,CfrHuax6,92-1,97.1,1,1,1,27,10,101.9,1,2,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_27
5448,CfrHuax6,92-1,6921.5,3,6,9,303,20,550,1,6,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,6_303
5450,CfrHuax6,92-1,6921.1,3,6,9,303,20,550,1,6,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,6_303
5452,CfrHuax6,92-1,813.1,1,1,7,240,0,246.3,1,2,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_240
5453,CfrHuax6,92-1,99,1,1,1,27,10,389.9,1,2,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_27
5455,CfrHuax6,92-1,98.2,1,1,1,27,10,294.9,1,5,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_27
5456,CfrHuax6,92-1,814.2,1,1,7,240,0,295.4,1,3,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_240
5457,CfrHuax6,92-1,100,1,1,1,27,10,437.6,1,1,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_27
5458,CfrHuax6,92-1,6917,3,6,9,303,20,215.7,1,1,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,6_303
5459,CfrHuax6,92-1,98,1,1,1,27,10,294.9,1,5,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_27
5460,CfrHuax6,92-1,815,1,1,7,240,0,342.5,1,1,14FPi92-1,11/10/14,Fpi,wcoast,FPi_6,landrace,Piquin,Backyard,Fresh,1_240
5461,CfrLaguna1,100-1,311.1,1,1,3,91,0,342.2,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_91
5462,CfrLaguna1,100-1,5422,3,5,9,301,0,156.8,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_301
5468,CfrLaguna1,100-1,9068,4,8,9,320,20,308.8,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_320
5469,CfrLaguna1,100-1,1235,1,2,2,44,0,349.8,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_44
5474,CfrLaguna1,100-1,1233.1,1,2,2,44,0,206.2,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_44
5475,CfrLaguna1,100-1,311,1,1,3,91,0,342.2,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_91
5479,CfrLaguna1,100-1,8296,4,8,4,110,10,404,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_110
5483,CfrLaguna1,100-1,1234,1,2,2,44,0,254,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_44
5486,CfrLaguna1,100-1,7423.3,4,7,4,115,0,153.8,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_115
5487,CfrLaguna1,100-1,9066,4,8,9,320,20,211,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_320
5489,CfrLaguna1,100-1,9067,4,8,9,320,20,258,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_320
5491,CfrLaguna1,100-1,1232,1,2,2,44,0,108.2,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_44
5492,CfrLaguna1,100-1,312,1,1,3,91,0,390,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_91
5493,CfrLaguna1,100-1,1439.1,1,2,3,99,0,206.1,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_99
5496,CfrLaguna1,100-1,5424,3,5,9,301,0,254,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_301
5497,CfrLaguna1,100-1,5423.1,3,5,9,301,0,207,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_301
5498,CfrLaguna1,100-1,5424.1,3,5,9,301,0,254,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_301
5499,CfrLaguna1,100-1,5423.2,3,5,9,301,0,207,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_301
5501,CfrLaguna1,100-1,5423,3,5,9,301,0,207,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_301
5502,CfrLaguna1,100-1,1233.4,1,2,2,44,0,206.2,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_44
5503,CfrLaguna1,100-1,8295,4,8,4,110,10,356.6,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_110
5504,CfrLaguna1,100-1,8294,4,8,4,110,10,308.5,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_110
5505,CfrLaguna1,100-1,309.2,1,1,3,91,0,246.1,1,5,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_91
5507,CfrLaguna1,100-1,5179.2,3,5,7,248,0,254,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_248
5511,CfrLaguna1,100-1,5179,3,5,7,248,0,254,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_248
5512,CfrLaguna1,100-1,1285,1,2,2,57,15,156.2,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_57
5513,CfrLaguna1,100-1,8097,4,8,2,55,15,404,1,1,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,8_55
5519,CfrLaguna1,100-1,7423.1,4,7,4,115,0,153.8,1,6,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,7_115
5520,CfrLaguna1,100-1,4206.1,3,5,1,9,10,207,1,4,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,5_9
5522,CfrLaguna1,100-1,311.2,1,1,3,91,0,342.2,1,3,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,1_91
5523,CfrLaguna1,100-1,2019,1,2,8,254,10,155.3,1,2,14FBo100-1,11/10/14,FBo,ecoast,FBo_9,landrace,Chile Bolita,Backyard,Fresh,2_254
