"","rep","run","shelf","plate","line","trt","type","end","status","germinated"
"2181.2",1,1,2,63,"Johnny's",15,"C1",542.5,0,3
"2182",1,2,2,66,"Johnny's",15,"C1",206.1833333,1,1
"2183",1,2,2,66,"Johnny's",15,"C1",253.9833333,1,2
"2183.1",1,2,2,66,"Johnny's",15,"C1",253.9833333,1,2
"2184",1,2,2,66,"Johnny's",15,"C1",303.15,1,1
"2185",1,2,2,66,"Johnny's",15,"C1",494.9166667,1,3
"2185.1",1,2,2,66,"Johnny's",15,"C1",494.9166667,1,3
"2185.2",1,2,2,66,"Johnny's",15,"C1",494.9166667,1,3
"2186",1,1,2,69,"Johnny's",20,"C1",245.9666667,1,1
"2187",1,1,2,69,"Johnny's",20,"C1",294.9833333,1,1
"2188",1,1,2,69,"Johnny's",20,"C1",342.1333333,1,2
"2188.1",1,1,2,69,"Johnny's",20,"C1",342.1333333,1,2
"2189",1,1,2,69,"Johnny's",20,"C1",389.8833333,1,1
"2190",1,1,2,69,"Johnny's",20,"C1",542.5,0,5
"2190.1",1,1,2,69,"Johnny's",20,"C1",542.5,0,5
"2190.2",1,1,2,69,"Johnny's",20,"C1",542.5,0,5
"2190.3",1,1,2,69,"Johnny's",20,"C1",542.5,0,5
"2190.4",1,1,2,69,"Johnny's",20,"C1",542.5,0,5
"2191",1,2,2,72,"Johnny's",10,"C1",206.1833333,1,4
"2191.1",1,2,2,72,"Johnny's",10,"C1",206.1833333,1,4
"2191.2",1,2,2,72,"Johnny's",10,"C1",206.1833333,1,4
"2191.3",1,2,2,72,"Johnny's",10,"C1",206.1833333,1,4
"2192",1,2,2,72,"Johnny's",10,"C1",253.9833333,1,2
"2192.1",1,2,2,72,"Johnny's",10,"C1",253.9833333,1,2
"2193",1,2,2,72,"Johnny's",10,"C1",303.15,1,2
"2193.1",1,2,2,72,"Johnny's",10,"C1",303.15,1,2
"2194",1,2,2,72,"Johnny's",10,"C1",445.8,1,1
"2195",1,2,3,82,"Johnny's",10,"C1",206.1,1,2
"2195.1",1,2,3,82,"Johnny's",10,"C1",206.1,1,2
"2196",1,2,3,82,"Johnny's",10,"C1",253.8333333,1,1
"2197",1,2,3,82,"Johnny's",10,"C1",302.9,1,1
"2198",1,2,3,82,"Johnny's",10,"C1",395.9,1,2
"2198.1",1,2,3,82,"Johnny's",10,"C1",395.9,1,2
"2199",1,2,4,117,"Johnny's",20,"C1",302.8333333,1,1
"2200",1,2,4,117,"Johnny's",20,"C1",494.5166667,1,1
"2201",1,2,4,123,"Johnny's",0,"C1",349.45,1,1
"2202",1,2,4,123,"Johnny's",0,"C1",395.7333333,1,1
"2203",1,2,4,123,"Johnny's",0,"C1",445.4333333,1,1
"2204",1,2,4,123,"Johnny's",0,"C1",494.5166667,1,2
"2204.1",1,2,4,123,"Johnny's",0,"C1",494.5166667,1,2
"2205",1,1,4,124,"Johnny's",15,"C1",198.3166667,1,1
"2206",1,1,4,124,"Johnny's",15,"C1",246.1,1,2
"2206.1",1,1,4,124,"Johnny's",15,"C1",246.1,1,2
"2207",1,1,4,124,"Johnny's",15,"C1",295.15,1,6
"2207.1",1,1,4,124,"Johnny's",15,"C1",295.15,1,6
"2207.2",1,1,4,124,"Johnny's",15,"C1",295.15,1,6
"2207.3",1,1,4,124,"Johnny's",15,"C1",295.15,1,6
"2207.4",1,1,4,124,"Johnny's",15,"C1",295.15,1,6
"2207.5",1,1,4,124,"Johnny's",15,"C1",295.15,1,6
"2208",1,1,4,124,"Johnny's",15,"C1",542.5,0,1
"2209",1,2,4,133,"Johnny's",10,"C1",205.85,1,5
"2209.1",1,2,4,133,"Johnny's",10,"C1",205.85,1,5
"2209.2",1,2,4,133,"Johnny's",10,"C1",205.85,1,5
"2209.3",1,2,4,133,"Johnny's",10,"C1",205.85,1,5
"2209.4",1,2,4,133,"Johnny's",10,"C1",205.85,1,5
"2210",1,2,4,133,"Johnny's",10,"C1",395.7333333,1,2
"2210.1",1,2,4,133,"Johnny's",10,"C1",395.7333333,1,2
"2211",1,1,4,135,"Johnny's",0,"C1",246.1,1,5
"2211.1",1,1,4,135,"Johnny's",0,"C1",246.1,1,5
"2211.2",1,1,4,135,"Johnny's",0,"C1",246.1,1,5
"2211.3",1,1,4,135,"Johnny's",0,"C1",246.1,1,5
"2211.4",1,1,4,135,"Johnny's",0,"C1",246.1,1,5
"2212",1,1,4,135,"Johnny's",0,"C1",437.9,1,1
"2213",1,1,4,135,"Johnny's",0,"C1",542.5,0,4
"2213.1",1,1,4,135,"Johnny's",0,"C1",542.5,0,4
"2213.2",1,1,4,135,"Johnny's",0,"C1",542.5,0,4
"2213.3",1,1,4,135,"Johnny's",0,"C1",542.5,0,4
"2214",1,1,4,136,"Johnny's",20,"C1",198.3166667,1,1
"2215",1,1,4,136,"Johnny's",20,"C1",390.0333333,1,1
"2216",1,1,4,136,"Johnny's",20,"C1",437.9,1,1
"2217",1,1,4,136,"Johnny's",20,"C1",542.5,0,7
"2217.1",1,1,4,136,"Johnny's",20,"C1",542.5,0,7
"2217.2",1,1,4,136,"Johnny's",20,"C1",542.5,0,7
"2217.3",1,1,4,136,"Johnny's",20,"C1",542.5,0,7
"2217.4",1,1,4,136,"Johnny's",20,"C1",542.5,0,7
"2217.5",1,1,4,136,"Johnny's",20,"C1",542.5,0,7
"2217.6",1,1,4,136,"Johnny's",20,"C1",542.5,0,7
"2218",1,2,5,174,"Johnny's",20,"C1",302.6666667,1,1
"2219",1,2,5,174,"Johnny's",20,"C1",445.2333333,1,1
"2220",1,1,5,177,"Johnny's",15,"C1",150.5333333,1,1
"2221",1,1,5,177,"Johnny's",15,"C1",246.1833333,1,1
"2222",1,1,5,177,"Johnny's",15,"C1",295.15,1,4
"2222.1",1,1,5,177,"Johnny's",15,"C1",295.15,1,4
"2222.2",1,1,5,177,"Johnny's",15,"C1",295.15,1,4
"2222.3",1,1,5,177,"Johnny's",15,"C1",295.15,1,4
"2223",1,1,5,177,"Johnny's",15,"C1",390.2,1,1
"2224",1,1,5,177,"Johnny's",15,"C1",542.5,0,3
"2224.1",1,1,5,177,"Johnny's",15,"C1",542.5,0,3
"2224.2",1,1,5,177,"Johnny's",15,"C1",542.5,0,3
"2225",1,2,5,180,"Johnny's",0,"C1",302.6666667,1,1
"2226",1,2,5,180,"Johnny's",0,"C1",349.2833333,1,1
"2227",1,2,5,180,"Johnny's",0,"C1",395.5666667,1,3
"2227.1",1,2,5,180,"Johnny's",0,"C1",395.5666667,1,3
"2227.2",1,2,5,180,"Johnny's",0,"C1",395.5666667,1,3
"2228",1,2,5,180,"Johnny's",0,"C1",445.2333333,1,3
"2228.1",1,2,5,180,"Johnny's",0,"C1",445.2333333,1,3
"2228.2",1,2,5,180,"Johnny's",0,"C1",445.2333333,1,3
"2229",1,2,5,180,"Johnny's",0,"C1",494.3333333,1,2
"2229.1",1,2,5,180,"Johnny's",0,"C1",494.3333333,1,2
"2230",1,1,6,192,"Johnny's",20,"C1",198.4333333,1,1
"2231",1,2,6,192,"Johnny's",15,"C1",205.7,1,1
"2232",1,1,6,192,"Johnny's",20,"C1",246.25,1,1
"2233",1,2,6,192,"Johnny's",15,"C1",253.8166667,1,4
"2233.1",1,2,6,192,"Johnny's",15,"C1",253.8166667,1,4
"2233.2",1,2,6,192,"Johnny's",15,"C1",253.8166667,1,4
"2233.3",1,2,6,192,"Johnny's",15,"C1",253.8166667,1,4
"2234",1,1,6,192,"Johnny's",20,"C1",342.4333333,1,1
"2235",1,2,6,192,"Johnny's",15,"C1",395.45,1,1
"2236",1,1,6,192,"Johnny's",20,"C1",439.7833333,1,1
"2237",1,2,6,192,"Johnny's",15,"C1",445.25,1,1
"2238",1,2,6,192,"Johnny's",15,"C1",542.3333333,1,1
"2239",1,1,6,192,"Johnny's",20,"C1",542.5,0,6
"2239.1",1,1,6,192,"Johnny's",20,"C1",542.5,0,6
"2239.2",1,1,6,192,"Johnny's",20,"C1",542.5,0,6
"2239.3",1,1,6,192,"Johnny's",20,"C1",542.5,0,6
"2239.4",1,1,6,192,"Johnny's",20,"C1",542.5,0,6
"2239.5",1,1,6,192,"Johnny's",20,"C1",542.5,0,6
"2240",1,1,6,197,"Johnny's",10,"C1",198.4333333,1,2
"2240.1",1,1,6,197,"Johnny's",10,"C1",198.4333333,1,2
"2241",1,1,6,197,"Johnny's",10,"C1",246.25,1,1
"2242",1,1,6,197,"Johnny's",10,"C1",295.3,1,4
"2242.1",1,1,6,197,"Johnny's",10,"C1",295.3,1,4
"2242.2",1,1,6,197,"Johnny's",10,"C1",295.3,1,4
"2242.3",1,1,6,197,"Johnny's",10,"C1",295.3,1,4
"2243",1,1,6,197,"Johnny's",10,"C1",542.5,0,3
"2243.1",1,1,6,197,"Johnny's",10,"C1",542.5,0,3
"2243.2",1,1,6,197,"Johnny's",10,"C1",542.5,0,3
"2244",1,1,6,198,"Johnny's",0,"C1",198.4333333,1,1
"2245",1,1,6,198,"Johnny's",0,"C1",295.3,1,4
"2245.1",1,1,6,198,"Johnny's",0,"C1",295.3,1,4
"2245.2",1,1,6,198,"Johnny's",0,"C1",295.3,1,4
"2245.3",1,1,6,198,"Johnny's",0,"C1",295.3,1,4
"2246",1,1,6,198,"Johnny's",0,"C1",542.5,0,5
"2246.1",1,1,6,198,"Johnny's",0,"C1",542.5,0,5
"2246.2",1,1,6,198,"Johnny's",0,"C1",542.5,0,5
"2246.3",1,1,6,198,"Johnny's",0,"C1",542.5,0,5
"2246.4",1,1,6,198,"Johnny's",0,"C1",542.5,0,5
"2247",1,1,6,214,"Johnny's",20,"C1",246.25,1,1
"2248",1,1,6,214,"Johnny's",20,"C1",342.4333333,1,1
"2249",1,1,6,214,"Johnny's",20,"C1",542.5,0,8
"2249.1",1,1,6,214,"Johnny's",20,"C1",542.5,0,8
"2249.2",1,1,6,214,"Johnny's",20,"C1",542.5,0,8
"2249.3",1,1,6,214,"Johnny's",20,"C1",542.5,0,8
"2249.4",1,1,6,214,"Johnny's",20,"C1",542.5,0,8
"2249.5",1,1,6,214,"Johnny's",20,"C1",542.5,0,8
"2249.6",1,1,6,214,"Johnny's",20,"C1",542.5,0,8
"2249.7",1,1,6,214,"Johnny's",20,"C1",542.5,0,8
"2250",1,2,7,219,"Johnny's",20,"C1",302.4166667,1,2
"2250.1",1,2,7,219,"Johnny's",20,"C1",302.4166667,1,2
"2251",1,2,7,219,"Johnny's",20,"C1",395.35,1,1
"2252",1,2,8,257,"Johnny's",20,"C1",253.7166667,1,1
"2253",1,2,8,257,"Johnny's",20,"C1",302.25,1,1
"2254",1,2,8,257,"Johnny's",20,"C1",348.95,1,1
"2255",1,2,8,257,"Johnny's",20,"C1",445.0166667,1,1
"2256",1,2,8,264,"Johnny's",15,"C1",205.5166667,1,2
"2256.1",1,2,8,264,"Johnny's",15,"C1",205.5166667,1,2
"2257",1,2,8,264,"Johnny's",15,"C1",253.7166667,1,3
"2257.1",1,2,8,264,"Johnny's",15,"C1",253.7166667,1,3
"2257.2",1,2,8,264,"Johnny's",15,"C1",253.7166667,1,3
"2258",1,2,8,264,"Johnny's",15,"C1",302.4166667,1,2
"2258.1",1,2,8,264,"Johnny's",15,"C1",302.4166667,1,2
"2259",1,1,8,268,"Johnny's",0,"C1",150.6666667,1,1
"2260",1,1,8,268,"Johnny's",0,"C1",246.3333333,1,1
"2261",1,1,8,268,"Johnny's",0,"C1",295.4333333,1,4
"2261.1",1,1,8,268,"Johnny's",0,"C1",295.4333333,1,4
"2261.2",1,1,8,268,"Johnny's",0,"C1",295.4333333,1,4
"2261.3",1,1,8,268,"Johnny's",0,"C1",295.4333333,1,4
"2262",1,1,8,268,"Johnny's",0,"C1",542.5,0,4
"2262.1",1,1,8,268,"Johnny's",0,"C1",542.5,0,4
"2262.2",1,1,8,268,"Johnny's",0,"C1",542.5,0,4
"2262.3",1,1,8,268,"Johnny's",0,"C1",542.5,0,4
"2263",1,1,8,275,"Johnny's",10,"C1",198.55,1,3
"2263.1",1,1,8,275,"Johnny's",10,"C1",198.55,1,3
"2263.2",1,1,8,275,"Johnny's",10,"C1",198.55,1,3
"2264",1,1,8,275,"Johnny's",10,"C1",246.3333333,1,1
"2265",1,1,8,275,"Johnny's",10,"C1",295.4333333,1,2
"2265.1",1,1,8,275,"Johnny's",10,"C1",295.4333333,1,2
"2266",1,1,8,275,"Johnny's",10,"C1",440.4,1,1
"2267",1,1,8,275,"Johnny's",10,"C1",542.5,0,3
"2267.1",1,1,8,275,"Johnny's",10,"C1",542.5,0,3
"2267.2",1,1,8,275,"Johnny's",10,"C1",542.5,0,3
"2268",1,1,8,277,"Johnny's",0,"C1",198.55,1,1
"2269",1,1,8,277,"Johnny's",0,"C1",246.3333333,1,3
"2269.1",1,1,8,277,"Johnny's",0,"C1",246.3333333,1,3
"2269.2",1,1,8,277,"Johnny's",0,"C1",246.3333333,1,3
"2270",1,1,8,277,"Johnny's",0,"C1",295.4333333,1,2
"2270.1",1,1,8,277,"Johnny's",0,"C1",295.4333333,1,2
"2271",1,1,8,277,"Johnny's",0,"C1",542.5,0,3
"2271.1",1,1,8,277,"Johnny's",0,"C1",542.5,0,3
"2271.2",1,1,8,277,"Johnny's",0,"C1",542.5,0,3
"2272",1,2,9,303,"Johnny's",0,"C1",348.7666667,1,3
"2272.1",1,2,9,303,"Johnny's",0,"C1",348.7666667,1,3
"2272.2",1,2,9,303,"Johnny's",0,"C1",348.7666667,1,3
"2273",1,2,9,303,"Johnny's",0,"C1",395.05,1,3
"2273.1",1,2,9,303,"Johnny's",0,"C1",395.05,1,3
"2273.2",1,2,9,303,"Johnny's",0,"C1",395.05,1,3
"2274",1,2,9,303,"Johnny's",0,"C1",444.8166667,1,2
"2274.1",1,2,9,303,"Johnny's",0,"C1",444.8166667,1,2
"2275",1,2,9,303,"Johnny's",0,"C1",493.7833333,1,1
"2276",1,2,9,303,"Johnny's",0,"C1",542.2,1,1
"2277",1,2,9,307,"Johnny's",15,"C1",205.3333333,1,1
"2278",1,2,9,307,"Johnny's",15,"C1",253.5833333,1,3
"2278.1",1,2,9,307,"Johnny's",15,"C1",253.5833333,1,3
"2278.2",1,2,9,307,"Johnny's",15,"C1",253.5833333,1,3
"2279",1,2,9,307,"Johnny's",15,"C1",444.8166667,1,1
"2280",1,1,9,324,"Johnny's",10,"C1",198.6166667,1,1
"2281",1,1,9,324,"Johnny's",10,"C1",246.3333333,1,3
"2281.1",1,1,9,324,"Johnny's",10,"C1",246.3333333,1,3
"2281.2",1,1,9,324,"Johnny's",10,"C1",246.3333333,1,3
"2282",1,1,9,324,"Johnny's",10,"C1",295.4333333,1,1
"2283",1,1,9,324,"Johnny's",10,"C1",542.5,0,5
"2283.1",1,1,9,324,"Johnny's",10,"C1",542.5,0,5
"2283.2",1,1,9,324,"Johnny's",10,"C1",542.5,0,5
"2283.3",1,1,9,324,"Johnny's",10,"C1",542.5,0,5
"2283.4",1,1,9,324,"Johnny's",10,"C1",542.5,0,5
"2284",1,2,2,46,"Johnny's",0,"C1",542.5,0,4
"2284.1",1,2,2,46,"Johnny's",0,"C1",542.5,0,4
"2284.2",1,2,2,46,"Johnny's",0,"C1",542.5,0,4
"2284.3",1,2,2,46,"Johnny's",0,"C1",542.5,0,4
"2285",1,2,2,59,"Johnny's",10,"C1",542.5,0,5
"2285.1",1,2,2,59,"Johnny's",10,"C1",542.5,0,5
"2285.2",1,2,2,59,"Johnny's",10,"C1",542.5,0,5
"2285.3",1,2,2,59,"Johnny's",10,"C1",542.5,0,5
"2285.4",1,2,2,59,"Johnny's",10,"C1",542.5,0,5
"2286",1,2,2,66,"Johnny's",15,"C1",542.5,0,3
"2286.1",1,2,2,66,"Johnny's",15,"C1",542.5,0,3
"2286.2",1,2,2,66,"Johnny's",15,"C1",542.5,0,3
"2287",1,2,2,72,"Johnny's",10,"C1",542.5,0,1
"2288",1,2,3,82,"Johnny's",10,"C1",542.5,0,4
"2288.1",1,2,3,82,"Johnny's",10,"C1",542.5,0,4
"2288.2",1,2,3,82,"Johnny's",10,"C1",542.5,0,4
"2288.3",1,2,3,82,"Johnny's",10,"C1",542.5,0,4
"2289",1,2,4,117,"Johnny's",20,"C1",542.5,0,8
"2289.1",1,2,4,117,"Johnny's",20,"C1",542.5,0,8
"2289.2",1,2,4,117,"Johnny's",20,"C1",542.5,0,8
"2289.3",1,2,4,117,"Johnny's",20,"C1",542.5,0,8
"2289.4",1,2,4,117,"Johnny's",20,"C1",542.5,0,8
"2289.5",1,2,4,117,"Johnny's",20,"C1",542.5,0,8
"2289.6",1,2,4,117,"Johnny's",20,"C1",542.5,0,8
"2289.7",1,2,4,117,"Johnny's",20,"C1",542.5,0,8
"2290",1,2,4,123,"Johnny's",0,"C1",542.5,0,5
"2290.1",1,2,4,123,"Johnny's",0,"C1",542.5,0,5
"2290.2",1,2,4,123,"Johnny's",0,"C1",542.5,0,5
"2290.3",1,2,4,123,"Johnny's",0,"C1",542.5,0,5
"2290.4",1,2,4,123,"Johnny's",0,"C1",542.5,0,5
"2291",1,2,4,133,"Johnny's",10,"C1",542.5,0,3
"2291.1",1,2,4,133,"Johnny's",10,"C1",542.5,0,3
"2291.2",1,2,4,133,"Johnny's",10,"C1",542.5,0,3
"2292",1,2,5,174,"Johnny's",20,"C1",542.5,0,8
"2292.1",1,2,5,174,"Johnny's",20,"C1",542.5,0,8
"2292.2",1,2,5,174,"Johnny's",20,"C1",542.5,0,8
"2292.3",1,2,5,174,"Johnny's",20,"C1",542.5,0,8
"2292.4",1,2,5,174,"Johnny's",20,"C1",542.5,0,8
"2292.5",1,2,5,174,"Johnny's",20,"C1",542.5,0,8
"2292.6",1,2,5,174,"Johnny's",20,"C1",542.5,0,8
"2292.7",1,2,5,174,"Johnny's",20,"C1",542.5,0,8
"2293",1,2,6,192,"Johnny's",15,"C1",542.5,0,3
"2293.1",1,2,6,192,"Johnny's",15,"C1",542.5,0,3
"2293.2",1,2,6,192,"Johnny's",15,"C1",542.5,0,3
"2294",1,2,7,219,"Johnny's",20,"C1",542.5,0,7
"2294.1",1,2,7,219,"Johnny's",20,"C1",542.5,0,7
"2294.2",1,2,7,219,"Johnny's",20,"C1",542.5,0,7
"2294.3",1,2,7,219,"Johnny's",20,"C1",542.5,0,7
"2294.4",1,2,7,219,"Johnny's",20,"C1",542.5,0,7
"2294.5",1,2,7,219,"Johnny's",20,"C1",542.5,0,7
"2294.6",1,2,7,219,"Johnny's",20,"C1",542.5,0,7
"2295",1,2,8,257,"Johnny's",20,"C1",542.5,0,6
"2295.1",1,2,8,257,"Johnny's",20,"C1",542.5,0,6
"2295.2",1,2,8,257,"Johnny's",20,"C1",542.5,0,6
"2295.3",1,2,8,257,"Johnny's",20,"C1",542.5,0,6
"2295.4",1,2,8,257,"Johnny's",20,"C1",542.5,0,6
"2295.5",1,2,8,257,"Johnny's",20,"C1",542.5,0,6
"2296",1,2,8,264,"Johnny's",15,"C1",542.5,0,3
"2296.1",1,2,8,264,"Johnny's",15,"C1",542.5,0,3
"2296.2",1,2,8,264,"Johnny's",15,"C1",542.5,0,3
"2297",1,2,9,307,"Johnny's",15,"C1",542.5,0,5
"2297.1",1,2,9,307,"Johnny's",15,"C1",542.5,0,5
"2297.2",1,2,9,307,"Johnny's",15,"C1",542.5,0,5
"2297.3",1,2,9,307,"Johnny's",15,"C1",542.5,0,5
"2297.4",1,2,9,307,"Johnny's",15,"C1",542.5,0,5
"2298",2,4,7,217,"100-1",0,"C2",497.48,1,1
"2299",2,4,7,247,"109-1",10,"E3",497.48,1,1
"2300",2,4,3,90,"109-1",15,"E3",497.15,1,1
"2301",2,4,3,99,"Johnny's",10,"C1",497.15,1,1
"2302",2,4,3,102,"125-1",15,"E3",497.15,1,1
"2303",2,4,3,88,"Johnny's",0,"C1",497.15,1,2
"2303.1",2,4,3,88,"Johnny's",0,"C1",497.15,1,2
"2304",2,4,2,41,"100-1",0,"C2",497.13,1,1
"2305",2,4,2,58,"102-1",15,"E3",497.13,1,1
"2306",2,4,1,36,"Johnny's",15,"C1",497.1,1,2
"2306.1",2,4,1,36,"Johnny's",15,"C1",497.1,1,2
"2307",2,4,4,122,"122-2",0,"E3",497.02,1,1
"2308",2,4,5,173,"126-1",15,"E3",496.93,1,1
"2309",2,4,5,174,"128-1",0,"E3",496.93,1,1
"2310",2,4,5,159,"91-1",10,"E3",496.93,1,2
"2310.1",2,4,5,159,"91-1",10,"E3",496.93,1,2
"2311",2,4,6,206,"Johnny's",20,"C1",496.88,1,1
"2312",2,4,6,183,"122-2",15,"E3",496.88,1,2
"2312.1",2,4,6,183,"122-2",15,"E3",496.88,1,2
"2313",2,4,8,277,"156-1",15,"E3",496.85,1,1
"2314",2,4,9,305,"122-2",20,"E3",496.77,1,1
"2315",2,4,9,311,"168-2",15,"E3",496.77,1,10
"2315.1",2,4,9,311,"168-2",15,"E3",496.77,1,10
"2315.2",2,4,9,311,"168-2",15,"E3",496.77,1,10
"2315.3",2,4,9,311,"168-2",15,"E3",496.77,1,10
"2315.4",2,4,9,311,"168-2",15,"E3",496.77,1,10
"2315.5",2,4,9,311,"168-2",15,"E3",496.77,1,10
"2315.6",2,4,9,311,"168-2",15,"E3",496.77,1,10
"2315.7",2,4,9,311,"168-2",15,"E3",496.77,1,10
"2315.8",2,4,9,311,"168-2",15,"E3",496.77,1,10
"2315.9",2,4,9,311,"168-2",15,"E3",496.77,1,10
"2316",2,3,4,112,"Johnny's",0,"C1",495.4833333,1,1
"2317",2,3,4,135,"219-1",0,"E3",495.4833333,1,1
"2318",2,3,4,144,"126-2",10,"E3",495.4833333,1,2
"2318.1",2,3,4,144,"126-2",10,"E3",495.4833333,1,2
"2319",2,3,1,3,"Johnny's",10,"C1",495.3666667,1,1
"2320",2,3,1,4,"219-2",15,"E3",495.3666667,1,1
"2321",2,3,3,93,"145-1",10,"E3",495.1166667,1,1
"2322",2,3,3,104,"136-2",15,"E3",495.1166667,1,1
"2323",2,3,2,69,"Johnny's",20,"C1",495.0833333,1,1
"2324",2,3,7,221,"219-1",15,"E3",494.6666667,1,1
"2325",2,3,7,232,"104-2",15,"E3",494.6666667,1,1
"2326",2,3,5,149,"144-2",20,"E3",494.6,1,1
"2327",2,3,5,170,"215-1",10,"E3",494.6,1,1
"2328",2,3,5,174,"184-1",0,"E3",494.6,1,1
"2329",2,3,8,275,"131-2",0,"E3",494.05,1,1
"2330",2,3,8,280,"147-1",10,"E3",494.05,1,1
"2331",2,3,8,287,"216-1",0,"E3",494.05,1,2
"2331.1",2,3,8,287,"216-1",0,"E3",494.05,1,2
"2332",2,3,6,194,"156-2",0,"E3",493.9333333,1,1
"2333",2,3,6,199,"Johnny's",0,"C1",493.9333333,1,1
"2334",2,3,6,201,"219-2",0,"E3",493.9333333,1,1
"2335",2,3,6,203,"219-2",20,"E3",493.9333333,1,1
"2336",2,3,6,210,"130-2",10,"E3",493.9333333,1,1
"2337",2,3,6,216,"Johnny's",15,"C1",493.9333333,1,1
"2338",2,3,6,212,"109-2",20,"E3",493.9333333,1,2
"2338.1",2,3,6,212,"109-2",20,"E3",493.9333333,1,2
"2339",2,3,9,296,"125-2",15,"E3",493.7166667,1,1
"2340",2,3,9,311,"119-2",0,"E3",493.7166667,1,1
"2341",2,3,9,313,"126-2",15,"E3",493.7166667,1,1
"2342",2,3,9,308,"208-1",20,"E3",493.7166667,1,2
"2342.1",2,3,9,308,"208-1",20,"E3",493.7166667,1,2
"2343",2,4,7,221,"100-1",0,"C2",448.77,1,1
"2344",2,4,7,223,"156-1",10,"E3",448.77,1,1
"2345",2,4,7,227,"Johnny's",15,"C1",448.77,1,1
"2346",2,4,7,231,"202-1",20,"E3",448.77,1,1
"2347",2,4,3,89,"100-1",10,"C2",448.38,1,1
"2348",2,4,3,90,"109-1",15,"E3",448.38,1,1
"2349",2,4,3,96,"149-1",0,"E3",448.38,1,1
"2350",2,4,3,99,"Johnny's",10,"C1",448.38,1,1
"2351",2,4,3,102,"125-1",15,"E3",448.38,1,2
"2351.1",2,4,3,102,"125-1",15,"E3",448.38,1,2
"2352",2,4,2,62,"Johnny's",10,"C1",448.37,1,1
"2353",2,4,2,69,"92-1",10,"E3",448.37,1,1
"2354",2,4,4,135,"204-1",10,"E3",448.25,1,1
"2355",2,4,4,144,"145-2",0,"E3",448.25,1,1
"2356",2,4,4,143,"Johnny's",20,"C1",448.25,1,3
"2356.1",2,4,4,143,"Johnny's",20,"C1",448.25,1,3
"2356.2",2,4,4,143,"Johnny's",20,"C1",448.25,1,3
"2357",2,4,5,163,"100-1",10,"C2",448.22,1,1
"2358",2,4,5,164,"204-1",15,"E3",448.22,1,1
"2359",2,4,5,180,"102-1",20,"E3",448.22,1,1
"2360",2,4,5,173,"126-1",15,"E3",448.22,1,3
"2360.1",2,4,5,173,"126-1",15,"E3",448.22,1,3
"2360.2",2,4,5,173,"126-1",15,"E3",448.22,1,3
"2361",2,4,6,182,"104-1",10,"E3",448.17,1,1
"2362",2,4,6,183,"122-2",15,"E3",448.17,1,1
"2363",2,4,6,207,"Johnny's",20,"C1",448.17,1,1
"2364",2,4,6,192,"Johnny's",15,"C1",448.17,1,2
"2364.1",2,4,6,192,"Johnny's",15,"C1",448.17,1,2
"2365",2,3,4,135,"219-1",0,"E3",448.1333333,1,1
"2366",2,3,4,144,"126-2",10,"E3",448.1333333,1,2
"2366.1",2,3,4,144,"126-2",10,"E3",448.1333333,1,2
"2367",2,4,8,269,"147-2",0,"E3",448.13,1,1
"2368",2,4,8,259,"125-1",10,"E3",448.13,1,3
"2368.1",2,4,8,259,"125-1",10,"E3",448.13,1,3
"2368.2",2,4,8,259,"125-1",10,"E3",448.13,1,3
"2369",2,4,9,301,"Johnny's",15,"C1",448.05,1,4
"2369.1",2,4,9,301,"Johnny's",15,"C1",448.05,1,4
"2369.2",2,4,9,301,"Johnny's",15,"C1",448.05,1,4
"2369.3",2,4,9,301,"Johnny's",15,"C1",448.05,1,4
"2370",2,3,1,15,"187-2",10,"E3",447.9666667,1,1
"2371",2,3,1,29,"Johnny's",0,"C1",447.9666667,1,1
"2372",2,3,1,13,"118-1",0,"E3",447.9666667,1,2
"2372.1",2,3,1,13,"118-1",0,"E3",447.9666667,1,2
"2373",2,3,1,9,"Johnny's",15,"C1",447.9666667,1,3
"2373.1",2,3,1,9,"Johnny's",15,"C1",447.9666667,1,3
"2373.2",2,3,1,9,"Johnny's",15,"C1",447.9666667,1,3
"2374",2,3,3,74,"100-1",20,"C2",447.75,1,1
"2375",2,3,3,102,"141-1",20,"E3",447.75,1,1
"2376",2,3,2,61,"109-2",0,"E3",447.7,1,1
"2377",2,3,2,64,"219-1",10,"E3",447.7,1,3
"2377.1",2,3,2,64,"219-1",10,"E3",447.7,1,3
"2377.2",2,3,2,64,"219-1",10,"E3",447.7,1,3
"2378",2,3,5,158,"122-1",10,"E3",447.25,1,1
"2379",2,3,5,169,"Johnny's",10,"C1",447.25,1,1
"2380",2,3,7,220,"167-1",10,"E3",447.25,1,1
"2381",2,3,7,221,"219-1",15,"E3",447.25,1,1
"2382",2,3,7,232,"104-2",15,"E3",447.25,1,1
"2383",2,3,7,244,"126-2",0,"E3",447.25,1,2
"2383.1",2,3,7,244,"126-2",0,"E3",447.25,1,2
"2384",2,3,8,254,"153-1",10,"E3",446.6333333,1,1
"2385",2,3,8,262,"131-1",10,"E3",446.6333333,1,1
"2386",2,3,6,208,"100-1",0,"C2",446.5333333,1,1
"2387",2,3,6,210,"130-2",10,"E3",446.5333333,1,1
"2388",2,3,6,201,"219-2",0,"E3",446.5333333,1,2
"2388.1",2,3,6,201,"219-2",0,"E3",446.5333333,1,2
"2389",2,3,9,290,"Johnny's",20,"C1",446.2333333,1,1
