"","rep","run","shelf","plate","line","trt","end","status","viable","number"
"7607.2",4,7,7,226,"187-1",20,503,0,1,4
"7607.3",4,7,7,226,"187-1",20,503,0,1,4
"7608",4,7,7,226,"187-1",20,503,0,0,3
"7608.1",4,7,7,226,"187-1",20,503,0,0,3
"7608.2",4,7,7,226,"187-1",20,503,0,0,3
"7609",4,7,7,227,"163-1",15,107.3333333,1,1,4
"7609.1",4,7,7,227,"163-1",15,107.3333333,1,1,4
"7609.2",4,7,7,227,"163-1",15,107.3333333,1,1,4
"7609.3",4,7,7,227,"163-1",15,107.3333333,1,1,4
"7610",4,7,7,227,"163-1",15,153.75,1,1,1
"7611",4,7,7,227,"163-1",15,203.6666667,1,1,1
"7612",4,7,7,227,"163-1",15,253,1,1,1
"7613",4,7,7,227,"163-1",15,298.75,1,1,1
"7614",4,7,7,227,"163-1",15,503,0,0,2
"7614.1",4,7,7,227,"163-1",15,503,0,0,2
"7615",4,7,7,228,"217-2",20,203.6666667,1,1,1
"7616",4,7,7,228,"217-2",20,503,0,1,4
"7616.1",4,7,7,228,"217-2",20,503,0,1,4
"7616.2",4,7,7,228,"217-2",20,503,0,1,4
"7616.3",4,7,7,228,"217-2",20,503,0,1,4
"7617",4,7,7,228,"217-2",20,503,0,0,5
"7617.1",4,7,7,228,"217-2",20,503,0,0,5
"7617.2",4,7,7,228,"217-2",20,503,0,0,5
"7617.3",4,7,7,228,"217-2",20,503,0,0,5
"7617.4",4,7,7,228,"217-2",20,503,0,0,5
"7618",4,7,7,229,"134-1",10,107.3333333,1,1,5
"7618.1",4,7,7,229,"134-1",10,107.3333333,1,1,5
"7618.2",4,7,7,229,"134-1",10,107.3333333,1,1,5
"7618.3",4,7,7,229,"134-1",10,107.3333333,1,1,5
"7618.4",4,7,7,229,"134-1",10,107.3333333,1,1,5
"7619",4,7,7,229,"134-1",10,153.75,1,1,2
"7619.1",4,7,7,229,"134-1",10,153.75,1,1,2
"7620",4,7,7,229,"134-1",10,503,0,0,3
"7620.1",4,7,7,229,"134-1",10,503,0,0,3
"7620.2",4,7,7,229,"134-1",10,503,0,0,3
"7621",4,7,7,230,"135-1",10,59.5,1,1,1
"7622",4,7,7,230,"135-1",10,107.3333333,1,1,5
"7622.1",4,7,7,230,"135-1",10,107.3333333,1,1,5
"7622.2",4,7,7,230,"135-1",10,107.3333333,1,1,5
"7622.3",4,7,7,230,"135-1",10,107.3333333,1,1,5
"7622.4",4,7,7,230,"135-1",10,107.3333333,1,1,5
"7623",4,7,7,230,"135-1",10,203.6666667,1,1,1
"7624",4,7,7,230,"135-1",10,503,0,0,3
"7624.1",4,7,7,230,"135-1",10,503,0,0,3
"7624.2",4,7,7,230,"135-1",10,503,0,0,3
"7625",4,7,7,231,"141-2",0,203.6666667,1,1,1
"7626",4,7,7,231,"141-2",0,253,1,1,1
"7627",4,7,7,231,"141-2",0,344.75,1,1,1
"7628",4,7,7,231,"141-2",0,503,0,0,7
"7628.1",4,7,7,231,"141-2",0,503,0,0,7
"7628.2",4,7,7,231,"141-2",0,503,0,0,7
"7628.3",4,7,7,231,"141-2",0,503,0,0,7
"7628.4",4,7,7,231,"141-2",0,503,0,0,7
"7628.5",4,7,7,231,"141-2",0,503,0,0,7
"7628.6",4,7,7,231,"141-2",0,503,0,0,7
"7629",4,7,7,232,"131-1",0,107.3333333,1,1,1
"7630",4,7,7,232,"131-1",0,153.75,1,1,1
"7631",4,7,7,232,"131-1",0,503,0,0,8
"7631.1",4,7,7,232,"131-1",0,503,0,0,8
"7631.2",4,7,7,232,"131-1",0,503,0,0,8
"7631.3",4,7,7,232,"131-1",0,503,0,0,8
"7631.4",4,7,7,232,"131-1",0,503,0,0,8
"7631.5",4,7,7,232,"131-1",0,503,0,0,8
"7631.6",4,7,7,232,"131-1",0,503,0,0,8
"7631.7",4,7,7,232,"131-1",0,503,0,0,8
"7632",4,7,7,233,"163-1",10,59.5,1,1,2
"7632.1",4,7,7,233,"163-1",10,59.5,1,1,2
"7633",4,7,7,233,"163-1",10,107.3333333,1,1,1
"7634",4,7,7,233,"163-1",10,153.75,1,1,2
"7634.1",4,7,7,233,"163-1",10,153.75,1,1,2
"7635",4,7,7,233,"163-1",10,203.6666667,1,1,2
"7635.1",4,7,7,233,"163-1",10,203.6666667,1,1,2
"7636",4,7,7,233,"163-1",10,253,1,1,1
"7637",4,7,7,233,"163-1",10,503,0,0,2
"7637.1",4,7,7,233,"163-1",10,503,0,0,2
"7638",4,7,7,234,"156-2",15,203.6666667,1,1,1
"7639",4,7,7,234,"156-2",15,253,1,1,1
"7640",4,7,7,234,"156-2",15,503,0,0,8
"7640.1",4,7,7,234,"156-2",15,503,0,0,8
"7640.2",4,7,7,234,"156-2",15,503,0,0,8
"7640.3",4,7,7,234,"156-2",15,503,0,0,8
"7640.4",4,7,7,234,"156-2",15,503,0,0,8
"7640.5",4,7,7,234,"156-2",15,503,0,0,8
"7640.6",4,7,7,234,"156-2",15,503,0,0,8
"7640.7",4,7,7,234,"156-2",15,503,0,0,8
"7641",4,7,7,236,"Johnny's",10,503,0,0,5
"7641.1",4,7,7,236,"Johnny's",10,503,0,0,5
"7641.2",4,7,7,236,"Johnny's",10,503,0,0,5
"7641.3",4,7,7,236,"Johnny's",10,503,0,0,5
"7641.4",4,7,7,236,"Johnny's",10,503,0,0,5
"7642",4,7,7,237,"77-2",20,503,0,0,1
"7643",4,7,7,238,"104-1",0,503,0,0,4
"7643.1",4,7,7,238,"104-1",0,503,0,0,4
"7643.2",4,7,7,238,"104-1",0,503,0,0,4
"7643.3",4,7,7,238,"104-1",0,503,0,0,4
"7644",4,7,7,239,"125-1",10,503,0,1,1
"7645",4,7,7,239,"125-1",10,503,0,0,7
"7645.1",4,7,7,239,"125-1",10,503,0,0,7
"7645.2",4,7,7,239,"125-1",10,503,0,0,7
"7645.3",4,7,7,239,"125-1",10,503,0,0,7
"7645.4",4,7,7,239,"125-1",10,503,0,0,7
"7645.5",4,7,7,239,"125-1",10,503,0,0,7
"7645.6",4,7,7,239,"125-1",10,503,0,0,7
"7646",4,7,7,240,"104-1",20,503,0,1,4
"7646.1",4,7,7,240,"104-1",20,503,0,1,4
"7646.2",4,7,7,240,"104-1",20,503,0,1,4
"7646.3",4,7,7,240,"104-1",20,503,0,1,4
"7647",4,7,7,240,"104-1",20,503,0,0,4
"7647.1",4,7,7,240,"104-1",20,503,0,0,4
"7647.2",4,7,7,240,"104-1",20,503,0,0,4
"7647.3",4,7,7,240,"104-1",20,503,0,0,4
"7648",4,7,7,242,"109-2",15,503,0,0,6
"7648.1",4,7,7,242,"109-2",15,503,0,0,6
"7648.2",4,7,7,242,"109-2",15,503,0,0,6
"7648.3",4,7,7,242,"109-2",15,503,0,0,6
"7648.4",4,7,7,242,"109-2",15,503,0,0,6
"7648.5",4,7,7,242,"109-2",15,503,0,0,6
"7649",4,7,7,243,"105-1",20,503,0,1,2
"7649.1",4,7,7,243,"105-1",20,503,0,1,2
"7650",4,7,7,243,"105-1",20,503,0,0,6
"7650.1",4,7,7,243,"105-1",20,503,0,0,6
"7650.2",4,7,7,243,"105-1",20,503,0,0,6
"7650.3",4,7,7,243,"105-1",20,503,0,0,6
"7650.4",4,7,7,243,"105-1",20,503,0,0,6
"7650.5",4,7,7,243,"105-1",20,503,0,0,6
"7651",4,7,7,245,"133-1",15,503,0,0,8
"7651.1",4,7,7,245,"133-1",15,503,0,0,8
"7651.2",4,7,7,245,"133-1",15,503,0,0,8
"7651.3",4,7,7,245,"133-1",15,503,0,0,8
"7651.4",4,7,7,245,"133-1",15,503,0,0,8
"7651.5",4,7,7,245,"133-1",15,503,0,0,8
"7651.6",4,7,7,245,"133-1",15,503,0,0,8
"7651.7",4,7,7,245,"133-1",15,503,0,0,8
"7652",4,7,7,246,"188-2",15,503,0,1,1
"7653",4,7,7,246,"188-2",15,503,0,0,8
"7653.1",4,7,7,246,"188-2",15,503,0,0,8
"7653.2",4,7,7,246,"188-2",15,503,0,0,8
"7653.3",4,7,7,246,"188-2",15,503,0,0,8
"7653.4",4,7,7,246,"188-2",15,503,0,0,8
"7653.5",4,7,7,246,"188-2",15,503,0,0,8
"7653.6",4,7,7,246,"188-2",15,503,0,0,8
"7653.7",4,7,7,246,"188-2",15,503,0,0,8
"7654",4,7,7,248,"Johnny's",20,503,0,1,1
"7655",4,7,7,248,"Johnny's",20,503,0,0,9
"7655.1",4,7,7,248,"Johnny's",20,503,0,0,9
"7655.2",4,7,7,248,"Johnny's",20,503,0,0,9
"7655.3",4,7,7,248,"Johnny's",20,503,0,0,9
"7655.4",4,7,7,248,"Johnny's",20,503,0,0,9
"7655.5",4,7,7,248,"Johnny's",20,503,0,0,9
"7655.6",4,7,7,248,"Johnny's",20,503,0,0,9
"7655.7",4,7,7,248,"Johnny's",20,503,0,0,9
"7655.8",4,7,7,248,"Johnny's",20,503,0,0,9
"7656",4,7,7,249,"126-2",0,503,0,1,4
"7656.1",4,7,7,249,"126-2",0,503,0,1,4
"7656.2",4,7,7,249,"126-2",0,503,0,1,4
"7656.3",4,7,7,249,"126-2",0,503,0,1,4
"7657",4,7,7,249,"126-2",0,503,0,0,4
"7657.1",4,7,7,249,"126-2",0,503,0,0,4
"7657.2",4,7,7,249,"126-2",0,503,0,0,4
"7657.3",4,7,7,249,"126-2",0,503,0,0,4
"7658",4,7,7,250,"Johnny's",0,503,0,0,4
"7658.1",4,7,7,250,"Johnny's",0,503,0,0,4
"7658.2",4,7,7,250,"Johnny's",0,503,0,0,4
"7658.3",4,7,7,250,"Johnny's",0,503,0,0,4
"7659",4,7,7,251,"131-1",20,503,0,0,4
"7659.1",4,7,7,251,"131-1",20,503,0,0,4
"7659.2",4,7,7,251,"131-1",20,503,0,0,4
"7659.3",4,7,7,251,"131-1",20,503,0,0,4
"7660",4,7,7,252,"151-1",20,503,0,0,5
"7660.1",4,7,7,252,"151-1",20,503,0,0,5
"7660.2",4,7,7,252,"151-1",20,503,0,0,5
"7660.3",4,7,7,252,"151-1",20,503,0,0,5
"7660.4",4,7,7,252,"151-1",20,503,0,0,5
"7661",4,7,8,253,"182-1",15,503,0,0,6
"7661.1",4,7,8,253,"182-1",15,503,0,0,6
"7661.2",4,7,8,253,"182-1",15,503,0,0,6
"7661.3",4,7,8,253,"182-1",15,503,0,0,6
"7661.4",4,7,8,253,"182-1",15,503,0,0,6
"7661.5",4,7,8,253,"182-1",15,503,0,0,6
"7662",4,7,8,254,"139-1",15,503,0,0,7
"7662.1",4,7,8,254,"139-1",15,503,0,0,7
"7662.2",4,7,8,254,"139-1",15,503,0,0,7
"7662.3",4,7,8,254,"139-1",15,503,0,0,7
"7662.4",4,7,8,254,"139-1",15,503,0,0,7
"7662.5",4,7,8,254,"139-1",15,503,0,0,7
"7662.6",4,7,8,254,"139-1",15,503,0,0,7
"7663",4,7,8,255,"187-1",15,503,0,1,4
"7663.1",4,7,8,255,"187-1",15,503,0,1,4
"7663.2",4,7,8,255,"187-1",15,503,0,1,4
"7663.3",4,7,8,255,"187-1",15,503,0,1,4
"7664",4,7,8,255,"187-1",15,503,0,0,1
"7665",4,7,8,256,"100-1",10,503,0,0,1
"7666",4,7,8,257,"128-2",20,503,0,1,1
"7667",4,7,8,257,"128-2",20,503,0,0,8
"7667.1",4,7,8,257,"128-2",20,503,0,0,8
"7667.2",4,7,8,257,"128-2",20,503,0,0,8
"7667.3",4,7,8,257,"128-2",20,503,0,0,8
"7667.4",4,7,8,257,"128-2",20,503,0,0,8
"7667.5",4,7,8,257,"128-2",20,503,0,0,8
"7667.6",4,7,8,257,"128-2",20,503,0,0,8
"7667.7",4,7,8,257,"128-2",20,503,0,0,8
"7668",4,7,8,259,"163-1",0,503,0,0,2
"7668.1",4,7,8,259,"163-1",0,503,0,0,2
"7669",4,7,8,260,"188-2",10,503,0,0,2
"7669.1",4,7,8,260,"188-2",10,503,0,0,2
"7670",4,7,8,261,"150-2",15,503,0,0,9
"7670.1",4,7,8,261,"150-2",15,503,0,0,9
"7670.2",4,7,8,261,"150-2",15,503,0,0,9
"7670.3",4,7,8,261,"150-2",15,503,0,0,9
"7670.4",4,7,8,261,"150-2",15,503,0,0,9
"7670.5",4,7,8,261,"150-2",15,503,0,0,9
"7670.6",4,7,8,261,"150-2",15,503,0,0,9
"7670.7",4,7,8,261,"150-2",15,503,0,0,9
"7670.8",4,7,8,261,"150-2",15,503,0,0,9
"7671",4,7,8,262,"81-2",0,503,0,0,1
"7672",4,7,8,263,"191-2",20,503,0,1,6
"7672.1",4,7,8,263,"191-2",20,503,0,1,6
"7672.2",4,7,8,263,"191-2",20,503,0,1,6
"7672.3",4,7,8,263,"191-2",20,503,0,1,6
"7672.4",4,7,8,263,"191-2",20,503,0,1,6
"7672.5",4,7,8,263,"191-2",20,503,0,1,6
"7673",4,7,8,263,"191-2",20,503,0,0,4
"7673.1",4,7,8,263,"191-2",20,503,0,0,4
"7673.2",4,7,8,263,"191-2",20,503,0,0,4
"7673.3",4,7,8,263,"191-2",20,503,0,0,4
"7674",4,7,8,264,"148-1",10,503,0,0,8
"7674.1",4,7,8,264,"148-1",10,503,0,0,8
"7674.2",4,7,8,264,"148-1",10,503,0,0,8
"7674.3",4,7,8,264,"148-1",10,503,0,0,8
"7674.4",4,7,8,264,"148-1",10,503,0,0,8
"7674.5",4,7,8,264,"148-1",10,503,0,0,8
"7674.6",4,7,8,264,"148-1",10,503,0,0,8
"7674.7",4,7,8,264,"148-1",10,503,0,0,8
"7675",4,7,8,265,"151-1",15,503,0,0,7
"7675.1",4,7,8,265,"151-1",15,503,0,0,7
"7675.2",4,7,8,265,"151-1",15,503,0,0,7
"7675.3",4,7,8,265,"151-1",15,503,0,0,7
"7675.4",4,7,8,265,"151-1",15,503,0,0,7
"7675.5",4,7,8,265,"151-1",15,503,0,0,7
"7675.6",4,7,8,265,"151-1",15,503,0,0,7
"7676",4,7,8,266,"139-2",0,503,0,0,2
"7676.1",4,7,8,266,"139-2",0,503,0,0,2
"7677",4,7,8,268,"75-2",10,503,0,0,8
"7677.1",4,7,8,268,"75-2",10,503,0,0,8
"7677.2",4,7,8,268,"75-2",10,503,0,0,8
"7677.3",4,7,8,268,"75-2",10,503,0,0,8
"7677.4",4,7,8,268,"75-2",10,503,0,0,8
"7677.5",4,7,8,268,"75-2",10,503,0,0,8
"7677.6",4,7,8,268,"75-2",10,503,0,0,8
"7677.7",4,7,8,268,"75-2",10,503,0,0,8
"7678",4,7,8,269,"139-1",10,503,0,0,8
"7678.1",4,7,8,269,"139-1",10,503,0,0,8
"7678.2",4,7,8,269,"139-1",10,503,0,0,8
"7678.3",4,7,8,269,"139-1",10,503,0,0,8
"7678.4",4,7,8,269,"139-1",10,503,0,0,8
"7678.5",4,7,8,269,"139-1",10,503,0,0,8
"7678.6",4,7,8,269,"139-1",10,503,0,0,8
"7678.7",4,7,8,269,"139-1",10,503,0,0,8
"7679",4,7,8,270,"182-1",10,503,0,0,6
"7679.1",4,7,8,270,"182-1",10,503,0,0,6
"7679.2",4,7,8,270,"182-1",10,503,0,0,6
"7679.3",4,7,8,270,"182-1",10,503,0,0,6
"7679.4",4,7,8,270,"182-1",10,503,0,0,6
"7679.5",4,7,8,270,"182-1",10,503,0,0,6
"7680",4,7,8,272,"147-1",15,503,0,0,8
"7680.1",4,7,8,272,"147-1",15,503,0,0,8
"7680.2",4,7,8,272,"147-1",15,503,0,0,8
"7680.3",4,7,8,272,"147-1",15,503,0,0,8
"7680.4",4,7,8,272,"147-1",15,503,0,0,8
"7680.5",4,7,8,272,"147-1",15,503,0,0,8
"7680.6",4,7,8,272,"147-1",15,503,0,0,8
"7680.7",4,7,8,272,"147-1",15,503,0,0,8
"7681",4,7,8,274,"122-2",20,503,0,1,4
"7681.1",4,7,8,274,"122-2",20,503,0,1,4
"7681.2",4,7,8,274,"122-2",20,503,0,1,4
"7681.3",4,7,8,274,"122-2",20,503,0,1,4
"7682",4,7,8,274,"122-2",20,503,0,0,1
"7683",4,7,8,275,"188-1",20,503,0,1,9
"7683.1",4,7,8,275,"188-1",20,503,0,1,9
"7683.2",4,7,8,275,"188-1",20,503,0,1,9
"7683.3",4,7,8,275,"188-1",20,503,0,1,9
"7683.4",4,7,8,275,"188-1",20,503,0,1,9
"7683.5",4,7,8,275,"188-1",20,503,0,1,9
"7683.6",4,7,8,275,"188-1",20,503,0,1,9
"7683.7",4,7,8,275,"188-1",20,503,0,1,9
"7683.8",4,7,8,275,"188-1",20,503,0,1,9
"7684",4,7,8,275,"188-1",20,503,0,0,1
"7685",4,7,8,277,"147-1",20,503,0,0,6
"7685.1",4,7,8,277,"147-1",20,503,0,0,6
"7685.2",4,7,8,277,"147-1",20,503,0,0,6
"7685.3",4,7,8,277,"147-1",20,503,0,0,6
"7685.4",4,7,8,277,"147-1",20,503,0,0,6
"7685.5",4,7,8,277,"147-1",20,503,0,0,6
"7686",4,7,8,279,"77-1",15,503,0,0,1
"7687",4,7,8,280,"149-2",0,503,0,0,8
"7687.1",4,7,8,280,"149-2",0,503,0,0,8
"7687.2",4,7,8,280,"149-2",0,503,0,0,8
"7687.3",4,7,8,280,"149-2",0,503,0,0,8
"7687.4",4,7,8,280,"149-2",0,503,0,0,8
"7687.5",4,7,8,280,"149-2",0,503,0,0,8
"7687.6",4,7,8,280,"149-2",0,503,0,0,8
"7687.7",4,7,8,280,"149-2",0,503,0,0,8
"7688",4,7,8,281,"219-1",0,503,0,0,4
"7688.1",4,7,8,281,"219-1",0,503,0,0,4
"7688.2",4,7,8,281,"219-1",0,503,0,0,4
"7688.3",4,7,8,281,"219-1",0,503,0,0,4
"7689",4,7,8,282,"105-1",15,503,0,0,5
"7689.1",4,7,8,282,"105-1",15,503,0,0,5
"7689.2",4,7,8,282,"105-1",15,503,0,0,5
"7689.3",4,7,8,282,"105-1",15,503,0,0,5
"7689.4",4,7,8,282,"105-1",15,503,0,0,5
"7690",4,7,8,283,"100-1",15,503,0,1,3
"7690.1",4,7,8,283,"100-1",15,503,0,1,3
"7690.2",4,7,8,283,"100-1",15,503,0,1,3
"7691",4,7,8,284,"219-2",15,503,0,1,2
"7691.1",4,7,8,284,"219-2",15,503,0,1,2
"7692",4,7,8,284,"219-2",15,503,0,0,3
"7692.1",4,7,8,284,"219-2",15,503,0,0,3
"7692.2",4,7,8,284,"219-2",15,503,0,0,3
"7693",4,7,8,285,"156-1",15,503,0,1,1
"7694",4,7,8,285,"156-1",15,503,0,0,3
"7694.1",4,7,8,285,"156-1",15,503,0,0,3
"7694.2",4,7,8,285,"156-1",15,503,0,0,3
"7695",4,7,8,286,"219-2",0,503,0,0,5
"7695.1",4,7,8,286,"219-2",0,503,0,0,5
"7695.2",4,7,8,286,"219-2",0,503,0,0,5
"7695.3",4,7,8,286,"219-2",0,503,0,0,5
"7695.4",4,7,8,286,"219-2",0,503,0,0,5
"7696",4,7,8,288,"144-1",15,503,0,1,3
"7696.1",4,7,8,288,"144-1",15,503,0,1,3
"7696.2",4,7,8,288,"144-1",15,503,0,1,3
"7697",4,7,8,288,"144-1",15,503,0,0,4
"7697.1",4,7,8,288,"144-1",15,503,0,0,4
"7697.2",4,7,8,288,"144-1",15,503,0,0,4
"7697.3",4,7,8,288,"144-1",15,503,0,0,4
"7698",4,7,9,289,"152-1",0,503,0,0,3
"7698.1",4,7,9,289,"152-1",0,503,0,0,3
"7698.2",4,7,9,289,"152-1",0,503,0,0,3
"7699",4,7,9,291,"173-1",10,503,0,0,4
"7699.1",4,7,9,291,"173-1",10,503,0,0,4
"7699.2",4,7,9,291,"173-1",10,503,0,0,4
"7699.3",4,7,9,291,"173-1",10,503,0,0,4
"7700",4,7,9,293,"139-1",0,503,0,0,3
"7700.1",4,7,9,293,"139-1",0,503,0,0,3
"7700.2",4,7,9,293,"139-1",0,503,0,0,3
"7701",4,7,9,294,"185-1",20,503,0,1,3
"7701.1",4,7,9,294,"185-1",20,503,0,1,3
"7701.2",4,7,9,294,"185-1",20,503,0,1,3
"7702",4,7,9,294,"185-1",20,503,0,0,2
"7702.1",4,7,9,294,"185-1",20,503,0,0,2
"7703",4,7,9,295,"120-1",15,503,0,0,4
"7703.1",4,7,9,295,"120-1",15,503,0,0,4
"7703.2",4,7,9,295,"120-1",15,503,0,0,4
"7703.3",4,7,9,295,"120-1",15,503,0,0,4
"7704",4,7,9,296,"219-1",15,503,0,1,7
"7704.1",4,7,9,296,"219-1",15,503,0,1,7
"7704.2",4,7,9,296,"219-1",15,503,0,1,7
"7704.3",4,7,9,296,"219-1",15,503,0,1,7
"7704.4",4,7,9,296,"219-1",15,503,0,1,7
"7704.5",4,7,9,296,"219-1",15,503,0,1,7
"7704.6",4,7,9,296,"219-1",15,503,0,1,7
"7705",4,7,9,296,"219-1",15,503,0,0,2
"7705.1",4,7,9,296,"219-1",15,503,0,0,2
"7706",4,7,9,297,"139-2",10,503,0,0,2
"7706.1",4,7,9,297,"139-2",10,503,0,0,2
"7707",4,7,9,298,"185-1",10,503,0,0,5
"7707.1",4,7,9,298,"185-1",10,503,0,0,5
"7707.2",4,7,9,298,"185-1",10,503,0,0,5
"7707.3",4,7,9,298,"185-1",10,503,0,0,5
"7707.4",4,7,9,298,"185-1",10,503,0,0,5
"7708",4,7,9,299,"77-1",0,503,0,0,1
"7709",4,7,9,300,"Johnny's",10,503,0,0,5
"7709.1",4,7,9,300,"Johnny's",10,503,0,0,5
"7709.2",4,7,9,300,"Johnny's",10,503,0,0,5
"7709.3",4,7,9,300,"Johnny's",10,503,0,0,5
"7709.4",4,7,9,300,"Johnny's",10,503,0,0,5
"7710",4,7,9,301,"188-2",0,503,0,0,9
"7710.1",4,7,9,301,"188-2",0,503,0,0,9
"7710.2",4,7,9,301,"188-2",0,503,0,0,9
"7710.3",4,7,9,301,"188-2",0,503,0,0,9
"7710.4",4,7,9,301,"188-2",0,503,0,0,9
"7710.5",4,7,9,301,"188-2",0,503,0,0,9
"7710.6",4,7,9,301,"188-2",0,503,0,0,9
"7710.7",4,7,9,301,"188-2",0,503,0,0,9
"7710.8",4,7,9,301,"188-2",0,503,0,0,9
"7711",4,7,9,302,"105-1",0,503,0,0,2
"7711.1",4,7,9,302,"105-1",0,503,0,0,2
"7712",4,7,9,303,"136-1",0,503,0,0,6
"7712.1",4,7,9,303,"136-1",0,503,0,0,6
"7712.2",4,7,9,303,"136-1",0,503,0,0,6
"7712.3",4,7,9,303,"136-1",0,503,0,0,6
"7712.4",4,7,9,303,"136-1",0,503,0,0,6
"7712.5",4,7,9,303,"136-1",0,503,0,0,6
"7713",4,7,9,304,"144-1",10,503,0,0,2
"7713.1",4,7,9,304,"144-1",10,503,0,0,2
"7714",4,7,9,305,"75-1",20,503,0,1,8
"7714.1",4,7,9,305,"75-1",20,503,0,1,8
"7714.2",4,7,9,305,"75-1",20,503,0,1,8
"7714.3",4,7,9,305,"75-1",20,503,0,1,8
"7714.4",4,7,9,305,"75-1",20,503,0,1,8
"7714.5",4,7,9,305,"75-1",20,503,0,1,8
"7714.6",4,7,9,305,"75-1",20,503,0,1,8
"7714.7",4,7,9,305,"75-1",20,503,0,1,8
"7715",4,7,9,305,"75-1",20,503,0,0,1
"7716",4,7,9,306,"122-1",15,503,0,0,4
"7716.1",4,7,9,306,"122-1",15,503,0,0,4
"7716.2",4,7,9,306,"122-1",15,503,0,0,4
"7716.3",4,7,9,306,"122-1",15,503,0,0,4
"7717",4,7,9,307,"148-2",10,503,0,0,4
"7717.1",4,7,9,307,"148-2",10,503,0,0,4
"7717.2",4,7,9,307,"148-2",10,503,0,0,4
"7717.3",4,7,9,307,"148-2",10,503,0,0,4
"7718",4,7,9,309,"92-1",0,503,0,1,1
"7719",4,7,9,309,"92-1",0,503,0,0,1
"7720",4,7,9,310,"Johnny's",0,503,0,0,7
"7720.1",4,7,9,310,"Johnny's",0,503,0,0,7
"7720.2",4,7,9,310,"Johnny's",0,503,0,0,7
"7720.3",4,7,9,310,"Johnny's",0,503,0,0,7
"7720.4",4,7,9,310,"Johnny's",0,503,0,0,7
"7720.5",4,7,9,310,"Johnny's",0,503,0,0,7
"7720.6",4,7,9,310,"Johnny's",0,503,0,0,7
"7721",4,7,9,311,"124-1",15,503,0,1,3
"7721.1",4,7,9,311,"124-1",15,503,0,1,3
"7721.2",4,7,9,311,"124-1",15,503,0,1,3
"7722",4,7,9,312,"146-1",15,503,0,0,5
"7722.1",4,7,9,312,"146-1",15,503,0,0,5
"7722.2",4,7,9,312,"146-1",15,503,0,0,5
"7722.3",4,7,9,312,"146-1",15,503,0,0,5
"7722.4",4,7,9,312,"146-1",15,503,0,0,5
"7723",4,7,9,313,"107-2",20,503,0,1,3
"7723.1",4,7,9,313,"107-2",20,503,0,1,3
"7723.2",4,7,9,313,"107-2",20,503,0,1,3
"7724",4,7,9,313,"107-2",20,503,0,0,5
"7724.1",4,7,9,313,"107-2",20,503,0,0,5
"7724.2",4,7,9,313,"107-2",20,503,0,0,5
"7724.3",4,7,9,313,"107-2",20,503,0,0,5
"7724.4",4,7,9,313,"107-2",20,503,0,0,5
"7725",4,7,9,314,"100-1",10,503,0,1,1
"7726",4,7,9,316,"141-2",15,503,0,0,6
"7726.1",4,7,9,316,"141-2",15,503,0,0,6
"7726.2",4,7,9,316,"141-2",15,503,0,0,6
"7726.3",4,7,9,316,"141-2",15,503,0,0,6
"7726.4",4,7,9,316,"141-2",15,503,0,0,6
"7726.5",4,7,9,316,"141-2",15,503,0,0,6
"7727",4,7,9,318,"190-1",15,503,0,1,1
"7728",4,7,9,318,"190-1",15,503,0,0,4
"7728.1",4,7,9,318,"190-1",15,503,0,0,4
"7728.2",4,7,9,318,"190-1",15,503,0,0,4
"7728.3",4,7,9,318,"190-1",15,503,0,0,4
"7729",4,7,9,319,"217-2",10,503,0,0,8
"7729.1",4,7,9,319,"217-2",10,503,0,0,8
"7729.2",4,7,9,319,"217-2",10,503,0,0,8
"7729.3",4,7,9,319,"217-2",10,503,0,0,8
"7729.4",4,7,9,319,"217-2",10,503,0,0,8
"7729.5",4,7,9,319,"217-2",10,503,0,0,8
"7729.6",4,7,9,319,"217-2",10,503,0,0,8
"7729.7",4,7,9,319,"217-2",10,503,0,0,8
"7730",4,7,9,320,"165-1",0,503,0,0,5
"7730.1",4,7,9,320,"165-1",0,503,0,0,5
"7730.2",4,7,9,320,"165-1",0,503,0,0,5
"7730.3",4,7,9,320,"165-1",0,503,0,0,5
"7730.4",4,7,9,320,"165-1",0,503,0,0,5
"7731",4,7,9,321,"88-1",0,503,0,0,4
"7731.1",4,7,9,321,"88-1",0,503,0,0,4
"7731.2",4,7,9,321,"88-1",0,503,0,0,4
"7731.3",4,7,9,321,"88-1",0,503,0,0,4
"7732",4,7,9,322,"126-2",10,503,0,1,3
"7732.1",4,7,9,322,"126-2",10,503,0,1,3
"7732.2",4,7,9,322,"126-2",10,503,0,1,3
"7733",4,7,9,322,"126-2",10,503,0,0,7
"7733.1",4,7,9,322,"126-2",10,503,0,0,7
"7733.2",4,7,9,322,"126-2",10,503,0,0,7
"7733.3",4,7,9,322,"126-2",10,503,0,0,7
"7733.4",4,7,9,322,"126-2",10,503,0,0,7
"7733.5",4,7,9,322,"126-2",10,503,0,0,7
"7733.6",4,7,9,322,"126-2",10,503,0,0,7
"7734",4,7,9,324,"151-1",10,503,0,0,4
"7734.1",4,7,9,324,"151-1",10,503,0,0,4
"7734.2",4,7,9,324,"151-1",10,503,0,0,4
"7734.3",4,7,9,324,"151-1",10,503,0,0,4
"7735",4,8,1,1,"141-1",20,453,1,1,1
"7736",4,8,1,1,"141-1",20,500,0,1,4
"7736.1",4,8,1,1,"141-1",20,500,0,1,4
"7736.2",4,8,1,1,"141-1",20,500,0,1,4
