,X.1,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use,uniqueplate
3889,3889,CanEjutla3,191-2,2733,2,3,4,138,0,158.2,1,2,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_138
3891,3891,CanEjutla3,191-2,2764.3,2,3,5,150,20,206.3,1,6,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_150
3893,3893,CanEjutla3,191-2,381.3,1,1,4,112,10,150.5,1,8,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,1_112
3894,3894,CanEjutla3,191-2,4383,3,5,2,52,15,254,1,3,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_52
3896,3896,CanEjutla3,191-2,4312.1,3,5,1,34,20,Inf,1,3,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_34
3897,3897,CanEjutla3,191-2,4312,3,5,1,34,20,Inf,1,3,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_34
3898,3898,CanEjutla3,191-2,4311,3,5,1,34,20,397.5,1,1,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_34
3902,3902,CanEjutla3,191-2,4384,3,5,2,52,15,303.8,1,2,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_52
3903,3903,CanEjutla3,191-2,4382,3,5,2,52,15,207,1,3,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_52
3904,3904,CanEjutla3,191-2,2764,2,3,5,150,20,206.3,1,6,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_150
3905,3905,CanEjutla3,191-2,2763.3,2,3,5,150,20,254.4,1,4,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_150
3909,3909,CanEjutla3,191-2,4383.2,3,5,2,52,15,254,1,3,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_52
3910,3910,CanEjutla3,191-2,4308,3,5,1,34,20,156.8,1,1,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_34
3911,3911,CanEjutla3,191-2,2728,2,3,4,138,0,399,1,1,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_138
3914,3914,CanEjutla3,191-2,7365.1,4,7,3,102,0,253,1,4,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,7_102
3916,3916,CanEjutla3,191-2,2729,2,3,4,138,0,350.8,1,1,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_138
3920,3920,CanEjutla3,191-2,4309,3,5,1,34,20,254,1,2,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_34
3922,3922,CanEjutla3,191-2,4310,3,5,1,34,20,303.8,1,3,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_34
3923,3923,CanEjutla3,191-2,7365.3,4,7,3,102,0,253,1,4,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,7_102
3926,3926,CanEjutla3,191-2,2732,2,3,4,138,0,207.2,1,2,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_138
3927,3927,CanEjutla3,191-2,381.7,1,1,4,112,10,150.5,1,8,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,1_112
3930,3930,CanEjutla3,191-2,4309.1,3,5,1,34,20,254,1,2,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_34
3933,3933,CanEjutla3,191-2,2763.1,2,3,5,150,20,254.4,1,4,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_150
3936,3936,CanEjutla3,191-2,7366,4,7,3,102,0,344.8,1,3,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,7_102
3937,3937,CanEjutla3,191-2,7364,4,7,3,102,0,203.7,1,3,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,7_102
3938,3938,CanEjutla3,191-2,2802.1,2,3,5,163,15,157.5,1,10,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_163
3939,3939,CanEjutla3,191-2,2802.4,2,3,5,163,15,157.5,1,10,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_163
3940,3940,CanEjutla3,191-2,381.1,1,1,4,112,10,150.5,1,8,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,1_112
3941,3941,CanEjutla3,191-2,4383.1,3,5,2,52,15,254,1,3,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_52
3944,3944,CanEjutla3,191-2,4385,3,5,2,52,15,Inf,0,1,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_52
3946,3946,CanEjutla3,191-2,2764.1,2,3,5,150,20,206.3,1,6,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_150
3947,3947,CanEjutla3,191-2,2763,2,3,5,150,20,254.4,1,4,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_150
3948,3948,CanEjutla3,191-2,4381,3,5,2,52,15,156.8,1,1,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_52
3949,3949,CanEjutla3,191-2,382,1,1,4,112,10,198.3,1,1,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,1_112
3950,3950,CanEjutla3,191-2,7365.2,4,7,3,102,0,253,1,4,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,7_102
3952,3952,CanEjutla3,191-2,2802,2,3,5,163,15,157.5,1,10,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_163
3955,3955,CanEjutla3,191-2,4382.2,3,5,2,52,15,207,1,3,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,5_52
3959,3959,CanEjutla3,191-2,2764.2,2,3,5,150,20,206.3,1,6,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_150
3960,3960,CanEjutla3,191-2,383,1,1,4,112,10,295.1,1,1,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,1_112
3961,3961,CanEjutla3,191-2,2764.4,2,3,5,150,20,206.3,1,6,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_150
3963,3963,CanEjutla3,191-2,7364.2,4,7,3,102,0,203.7,1,3,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,7_102
3964,3964,CanEjutla3,191-2,2802.8,2,3,5,163,15,157.5,1,10,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_163
3965,3965,CanEjutla3,191-2,2802.6,2,3,5,163,15,157.5,1,10,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_163
3966,3966,CanEjutla3,191-2,2802.2,2,3,5,163,15,157.5,1,10,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_163
3968,3968,CanEjutla3,191-2,7366.1,4,7,3,102,0,344.8,1,3,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,7_102
3971,3971,CanEjutla3,191-2,2733.1,2,3,4,138,0,158.2,1,2,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_138
3979,3979,CanEjutla3,191-2,2731.1,2,3,4,138,0,255.2,1,2,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_138
3981,3981,CanEjutla3,191-2,2802.9,2,3,5,163,15,157.5,1,10,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_163
3983,3983,CanEjutla3,191-2,381,1,1,4,112,10,150.5,1,8,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,1_112
3984,3984,CanEjutla3,191-2,381.2,1,1,4,112,10,150.5,1,8,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,1_112
3985,3985,CanEjutla3,191-2,2734,2,3,4,138,0,Inf,0,1,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_138
3988,3988,CanEjutla3,191-2,2731,2,3,4,138,0,255.2,1,2,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,3_138
3989,3989,CanEjutla3,191-2,381.5,1,1,4,112,10,150.5,1,8,14UNK191-2,11/10/14,CdA,central valleys,,landrace,Chile de Agua,Plantation,Fresh,1_112
4529,4529,CanLabor1,134-1,1477,1,2,3,107,15,Inf,0,1,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
4552,4552,CanLabor1,134-1,1476,1,2,3,107,15,302.9,1,1,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
4568,4568,CanLabor1,134-1,1475,1,2,3,107,15,253.8,1,3,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
4571,4571,CanLabor1,134-1,1473.1,1,2,3,107,15,156,1,3,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
4576,4576,CanLabor1,134-1,1473.2,1,2,3,107,15,156,1,3,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
4582,4582,CanLabor1,134-1,1475.2,1,2,3,107,15,253.8,1,3,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
4588,4588,CanLabor1,134-2,9029,4,8,9,309,20,308.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
4589,4589,CanLabor1,134-2,1223.4,1,2,2,41,10,108.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
4591,4591,CanLabor1,134-2,1223.2,1,2,2,41,10,108.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
4599,4599,CanLabor1,134-2,9030,4,8,9,309,20,356.8,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
4600,4600,CanLabor1,134-2,8040,4,8,2,41,10,211,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
4601,4601,CanLabor1,134-2,8038.2,4,8,2,41,10,114.2,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
4608,4608,CanLabor1,134-2,9047,4,8,9,315,15,258,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
4609,4609,CanLabor1,134-2,4792.1,3,5,5,152,10,156.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
4610,4610,CanLabor1,134-2,9029.1,4,8,9,309,20,308.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
4612,4612,CanLabor1,134-2,9029.4,4,8,9,309,20,308.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
4613,4613,CanLabor1,134-2,9029.5,4,8,9,309,20,308.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
4614,4614,CanLabor1,134-2,4013.1,2,4,8,266,10,114.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
4621,4621,CanLabor1,134-2,9029.2,4,8,9,309,20,308.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
4622,4622,CanLabor1,134-2,4013.5,2,4,8,266,10,114.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
4624,4624,CanLabor1,134-2,9048,4,8,9,315,15,Inf,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
4633,4633,CanLabor1,134-2,9048.1,4,8,9,315,15,Inf,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
4634,4634,CanLabor1,134-2,9048.3,4,8,9,315,15,Inf,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
4635,4635,CanLabor1,134-2,9031,4,8,9,309,20,Inf,0,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
4636,4636,CanLabor1,134-2,9029.6,4,8,9,309,20,308.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
4643,4643,CanLabor1,134-2,8038.1,4,8,2,41,10,114.2,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
4646,4646,CanLabor1,134-2,4012,2,4,8,266,10,160.2,1,3,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
4648,4648,CanLabor1,134-2,9048.5,4,8,9,315,15,Inf,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
4650,4650,CanLabor1,134-2,4013.3,2,4,8,266,10,114.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
4653,4653,CanLabor1,134-2,1224,1,2,2,41,10,156.2,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
4655,4655,CanLabor1,134-2,4014,2,4,8,266,10,Inf,0,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
4658,4658,CanLabor1,134-2,9028,4,8,9,309,20,258,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
4659,4659,CanLabor1,134-2,8038,4,8,2,41,10,114.2,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
4672,4672,CanLabor1,134-2,9048.4,4,8,9,315,15,Inf,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
4673,4673,CanLabor1,134-2,4013.2,2,4,8,266,10,114.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
4674,4674,CanLabor1,134-2,4792.3,3,5,5,152,10,156.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
4676,4676,CanLabor1,134-2,4792.5,3,5,5,152,10,156.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
4677,4677,CanLabor1,134-2,4793,3,5,5,152,10,254,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
4681,4681,CanLabor1,134-2,4792,3,5,5,152,10,156.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
4683,4683,CanLabor1,134-2,4792.4,3,5,5,152,10,156.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
4685,4685,CanLabor1,134-2,4794,3,5,5,152,10,303.8,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
4686,4686,CanLabor1,134-2,4795,3,5,5,152,10,Inf,0,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
4687,4687,CanLabor1,134-2,4792.2,3,5,5,152,10,156.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
4688,4688,CanLabor1,134-2,9049,4,8,9,315,15,Inf,0,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
4689,4689,CanLabor1,134-2,9048.6,4,8,9,315,15,Inf,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
4690,4690,CanLabor1,134-2,4013.4,2,4,8,266,10,114.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
4691,4691,CanLabor1,134-2,4792.6,3,5,5,152,10,156.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
4693,4693,CanLabor1,134-2,8040.3,4,8,2,41,10,211,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
4701,4701,CanLabor1,134-2,1223.3,1,2,2,41,10,108.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
4702,4702,CanLabor1,134-2,1223.1,1,2,2,41,10,108.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
4704,4704,CanLabor1,134-2,4012.1,2,4,8,266,10,160.2,1,3,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
4706,4706,CanLabor1,134-2,9046,4,8,9,315,15,164,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
4707,4707,CanLabor1,134-2,9029.3,4,8,9,309,20,308.8,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
4711,4711,CanLabor1,134-1,1473,1,2,3,107,15,156,1,3,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
4716,4716,CanLabor1,134-2,1224.1,1,2,2,41,10,156.2,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
4719,4719,CanLabor1,134-2,1223.5,1,2,2,41,10,108.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
4720,4720,CanLabor1,134-2,8040.2,4,8,2,41,10,211,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
4721,4721,CanLabor1,134-2,1223,1,2,2,41,10,108.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
4741,4741,CanLabor1,134-2,1224.2,1,2,2,41,10,156.2,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
4743,4743,CanLabor1,134-2,8041,4,8,2,41,10,Inf,0,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
4744,4744,CanLabor1,134-1,1474,1,2,3,107,15,206.1,1,1,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
4747,4747,CanLabor1,134-1,1475.1,1,2,3,107,15,253.8,1,3,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
4748,4748,CanLabor1,134-1,1472,1,2,3,107,15,108,1,1,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
4749,4749,CanLabor1,134-2,4013,2,4,8,266,10,114.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
4750,4750,CanLabor1,134-2,8040.1,4,8,2,41,10,211,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
4751,4751,CanLabor1,134-2,4012.2,2,4,8,266,10,160.2,1,3,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
4758,4758,CanLabor1,134-2,8039,4,8,2,41,10,163.5,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
4761,4761,CanLabor1,134-2,1224.3,1,2,2,41,10,156.2,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
4765,4765,CanLabor1,134-2,8038.3,4,8,2,41,10,114.2,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
4767,4767,CanLabor1,134-2,9048.2,4,8,9,315,15,Inf,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
4771,4771,CanLabor2,135-1,7053.3,4,7,1,12,0,107.3,1,4,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
4777,4777,CanLabor2,135-1,7053.1,4,7,1,12,0,107.3,1,4,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
4791,4791,CanLabor2,135-1,7054,4,7,1,12,0,153.8,1,3,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
4796,4796,CanLabor2,135-1,7055.1,4,7,1,12,0,253,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
4802,4802,CanLabor2,135-1,7055,4,7,1,12,0,253,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
4805,4805,CanLabor2,135-1,7053.2,4,7,1,12,0,107.3,1,4,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
4816,4816,CanLabor2,135-1,7053,4,7,1,12,0,107.3,1,4,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
4826,4826,CanLabor2,135-1,7054.2,4,7,1,12,0,153.8,1,3,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
4845,4845,CanLabor2,135-1,418,1,1,4,121,20,198.3,1,3,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
4847,4847,CanLabor2,135-1,418.2,1,1,4,121,20,198.3,1,3,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
4850,4850,CanLabor2,135-1,417.1,1,1,4,121,20,150.5,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
4890,4890,CanLabor2,135-1,7056,4,7,1,12,0,Inf,0,1,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
4897,4897,CanLabor2,135-1,7054.1,4,7,1,12,0,153.8,1,3,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
4925,4925,CanLabor2,135-1,420.1,1,1,4,121,20,295.1,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
4930,4930,CanLabor2,135-1,417,1,1,4,121,20,150.5,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
4939,4939,CanLabor2,135-1,420,1,1,4,121,20,295.1,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
4944,4944,CanLabor2,135-1,418.1,1,1,4,121,20,198.3,1,3,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
4947,4947,CanLabor2,135-1,421,1,1,4,121,20,Inf,0,1,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
4948,4948,CanLabor2,135-1,419,1,1,4,121,20,246.1,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
4950,4950,CanLabor2,135-1,419.1,1,1,4,121,20,246.1,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
5088,5088,CanLabor3,136-1,2136,1,2,8,280,20,Inf,0,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
5099,5099,CanLabor3,136-1,2133.4,1,2,8,280,20,205.5,1,5,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
5100,5100,CanLabor3,136-1,2133.2,1,2,8,280,20,205.5,1,5,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
5101,5101,CanLabor3,136-1,2281,1,2,9,321,15,Inf,0,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_321
5109,5109,CanLabor3,136-1,2134,1,2,8,280,20,253.7,1,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
5111,5111,CanLabor3,136-1,2135,1,2,8,280,20,302.4,1,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
5112,5112,CanLabor3,136-1,2133.3,1,2,8,280,20,205.5,1,5,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
