,X.1,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use,uniqueplate
13672,13672,CanRS1,118-1,7571,4,7,5,157,0,344.8,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_157
13674,13674,CanRS1,118-1,1610.1,1,2,4,141,0,494.5,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_141
13676,13676,CanRS1,118-1,5065.1,3,5,6,216,0,303.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_216
13677,13677,CanRS1,118-1,7492.5,4,7,4,136,20,Inf,1,6,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_136
13678,13678,CanRS1,118-1,7568.4,4,7,5,157,0,203.7,1,5,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_157
13679,13679,CanRS1,118-1,7138.1,4,7,1,34,10,344.8,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_34
13680,13680,CanRS1,118-1,2334.1,2,3,1,13,0,448,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_13
13681,13681,CanRS1,118-1,1555,1,2,4,128,10,205.8,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_128
13682,13682,CanRS1,118-1,1610,1,2,4,141,0,494.5,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_141
13683,13683,CanRS1,118-1,7570,4,7,5,157,0,298.8,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_157
13684,13684,CanRS1,118-1,1609.2,1,2,4,141,0,302.8,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_141
13685,13685,CanRS1,118-1,5297,3,5,8,272,10,156.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_272
13686,13686,CanRS1,118-1,4326,3,5,2,37,15,156.8,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_37
13687,13687,CanRS1,118-1,7140,4,7,1,34,10,Inf,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_34
13688,13688,CanRS1,118-1,7137.2,4,7,1,34,10,298.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_34
13689,13689,CanRS1,118-1,2714.1,2,3,4,133,10,302.6,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_133
13690,13690,CanRS1,118-1,2714,2,3,4,133,10,302.6,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_133
13691,13691,CanRS1,118-1,7141,4,7,1,34,10,Inf,0,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_34
13693,13693,CanRS1,118-1,2716.1,2,3,4,133,10,158.2,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_133
13694,13694,CanRS1,118-1,1251,1,2,2,48,15,349.8,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_48
13697,13697,CanRS1,118-1,1554,1,2,4,128,10,155.8,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_128
13698,13698,CanRS1,118-1,4326.1,3,5,2,37,15,156.8,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_37
13699,13699,CanRS1,118-1,7137.1,4,7,1,34,10,298.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_34
13700,13700,CanRS1,118-1,4403.2,3,5,2,57,20,207,1,7,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_57
13701,13701,CanRS1,118-1,7138,4,7,1,34,10,344.8,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_34
13702,13702,CanRS1,118-1,5063.2,3,5,6,216,0,156.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_216
13704,13704,CanRS1,118-1,7136,4,7,1,34,10,153.8,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_34
13705,13705,CanRS1,118-1,2334,2,3,1,13,0,448,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_13
13706,13706,CanRS1,118-1,1252,1,2,2,48,15,396.1,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_48
13707,13707,CanRS1,118-1,4326.2,3,5,2,37,15,156.8,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_37
13708,13708,CanRS1,118-1,5297.1,3,5,8,272,10,156.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_272
13709,13709,CanRS1,118-1,1248,1,2,2,48,15,206.2,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_48
13710,13710,CanRS1,118-1,1554.1,1,2,4,128,10,155.8,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_128
13713,13713,CanRS1,118-1,4403.5,3,5,2,57,20,207,1,7,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_57
13714,13714,CanRS1,118-1,7568.2,4,7,5,157,0,203.7,1,5,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_157
13715,13715,CanRS1,118-1,5064.1,3,5,6,216,0,254,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_216
13716,13716,CanRS1,118-1,7568.3,4,7,5,157,0,203.7,1,5,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_157
13718,13718,CanRS1,118-1,5064,3,5,6,216,0,254,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_216
13719,13719,CanRS1,118-1,4403.4,3,5,2,57,20,207,1,7,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_57
13720,13720,CanRS1,118-1,5300,3,5,8,272,10,Inf,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_272
13721,13721,CanRS1,118-1,1250,1,2,2,48,15,303.1,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_48
13722,13722,CanRS1,118-1,1554.3,1,2,4,128,10,155.8,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_128
13723,13723,CanRS1,118-1,2713,2,3,4,133,10,350.8,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_133
13725,13725,CanRS1,118-1,5299,3,5,8,272,10,352,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_272
13726,13726,CanRS1,118-1,7137,4,7,1,34,10,298.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_34
13727,13727,CanRS1,118-1,7568,4,7,5,157,0,203.7,1,5,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_157
13728,13728,CanRS1,118-1,7492.4,4,7,4,136,20,Inf,1,6,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_136
13729,13729,CanRS1,118-1,4327.1,3,5,2,37,15,207,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_37
13730,13730,CanRS1,118-1,1609.3,1,2,4,141,0,302.8,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_141
13731,13731,CanRS1,118-1,7490.1,4,7,4,136,20,203.7,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_136
13732,13732,CanRS1,118-1,1609.1,1,2,4,141,0,302.8,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_141
13733,13733,CanRS1,118-1,7139,4,7,1,34,10,502.8,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_34
13734,13734,CanRS1,118-1,4327,3,5,2,37,15,207,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_37
13735,13735,CanRS1,118-1,2715.1,2,3,4,133,10,207.2,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_133
13736,13736,CanRS1,118-1,7492.3,4,7,4,136,20,Inf,1,6,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_136
13738,13738,CanRS1,118-1,5065.2,3,5,6,216,0,303.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_216
13740,13740,CanRS1,118-1,7492.1,4,7,4,136,20,Inf,1,6,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_136
13742,13742,CanRS1,118-1,2338,2,3,1,13,0,206.8,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_13
13743,13743,CanRS1,118-1,2335,2,3,1,13,0,398.9,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_13
13746,13746,CanRS1,118-1,7490,4,7,4,136,20,203.7,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_136
13747,13747,CanRS1,118-1,4403.1,3,5,2,57,20,207,1,7,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_57
13748,13748,CanRS1,118-1,1556,1,2,4,128,10,254,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_128
13750,13750,CanRS1,118-1,1553.1,1,2,4,128,10,107.8,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_128
13751,13751,CanRS1,118-1,7135,4,7,1,34,10,107.3,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_34
13752,13752,CanRS1,118-1,2716.2,2,3,4,133,10,158.2,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_133
13754,13754,CanRS1,118-1,5063.1,3,5,6,216,0,156.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_216
13756,13756,CanRS1,118-1,1251.1,1,2,2,48,15,349.8,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_48
13757,13757,CanRS1,118-1,2337,2,3,1,13,0,255,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_13
13758,13758,CanRS1,118-1,7569,4,7,5,157,0,253,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_157
13759,13759,CanRS1,118-1,7570.1,4,7,5,157,0,298.8,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_157
13760,13760,CanRS1,118-1,2715.2,2,3,4,133,10,207.2,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_133
13761,13761,CanRS1,118-1,1557,1,2,4,128,10,302.8,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_128
13762,13762,CanRS1,118-1,1246,1,2,2,48,15,108.2,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_48
13763,13763,CanRS1,118-1,1608.1,1,2,4,141,0,205.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_141
13764,13764,CanRS1,118-1,4329,3,5,2,37,15,Inf,0,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_37
13765,13765,CanRS1,118-1,7492,4,7,4,136,20,Inf,1,6,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_136
13766,13766,CanRS1,118-1,7569.1,4,7,5,157,0,253,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_157
13767,13767,CanRS1,118-1,5297.2,3,5,8,272,10,156.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_272
13768,13768,CanRS1,118-1,7491,4,7,4,136,20,253,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_136
13769,13769,CanRS1,118-1,1608,1,2,4,141,0,205.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_141
13770,13770,CanRS1,118-1,5062.1,3,5,6,216,0,109.5,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_216
13771,13771,CanRS1,118-1,1607,1,2,4,141,0,107.8,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_141
13773,13773,CanRS1,118-1,5062,3,5,6,216,0,109.5,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_216
13775,13775,CanRS1,118-1,4403.3,3,5,2,57,20,207,1,7,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_57
13776,13776,CanRS1,118-1,1248.1,1,2,2,48,15,206.2,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_48
13777,13777,CanRS1,118-1,4326.3,3,5,2,37,15,156.8,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_37
13779,13779,CanRS1,118-1,1609,1,2,4,141,0,302.8,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_141
13780,13780,CanRS1,118-1,2336,2,3,1,13,0,302.4,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_13
13781,13781,CanRS1,118-1,2716,2,3,4,133,10,158.2,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_133
13783,13783,CanRS1,118-1,4406,3,5,2,57,20,446,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_57
13784,13784,CanRS1,118-1,2337.1,2,3,1,13,0,255,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_13
13785,13785,CanRS1,118-1,5065,3,5,6,216,0,303.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_216
13786,13786,CanRS1,118-1,1608.2,1,2,4,141,0,205.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_141
13787,13787,CanRS1,118-1,4325,3,5,2,37,15,109.5,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_37
13788,13788,CanRS1,118-1,4328,3,5,2,37,15,254,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_37
13790,13790,CanRS1,118-1,4325.1,3,5,2,37,15,109.5,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_37
13791,13791,CanRS1,118-1,1553,1,2,4,128,10,107.8,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_128
13792,13792,CanRS1,118-1,1247,1,2,2,48,15,156.2,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_48
13793,13793,CanRS1,118-1,1247.1,1,2,2,48,15,156.2,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_48
13795,13795,CanRS1,118-2,4260,3,5,1,21,15,254,1,4,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_21
13797,13797,CanRS1,118-2,109,1,1,1,31,15,294.9,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_31
13799,13799,CanRS1,118-2,5353,3,5,8,286,0,156.8,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_286
13801,13801,CanRS1,118-2,875.1,1,1,8,260,0,150.7,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_260
13807,13807,CanRS1,118-2,5224,3,5,8,257,10,254,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_257
13808,13808,CanRS1,118-2,5222,3,5,8,257,10,109.5,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_257
13810,13810,CanRS1,118-2,4259.2,3,5,1,21,15,156.8,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_21
13811,13811,CanRS1,118-2,5354.1,3,5,8,286,0,207,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_286
13812,13812,CanRS1,118-2,4260.2,3,5,1,21,15,254,1,4,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_21
13813,13813,CanRS1,118-2,109.1,1,1,1,31,15,294.9,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_31
13817,13817,CanRS1,118-2,877,1,1,8,260,0,295.4,1,4,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_260
13820,13820,CanRS1,118-2,5225,3,5,8,257,10,303.8,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_257
13821,13821,CanRS1,118-2,3841.3,2,4,6,204,0,208.1,1,6,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,4_204
13822,13822,CanRS1,118-2,4259,3,5,1,21,15,156.8,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_21
13823,13823,CanRS1,118-2,5223,3,5,8,257,10,156.8,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_257
13825,13825,CanRS1,118-2,5353.1,3,5,8,286,0,156.8,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_286
13827,13827,CanRS1,118-2,876,1,1,8,260,0,198.6,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_260
13828,13828,CanRS1,118-2,4593.1,3,5,3,103,20,254,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_103
13830,13830,CanRS1,118-2,4594,3,5,3,103,20,Inf,0,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_103
13833,13833,CanRS1,118-2,112,1,1,1,31,15,437.6,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_31
13834,13834,CanRS1,118-2,5225.1,3,5,8,257,10,303.8,1,2,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_257
13835,13835,CanRS1,118-2,3841.5,2,4,6,204,0,208.1,1,6,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,4_204
13836,13836,CanRS1,118-2,3841.2,2,4,6,204,0,208.1,1,6,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,4_204
13839,13839,CanRS1,118-2,110.1,1,1,1,31,15,342,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_31
13843,13843,CanRS1,118-2,4592.1,3,5,3,103,20,207,1,5,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_103
13847,13847,CanRS1,118-2,111,1,1,1,31,15,389.9,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_31
13850,13850,CanRS1,118-1,7568.1,4,7,5,157,0,203.7,1,5,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_157
13851,13851,CanRS1,118-1,2337.2,2,3,1,13,0,255,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_13
13852,13852,CanRS1,118-1,2336.1,2,3,1,13,0,302.4,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_13
13854,13854,CanRS1,118-1,4403.6,3,5,2,57,20,207,1,7,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_57
13856,13856,CanRS1,118-1,1555.1,1,2,4,128,10,205.8,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_128
13857,13857,CanRS1,118-1,5300.1,3,5,8,272,10,Inf,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_272
13860,13860,CanRS1,118-1,4403,3,5,2,57,20,207,1,7,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_57
13861,13861,CanRS1,118-1,5298.1,3,5,8,272,10,254,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_272
13862,13862,CanRS1,118-1,5299.1,3,5,8,272,10,352,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_272
13865,13865,CanRS1,118-1,5296,3,5,8,272,10,109.5,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_272
13867,13867,CanRS1,118-1,5298,3,5,8,272,10,254,1,2,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_272
13869,13869,CanRS1,118-1,7492.2,4,7,4,136,20,Inf,1,6,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_136
13870,13870,CanRS1,118-1,2715.3,2,3,4,133,10,207.2,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_133
13871,13871,CanRS1,118-1,4405,3,5,2,57,20,397.5,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_57
13872,13872,CanRS1,118-1,7489,4,7,4,136,20,153.8,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,7_136
13873,13873,CanRS1,118-1,1249,1,2,2,48,15,254,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_48
13874,13874,CanRS1,118-1,1554.2,1,2,4,128,10,155.8,1,4,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,2_128
13875,13875,CanRS1,118-1,2339,2,3,1,13,0,Inf,0,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,3_13
13876,13876,CanRS1,118-1,4404,3,5,2,57,20,254,1,1,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_57
13877,13877,CanRS1,118-1,5063,3,5,6,216,0,156.8,1,3,14Chg118-1,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_216
13880,13880,CanRS1,118-2,3841.1,2,4,6,204,0,208.1,1,6,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,4_204
13885,13885,CanRS1,118-2,5226,3,5,8,257,10,352,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_257
13886,13886,CanRS1,118-2,5228,3,5,8,257,10,522,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_257
13888,13888,CanRS1,118-2,5229,3,5,8,257,10,Inf,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_257
13891,13891,CanRS1,118-2,5352,3,5,8,286,0,109.5,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_286
13892,13892,CanRS1,118-2,5356,3,5,8,286,0,397.5,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_286
13893,13893,CanRS1,118-2,878.1,1,1,8,260,0,342.5,1,3,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_260
13894,13894,CanRS1,118-2,4260.1,3,5,1,21,15,254,1,4,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_21
13896,13896,CanRS1,118-2,4261,3,5,1,21,15,303.8,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,5_21
13904,13904,CanRS1,118-2,108,1,1,1,31,15,246,1,1,14Chg118-2,11/10/14,Chg,ecoast,Chg_16,landrace,Chigole,Backyard,Fresh,1_31
