"","X.1","sampleid","line","X","rep","run","shelf","plate","trt","end","status","viable","number","pedigree","planting.date","landrace.abb","region","pop","population.type","landrace.name","cultivation","main.use","uniqueplate"
"547",547,"CanAnil1","75-1",2538,2,"3",1,8,15,255,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_8"
"548",548,"CanAnil1","75-1",2551.1,2,"3",1,11,0,206.8,1,1,6,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_11"
"549",549,"CanAnil1","75-1",212.1,1,"1",2,54,15,342.1,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_54"
"550",550,"CanAnil1","75-1",2540,2,"3",1,8,15,158,1,1,6,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_8"
"551",551,"CanAnil1","75-1",3122,2,"3",6,184,10,205.6,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"552",552,"CanAnil1","75-1",5807.1,3,"5",6,207,10,207,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_207"
"553",553,"CanAnil1","75-1",5807,3,"5",6,207,10,207,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_207"
"554",554,"CanAnil1","75-1",11,1,"1",1,3,10,150.3,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_3"
"555",555,"CanAnil1","75-1",6930.6,4,"7",1,7,15,503,0,1,9,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_7"
"556",556,"CanAnil1","75-1",5454.1,3,"5",3,76,20,254,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_76"
"557",557,"CanAnil1","75-1",85,1,"1",1,22,0,389.9,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_22"
"558",558,"CanAnil1","75-1",5484.2,3,"5",3,86,15,109.5,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_86"
"560",560,"CanAnil1","75-1",2551.5,2,"3",1,11,0,206.8,1,1,6,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_11"
"561",561,"CanAnil1","75-1",7714.7,4,"7",9,305,20,503,0,1,8,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_305"
"562",562,"CanAnil1","75-1",626,1,"1",5,157,20,542.5,0,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_157"
"563",563,"CanAnil1","75-1",213,1,"1",2,54,15,542.5,0,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_54"
"564",564,"CanAnil1","75-1",212,1,"1",2,54,15,342.1,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_54"
"565",565,"CanAnil1","75-1",3122.1,2,"3",6,184,10,205.6,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"566",566,"CanAnil1","75-1",5808,3,"5",6,207,10,254,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_207"
"567",567,"CanAnil1","75-1",5486.1,3,"5",3,86,15,207,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_86"
"568",568,"CanAnil1","75-1",2540.3,2,"3",1,8,15,158,1,1,6,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_8"
"569",569,"CanAnil1","75-1",5455,3,"5",3,76,20,303.8,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_76"
"570",570,"CanAnil1","75-1",84.1,1,"1",1,22,0,246,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_22"
"572",572,"CanAnil1","75-1",5484,3,"5",3,86,15,109.5,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_86"
"575",575,"CanAnil1","75-2",1534.1,1,"2",3,79,20,156,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"576",576,"CanAnil1","75-2",1730.1,1,"2",4,126,10,542.5,0,0,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_126"
"582",582,"CanAnil1","75-2",1728,1,"2",4,126,10,395.7,1,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_126"
"583",583,"CanAnil1","75-2",1730,1,"2",4,126,10,542.5,0,0,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_126"
"585",585,"CanAnil1","75-2",4251.1,2,"3",7,252,0,496,0,0,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"588",588,"CanAnil1","75-2",2531.1,2,"3",1,5,10,496,0,0,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"589",589,"CanAnil1","75-2",2531,2,"3",1,5,10,496,0,0,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"590",590,"CanAnil1","75-2",2530.5,2,"3",1,5,10,158,1,1,7,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"591",591,"CanAnil1","75-2",6542.1,3,"6",6,191,15,215.7,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"594",594,"CanAnil1","75-2",1824.3,1,"2",5,150,15,107.6,1,1,5,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"597",597,"CanAnil1","75-2",1824,1,"2",5,150,15,107.6,1,1,5,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"598",598,"CanAnil1","75-2",6543.1,3,"6",6,191,15,264.1,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"601",601,"CanAnil1","75-2",1539,1,"2",3,79,20,542.5,0,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"602",602,"CanAnil1","75-2",1535,1,"2",3,79,20,206.1,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"606",606,"CanAnil1","75-2",4248,2,"3",7,252,0,398.2,1,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"615",615,"CanAnil1","75-2",2530.6,2,"3",1,5,10,158,1,1,7,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"617",617,"CanAnil1","75-2",2530.1,2,"3",1,5,10,158,1,1,7,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"619",619,"CanAnil1","75-2",4249.1,2,"3",7,252,0,206.4,1,1,3,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"620",620,"CanAnil1","75-2",1826.1,1,"2",5,150,15,205.8,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"622",622,"CanAnil1","75-1",3123.2,2,"3",6,184,10,156.8,1,1,5,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"623",623,"CanAnil1","75-1",7714,4,"7",9,305,20,503,0,1,8,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_305"
"624",624,"CanAnil1","75-1",84,1,"1",1,22,0,246,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_22"
"625",625,"CanAnil1","75-1",83.2,1,"1",1,22,0,198.1,1,1,4,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_22"
"626",626,"CanAnil1","75-1",3124.1,2,"3",6,184,10,496,0,0,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"628",628,"CanAnil1","75-1",5805.1,3,"5",6,207,10,109.5,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_207"
"630",630,"CanAnil1","75-1",5486,3,"5",3,86,15,207,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_86"
"631",631,"CanAnil1","75-1",3123.4,2,"3",6,184,10,156.8,1,1,5,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"632",632,"CanAnil1","75-1",4795,3,"5",3,76,20,522,0,0,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_76"
"633",633,"CanAnil1","75-1",3123,2,"3",6,184,10,156.8,1,1,5,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_184"
"634",634,"CanAnil1","75-1",4795.1,3,"5",3,76,20,522,0,0,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_76"
"635",635,"CanAnil1","75-1",7437,4,"7",5,179,10,107.3,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_179"
"638",638,"CanAnil1","75-1",83,1,"1",1,22,0,198.1,1,1,4,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","1_22"
"640",640,"CanAnil1","75-1",5454.2,3,"5",3,76,20,254,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_76"
"641",641,"CanAnil1","75-1",7439.1,4,"7",5,179,10,396,1,1,5,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","7_179"
"644",644,"CanAnil1","75-2",4250,2,"3",7,252,0,157.6,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"645",645,"CanAnil1","75-2",4251,2,"3",7,252,0,496,0,0,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"646",646,"CanAnil1","75-2",1727,1,"2",4,126,10,205.8,1,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_126"
"647",647,"CanAnil1","75-2",6541.3,3,"6",6,191,15,168,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"654",654,"CanAnil1","75-2",1726,1,"2",4,126,10,155.8,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_126"
"655",655,"CanAnil1","75-2",1726.1,1,"2",4,126,10,155.8,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_126"
"657",657,"CanAnil1","75-2",1534,1,"2",3,79,20,156,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"662",662,"CanAnil1","75-2",4250.1,2,"3",7,252,0,157.6,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"663",663,"CanAnil1","75-2",4250.2,2,"3",7,252,0,157.6,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"665",665,"CanAnil1","75-2",1724,1,"2",4,126,10,59.9,1,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_126"
"666",666,"CanAnil1","75-2",6541.1,3,"6",6,191,15,168,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"667",667,"CanAnil1","75-2",4249,2,"3",7,252,0,206.4,1,1,3,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"672",672,"CanAnil1","75-2",6541.2,3,"6",6,191,15,168,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"676",676,"CanAnil1","75-2",1824.1,1,"2",5,150,15,107.6,1,1,5,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"678",678,"CanAnil1","75-2",1725,1,"2",4,126,10,107.8,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_126"
"679",679,"CanAnil1","75-2",6542,3,"6",6,191,15,215.7,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"680",680,"CanAnil1","75-2",4250.3,2,"3",7,252,0,157.6,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"681",681,"CanAnil1","75-2",6541,3,"6",6,191,15,168,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"682",682,"CanAnil1","75-2",6543,3,"6",6,191,15,264.1,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"684",684,"CanAnil1","75-2",1534.2,1,"2",3,79,20,156,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"685",685,"CanAnil1","75-2",1536,1,"2",3,79,20,253.8,1,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"689",689,"CanAnil1","75-2",1538,1,"2",3,79,20,395.9,1,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"690",690,"CanAnil1","75-2",1725.1,1,"2",4,126,10,107.8,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_126"
"692",692,"CanAnil1","75-2",1729,1,"2",4,126,10,542.5,0,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_126"
"694",694,"CanAnil1","75-2",1534.3,1,"2",3,79,20,156,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"702",702,"CanAnil1","75-2",2530.4,2,"3",1,5,10,158,1,1,7,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"703",703,"CanAnil1","75-2",2530,2,"3",1,5,10,158,1,1,7,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"705",705,"CanAnil1","75-2",1824.2,1,"2",5,150,15,107.6,1,1,5,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"713",713,"CanAnil1","75-2",1535.1,1,"2",3,79,20,206.1,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"714",714,"CanAnil1","75-2",1537,1,"2",3,79,20,302.9,1,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_79"
"715",715,"CanAnil1","75-2",4249.2,2,"3",7,252,0,206.4,1,1,3,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_252"
"721",721,"CanAnil1","75-2",2530.2,2,"3",1,5,10,158,1,1,7,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"722",722,"CanAnil1","75-2",5113,3,"6",6,191,15,528,0,0,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"729",729,"CanAnil1","75-2",2530.3,2,"3",1,5,10,158,1,1,7,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"730",730,"CanAnil1","75-2",1826.3,1,"2",5,150,15,205.8,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"734",734,"CanAnil1","75-2",2529,2,"3",1,5,10,206.8,1,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_5"
"737",737,"CanAnil1","75-2",1824.4,1,"2",5,150,15,107.6,1,1,5,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"738",738,"CanAnil1","75-2",5113.1,3,"6",6,191,15,528,0,0,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","6_191"
"739",739,"CanAnil1","75-2",1825,1,"2",5,150,15,155.6,1,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"743",743,"CanAnil1","75-2",1826,1,"2",5,150,15,205.8,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"745",745,"CanAnil1","75-2",1826.2,1,"2",5,150,15,205.8,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_150"
"753",753,"CanAnil2","76-1",2111,1,"2",7,223,15,542.5,0,1,1,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_223"
"754",754,"CanAnil2","76-1",5893.3,3,"5",7,245,10,109.5,1,1,9,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_245"
"756",756,"CanAnil2","76-1",4309.3,2,"3",8,270,15,157.1,1,1,8,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_270"
"757",757,"CanAnil2","76-1",5962,3,"5",8,266,20,156.8,1,1,1,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_266"
"758",758,"CanAnil2","76-1",8157,4,"8",4,124,0,65.8,1,1,3,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","8_124"
"759",759,"CanAnil2","76-1",5893.4,3,"5",7,245,10,109.5,1,1,9,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_245"
"760",760,"CanAnil2","76-1",2110.6,1,"2",7,223,15,107.4,1,1,8,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_223"
"761",761,"CanAnil2","76-1",8073.3,4,"8",3,101,10,114.2,1,1,7,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","8_101"
"762",762,"CanAnil2","76-1",4214.3,2,"3",7,238,0,157.6,1,1,4,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_238"
"763",763,"CanAnil2","76-1",5961.2,3,"5",8,266,20,109.5,1,1,6,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_266"
"764",764,"CanAnil2","76-1",5893.6,3,"5",7,245,10,109.5,1,1,9,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_245"
"765",765,"CanAnil2","76-1",8074,4,"8",3,101,10,163.7,1,1,1,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","8_101"
"766",766,"CanAnil2","76-1",4310,2,"3",8,270,15,60,1,1,1,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_270"
"768",768,"CanAnil2","76-1",4309.7,2,"3",8,270,15,157.1,1,1,8,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_270"
"769",769,"CanAnil2","76-1",5961.4,3,"5",8,266,20,109.5,1,1,6,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_266"
"770",770,"CanAnil2","76-1",2042,1,"2",6,206,10,107.5,1,1,2,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_206"
"771",771,"CanAnil2","76-1",5893,3,"5",7,245,10,109.5,1,1,9,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_245"
"772",772,"CanAnil2","76-1",4309.4,2,"3",8,270,15,157.1,1,1,8,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_270"
"773",773,"CanAnil2","76-1",4304.2,2,"3",8,268,10,60,1,1,6,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_268"
"774",774,"CanAnil2","76-1",5893.5,3,"5",7,245,10,109.5,1,1,9,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_245"
"775",775,"CanAnil2","76-1",5863,3,"5",7,234,15,61.8,1,1,3,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_234"
"776",776,"CanAnil2","76-1",7895.3,4,"8",2,49,15,114.2,1,1,8,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","8_49"
"777",777,"CanAnil2","76-1",1759.2,1,"2",4,134,0,107.8,1,1,7,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_134"
"778",778,"CanAnil2","76-1",8612.5,4,"8",8,270,20,114.2,1,1,7,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","8_270"
"780",780,"CanAnil2","76-1",2110.4,1,"2",7,223,15,107.4,1,1,8,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_223"
"781",781,"CanAnil2","76-1",4309,2,"3",8,270,15,157.1,1,1,8,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_270"
"782",782,"CanAnil2","76-1",5893.1,3,"5",7,245,10,109.5,1,1,9,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_245"
"783",783,"CanAnil2","76-1",2090.1,1,"2",7,218,20,155.4,1,1,3,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_218"
"784",784,"CanAnil2","76-1",5865.1,3,"5",7,234,15,156.8,1,1,2,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_234"
"786",786,"CanAnil2","76-1",2089.4,1,"2",7,218,20,107.4,1,1,6,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_218"
"787",787,"CanAnil2","76-1",5961.5,3,"5",8,266,20,109.5,1,1,6,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","5_266"
"788",788,"CanAnil2","76-1",4214,2,"3",7,238,0,157.6,1,1,4,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_238"
"789",789,"CanAnil2","76-1",4309.6,2,"3",8,270,15,157.1,1,1,8,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_270"
"790",790,"CanAnil2","76-1",8075,4,"8",3,101,10,500,0,0,2,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","8_101"
"791",791,"CanAnil2","76-1",8073.2,4,"8",3,101,10,114.2,1,1,7,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","8_101"
"792",792,"CanAnil2","76-1",2110.7,1,"2",7,223,15,107.4,1,1,8,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_223"
"793",793,"CanAnil2","76-1",4309.2,2,"3",8,270,15,157.1,1,1,8,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_270"
"794",794,"CanAnil2","76-1",2090.2,1,"2",7,218,20,155.4,1,1,3,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_218"
"796",796,"CanAnil2","76-1",8073,4,"8",3,101,10,114.2,1,1,7,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","8_101"
"798",798,"CanAnil2","76-1",2041,1,"2",6,206,10,59.6,1,1,1,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","2_206"
"799",799,"CanAnil2","76-1",7895,4,"8",2,49,15,114.2,1,1,8,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","8_49"
"801",801,"CanAnil2","76-1",4309.5,2,"3",8,270,15,157.1,1,1,8,"14CRo76-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry","3_270"
