"","X.1","sampleid","line","X","rep","run","shelf","plate","trt","end","status","viable","number","pedigree","planting.date","landrace.abb","region","pop","population.type","landrace.name","cultivation","main.use","uniqueplate"
"16920",16920,"CanStaCruz11","170-1",6487.4,3,"6",5,167,20,168,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_167"
"16921",16921,"CanStaCruz11","170-1",6466.3,3,"6",5,159,15,120,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_159"
"16925",16925,"CanStaCruz11","170-1",5078.1,3,"6",5,159,15,528,0,0,2,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_159"
"16934",16934,"CanStaCruz11","170-1",5088,3,"6",5,167,20,528,0,0,1,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_167"
"16939",16939,"CanStaCruz11","170-1",6466.5,3,"6",5,159,15,120,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_159"
"16948",16948,"CanStaCruz11","170-1",5078,3,"6",5,159,15,528,0,0,2,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_159"
"16949",16949,"CanStaCruz11","170-1",76.1,1,"1",1,20,20,542.5,0,0,2,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_20"
"16952",16952,"CanStaCruz11","170-1",6466,3,"6",5,159,15,120,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_159"
"16953",16953,"CanStaCruz11","170-1",1172.2,1,"1",9,306,0,150.7,1,1,4,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_306"
"16956",16956,"CanStaCruz11","170-1",1168.4,1,"1",9,305,15,150.7,1,1,5,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_305"
"16961",16961,"CanStaCruz11","170-1",73.2,1,"1",1,20,20,198.1,1,1,3,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_20"
"16962",16962,"CanStaCruz11","170-1",6488,3,"6",5,167,20,215.7,1,1,2,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_167"
"16964",16964,"CanStaCruz11","170-1",76,1,"1",1,20,20,542.5,0,0,2,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_20"
"16966",16966,"CanStaCruz11","170-1",1171.2,1,"1",9,306,0,102.3,1,1,4,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_306"
"16968",16968,"CanStaCruz11","170-1",1170,1,"1",9,305,15,542.5,0,0,1,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_305"
"16975",16975,"CanStaCruz11","170-1",74.2,1,"1",1,20,20,246,1,1,4,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_20"
"16976",16976,"CanStaCruz11","170-1",75,1,"1",1,20,20,294.9,1,1,1,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_20"
"16982",16982,"CanStaCruz11","170-1",6467,3,"6",5,159,15,168,1,1,1,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_159"
"16990",16990,"CanStaCruz11","170-1",1172,1,"1",9,306,0,150.7,1,1,4,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_306"
"16992",16992,"CanStaCruz11","170-1",1167,1,"1",9,305,15,102.3,1,1,2,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_305"
"16996",16996,"CanStaCruz11","170-1",1167.1,1,"1",9,305,15,102.3,1,1,2,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_305"
"16997",16997,"CanStaCruz11","170-1",74,1,"1",1,20,20,246,1,1,4,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_20"
"16998",16998,"CanStaCruz11","170-1",6487.6,3,"6",5,167,20,168,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_167"
"16999",16999,"CanStaCruz11","170-1",74.1,1,"1",1,20,20,246,1,1,4,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_20"
"17000",17000,"CanStaCruz11","170-1",1172.3,1,"1",9,306,0,150.7,1,1,4,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_306"
"17001",17001,"CanStaCruz11","170-1",1168,1,"1",9,305,15,150.7,1,1,5,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_305"
"17003",17003,"CanStaCruz11","170-1",1168.2,1,"1",9,305,15,150.7,1,1,5,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_305"
"17004",17004,"CanStaCruz11","170-1",73.1,1,"1",1,20,20,198.1,1,1,3,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_20"
"17006",17006,"CanStaCruz11","170-1",1168.3,1,"1",9,305,15,150.7,1,1,5,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_305"
"17010",17010,"CanStaCruz11","170-1",6487.2,3,"6",5,167,20,168,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_167"
"17011",17011,"CanStaCruz11","170-1",1169,1,"1",9,305,15,198.6,1,1,2,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_305"
"17021",17021,"CanStaCruz11","170-1",6466.6,3,"6",5,159,15,120,1,1,7,"14CAg170-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","6_159"
"17033",17033,"CanStaCruz14","173-1",1114,1,"1",8,288,15,542.5,0,0,2,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_288"
"17034",17034,"CanStaCruz14","173-1",1113.5,1,"1",8,288,15,150.7,1,1,8,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_288"
"17092",17092,"CanStaCruz14","173-1",1114.1,1,"1",8,288,15,542.5,0,0,2,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_288"
"17101",17101,"CanStaCruz14","173-2",806.1,1,"1",6,207,20,542.5,0,0,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_207"
"17103",17103,"CanStaCruz14","173-2",441,1,"1",4,113,15,102,1,1,1,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_113"
"17105",17105,"CanStaCruz14","173-2",195,1,"1",2,50,0,295,1,1,1,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_50"
"17108",17108,"CanStaCruz14","173-2",445,1,"1",4,113,15,542.5,0,1,1,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_113"
"17109",17109,"CanStaCruz14","173-2",8339,4,"8",6,186,15,114.2,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_186"
"17113",17113,"CanStaCruz14","173-2",443.2,1,"1",4,113,15,198.3,1,1,3,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_113"
"17117",17117,"CanStaCruz14","173-2",442,1,"1",4,113,15,150.5,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_113"
"17119",17119,"CanStaCruz14","173-2",446.1,1,"1",4,113,15,542.5,0,0,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_113"
"17128",17128,"CanStaCruz14","173-2",446,1,"1",4,113,15,542.5,0,0,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_113"
"17138",17138,"CanStaCruz14","173-2",443,1,"1",4,113,15,198.3,1,1,3,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_113"
"17140",17140,"CanStaCruz14","173-2",198,1,"1",2,50,0,542.5,0,0,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_50"
"17142",17142,"CanStaCruz14","173-2",802,1,"1",6,207,20,295.3,1,1,3,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_207"
"17147",17147,"CanStaCruz14","173-1",460,1,"1",4,116,20,342.3,1,1,1,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_116"
"17148",17148,"CanStaCruz14","173-1",461,1,"1",4,116,20,542.5,0,1,1,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_116"
"17149",17149,"CanStaCruz14","173-1",1113.1,1,"1",8,288,15,150.7,1,1,8,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_288"
"17172",17172,"CanStaCruz14","173-1",459.1,1,"1",4,116,20,295.1,1,1,2,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_116"
"17173",17173,"CanStaCruz14","173-1",459,1,"1",4,116,20,295.1,1,1,2,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_116"
"17174",17174,"CanStaCruz14","173-1",458.3,1,"1",4,116,20,246.1,1,1,5,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_116"
"17177",17177,"CanStaCruz14","173-1",458.2,1,"1",4,116,20,246.1,1,1,5,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_116"
"17183",17183,"CanStaCruz14","173-1",458.4,1,"1",4,116,20,246.1,1,1,5,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_116"
"17187",17187,"CanStaCruz14","173-1",1113.2,1,"1",8,288,15,150.7,1,1,8,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_288"
"17199",17199,"CanStaCruz14","173-1",1113.6,1,"1",8,288,15,150.7,1,1,8,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_288"
"17205",17205,"CanStaCruz14","173-1",1113.7,1,"1",8,288,15,150.7,1,1,8,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_288"
"17208",17208,"CanStaCruz14","173-1",458,1,"1",4,116,20,246.1,1,1,5,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_116"
"17209",17209,"CanStaCruz14","173-1",457,1,"1",4,116,20,198.3,1,1,1,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_116"
"17210",17210,"CanStaCruz14","173-1",1113,1,"1",8,288,15,150.7,1,1,8,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_288"
"17211",17211,"CanStaCruz14","173-1",1113.3,1,"1",8,288,15,150.7,1,1,8,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_288"
"17212",17212,"CanStaCruz14","173-1",458.1,1,"1",4,116,20,246.1,1,1,5,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_116"
"17216",17216,"CanStaCruz14","173-1",1113.4,1,"1",8,288,15,150.7,1,1,8,"14CAg173-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_288"
"17220",17220,"CanStaCruz14","173-2",8341,4,"8",6,186,15,258,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_186"
"17221",17221,"CanStaCruz14","173-2",192.1,1,"1",2,50,0,150.4,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_50"
"17231",17231,"CanStaCruz14","173-2",198.1,1,"1",2,50,0,542.5,0,0,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_50"
"17233",17233,"CanStaCruz14","173-2",193.1,1,"1",2,50,0,198.2,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_50"
"17244",17244,"CanStaCruz14","173-2",8341.1,4,"8",6,186,15,258,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_186"
"17246",17246,"CanStaCruz14","173-2",8342,4,"8",6,186,15,356.8,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_186"
"17247",17247,"CanStaCruz14","173-2",8342.1,4,"8",6,186,15,356.8,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_186"
"17250",17250,"CanStaCruz14","173-2",194,1,"1",2,50,0,246,1,1,1,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_50"
"17251",17251,"CanStaCruz14","173-2",801,1,"1",6,207,20,246.2,1,1,1,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_207"
"17258",17258,"CanStaCruz14","173-2",443.1,1,"1",4,113,15,198.3,1,1,3,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_113"
"17263",17263,"CanStaCruz14","173-2",802.2,1,"1",6,207,20,295.3,1,1,3,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_207"
"17267",17267,"CanStaCruz14","173-2",8343.1,4,"8",6,186,15,500,0,0,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_186"
"17271",17271,"CanStaCruz14","173-2",442.1,1,"1",4,113,15,150.5,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_113"
"17277",17277,"CanStaCruz14","173-2",802.1,1,"1",6,207,20,295.3,1,1,3,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_207"
"17284",17284,"CanStaCruz14","173-2",8340,4,"8",6,186,15,163.7,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_186"
"17288",17288,"CanStaCruz14","173-2",806,1,"1",6,207,20,542.5,0,0,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_207"
"17294",17294,"CanStaCruz14","173-2",8340.1,4,"8",6,186,15,163.7,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_186"
"17295",17295,"CanStaCruz14","173-2",8343,4,"8",6,186,15,500,0,0,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_186"
"17296",17296,"CanStaCruz14","173-2",805.1,1,"1",6,207,20,542.5,0,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_207"
"17297",17297,"CanStaCruz14","173-2",196,1,"1",2,50,0,389.9,1,1,1,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_50"
"17302",17302,"CanStaCruz14","173-2",193,1,"1",2,50,0,198.2,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_50"
"17303",17303,"CanStaCruz14","173-2",805,1,"1",6,207,20,542.5,0,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_207"
"17311",17311,"CanStaCruz14","173-2",8339.1,4,"8",6,186,15,114.2,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_186"
"17315",17315,"CanStaCruz14","173-2",803,1,"1",6,207,20,342.4,1,1,1,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_207"
"17316",17316,"CanStaCruz14","173-2",192,1,"1",2,50,0,150.4,1,1,2,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_50"
"17320",17320,"CanStaCruz14","173-2",804,1,"1",6,207,20,390.2,1,1,1,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_207"
"17321",17321,"CanStaCruz14","173-2",444,1,"1",4,113,15,246.1,1,1,1,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_113"
"17323",17323,"CanStaCruz14","173-2",197,1,"1",2,50,0,542.5,0,1,1,"14CAg173-2","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_50"
"17325",17325,"CanStaCruz15","174-1",1131,1,"1",9,293,15,150.7,1,1,8,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_293"
"17326",17326,"CanStaCruz15","174-1",3853.1,2,"4",5,165,20,160.2,1,1,8,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","4_165"
"17327",17327,"CanStaCruz15","174-1",1131.2,1,"1",9,293,15,150.7,1,1,8,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_293"
"17328",17328,"CanStaCruz15","174-1",3853.4,2,"4",5,165,20,160.2,1,1,8,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","4_165"
"17329",17329,"CanStaCruz15","174-1",8647,4,"8",8,279,15,114.2,1,1,2,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_279"
"17330",17330,"CanStaCruz15","174-1",3853,2,"4",5,165,20,160.2,1,1,8,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","4_165"
"17332",17332,"CanStaCruz15","174-1",3853.5,2,"4",5,165,20,160.2,1,1,8,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","4_165"
"17333",17333,"CanStaCruz15","174-1",3853.6,2,"4",5,165,20,160.2,1,1,8,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","4_165"
"17334",17334,"CanStaCruz15","174-1",1227,1,"1",9,323,20,295.4,1,1,1,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_323"
"17335",17335,"CanStaCruz15","174-1",1131.3,1,"1",9,293,15,150.7,1,1,8,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_293"
"17336",17336,"CanStaCruz15","174-1",1131.1,1,"1",9,293,15,150.7,1,1,8,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_293"
"17337",17337,"CanStaCruz15","174-1",5727,3,"5",6,182,15,156.8,1,1,2,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","5_182"
"17338",17338,"CanStaCruz15","174-1",1101.2,1,"1",8,285,10,150.7,1,1,5,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_285"
"17341",17341,"CanStaCruz15","174-1",3853.2,2,"4",5,165,20,160.2,1,1,8,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","4_165"
"17342",17342,"CanStaCruz15","174-1",1226,1,"1",9,323,20,246.3,1,1,1,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_323"
"17348",17348,"CanStaCruz15","174-1",8279,4,"8",5,167,20,500,0,1,1,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_167"
"17352",17352,"CanStaCruz15","174-1",8648,4,"8",8,279,15,164,1,1,3,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_279"
"17363",17363,"CanStaCruz15","174-1",8275,4,"8",5,167,20,163.7,1,1,3,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_167"
"17371",17371,"CanStaCruz15","174-1",8648.2,4,"8",8,279,15,164,1,1,3,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_279"
"17372",17372,"CanStaCruz15","174-1",3855.1,2,"4",5,165,20,497.5,0,0,2,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","4_165"
"17373",17373,"CanStaCruz15","174-1",8649.1,4,"8",8,279,15,211,1,1,2,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_279"
"17375",17375,"CanStaCruz15","174-1",8275.2,4,"8",5,167,20,163.7,1,1,3,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_167"
"17380",17380,"CanStaCruz15","174-1",1101.3,1,"1",8,285,10,150.7,1,1,5,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_285"
"17381",17381,"CanStaCruz15","174-1",8649,4,"8",8,279,15,211,1,1,2,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_279"
"17383",17383,"CanStaCruz15","174-1",1104,1,"1",8,285,10,542.5,0,0,2,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","1_285"
"17387",17387,"CanStaCruz15","174-1",8650,4,"8",8,279,15,258,1,1,1,"14CAg174-1","11/10/14","CAg","central valleys","CAg_33","landrace","Chile de Agua","Plantation","Fresh","8_279"
