rep,run,shelf,plate,line,trt,type,end,status,viable,number,notes
3,5,1,28,156-2,10,,397.5,1,1,1,
3,5,1,29,174-1,10,,109.5,1,1,3,
3,5,1,29,174-1,10,,156.75,1,1,4,
3,5,1,32,100-1,0,,156.75,1,1,1,
3,5,1,32,100-1,0,,207,1,1,5,
3,5,1,32,100-1,0,,254,1,1,2,
3,5,1,32,100-1,0,,303.75,1,1,1,
3,5,1,32,100-1,0,,352,1,1,1,
3,5,1,33,135-2,10,,109.5,1,1,2,
3,5,1,33,135-2,10,,156.75,1,1,1,
3,5,1,34,191-2,20,,156.75,1,1,1,
3,5,1,34,191-2,20,,254,1,1,2,
3,5,1,34,191-2,20,,303.75,1,1,3,
3,5,1,34,191-2,20,,397.5,1,1,1,
3,5,1,35,164-1,10,,109.5,1,1,1,
3,5,1,35,164-1,10,,156.75,1,1,2,
3,5,1,35,164-1,10,,207,1,1,2,
3,5,1,35,164-1,10,,254,1,1,1,
3,5,1,36,91-1,0,,109.5,1,1,1,
3,5,1,36,91-1,0,,156.75,1,1,1,
3,5,1,36,91-1,0,,207,1,1,2,
3,5,1,36,91-1,0,,254,1,1,1,
3,5,1,36,91-1,0,,352,1,1,1,
3,5,1,36,91-1,0,,522,1,1,1,
3,5,2,37,118-1,15,,109.5,1,1,2,
3,5,2,37,118-1,15,,156.75,1,1,4,
3,5,2,37,118-1,15,,207,1,1,2,
3,5,2,37,118-1,15,,254,1,1,1,
3,5,2,38,148-2,0,,109.5,1,1,2,disease
3,5,2,38,148-2,0,,156.75,1,1,2,disease
3,5,2,38,148-2,0,,207,1,1,1,disease
3,5,2,39,213-2,15,,109.5,1,1,1,
3,5,2,39,213-2,15,,156.75,1,1,5,
3,5,2,39,213-2,15,,207,1,1,3,
3,5,2,40,169-2,20,,156.75,1,1,1,disease
3,5,2,40,169-2,20,,207,1,1,3,disease
3,5,2,41,91-1,15,,156.75,1,1,2,
3,5,2,41,91-1,15,,207,1,1,3,
3,5,2,41,91-1,15,,254,1,1,1,
3,5,2,41,91-1,15,,522,1,1,2,
3,5,2,42,139-2,15,,109.5,1,1,1,
3,5,2,42,139-2,15,,156.75,1,1,2,
3,5,2,42,139-2,15,,207,1,1,2,
3,5,2,44,130-2,0,,109.5,1,1,2,
3,5,2,44,130-2,0,,207,1,1,1,
3,5,2,45,133-1,10,,109.5,1,1,1,
3,5,2,45,133-1,10,,156.75,1,1,1,
3,5,2,45,133-1,10,,207,1,1,1,
3,5,2,46,91-1,10,,109.5,1,1,2,
3,5,2,46,91-1,10,,207,1,1,3,
3,5,2,46,91-1,10,,254,1,1,3,
3,5,2,46,91-1,10,,303.75,1,1,1,
3,5,2,46,91-1,10,,397.5,1,1,1,
3,5,2,48,107-1,20,,207,1,1,1,disease
3,5,2,48,107-1,20,,254,1,1,3,disease
3,5,2,48,107-1,20,,352,1,1,1,disease
3,5,2,49,76-1,0,,61.75,1,1,2,
3,5,2,49,76-1,0,,109.5,1,1,4,
3,5,2,49,76-1,0,,207,1,1,1,
3,5,2,51,185-2,10,,156.75,1,1,2,
3,5,2,51,185-2,10,,207,1,1,4,
3,5,2,51,185-2,10,,254,1,1,3,
3,5,2,52,191-2,15,,156.75,1,1,1,
3,5,2,52,191-2,15,,207,1,1,3,
3,5,2,52,191-2,15,,254,1,1,3,
3,5,2,52,191-2,15,,303.75,1,1,2,
3,5,2,53,134-2,15,,109.5,1,1,1,
3,5,2,53,134-2,15,,156.75,1,1,2,
3,5,2,53,134-2,15,,207,1,1,3,
3,5,2,53,134-2,15,,254,1,1,2,
3,5,2,54,139-2,10,,109.5,1,1,2,
3,5,2,54,139-2,10,,156.75,1,1,1,
3,5,2,54,139-2,10,,207,1,1,2,
3,5,2,54,139-2,10,,254,1,1,2,
3,5,2,55,98-2,0,,109.5,1,1,5,
3,5,2,55,98-2,0,,156.75,1,1,4,
3,5,2,56,151-2,15,,207,1,1,1,
3,5,2,56,151-2,15,,254,1,1,1,
3,5,2,57,118-1,20,,207,1,1,7,
3,5,2,57,118-1,20,,254,1,1,1,
3,5,2,57,118-1,20,,397.5,1,1,1,
3,5,2,57,118-1,20,,446,1,1,1,
3,5,2,58,148-2,15,,156.75,1,1,3,disease
3,5,2,58,148-2,15,,207,1,1,2,disease
3,5,2,59,149-2,10,,207,1,1,1,
3,5,2,59,149-2,10,,254,1,1,1,
3,5,2,59,149-2,10,,303.75,1,1,1,
3,5,2,60,208-2,20,,207,1,1,1,
3,5,2,60,208-2,20,,254,1,1,1,
3,5,2,60,208-2,20,,352,1,1,1,
3,5,2,60,208-2,20,,397.5,1,1,2,
3,5,2,63,149-1,0,,109.5,1,1,2,
3,5,2,63,149-1,0,,156.75,1,1,8,
3,5,2,64,179-1,10,,207,1,1,1,
3,5,2,64,179-1,10,,254,1,1,6,
3,5,2,64,179-1,10,,303.75,1,1,2,
3,5,2,64,179-1,10,,352,1,1,1,
3,5,2,66,98-2,10,,61.75,1,1,6,
3,5,2,66,98-2,10,,109.5,1,1,2,
3,5,2,66,98-2,10,,156.75,1,1,2,
3,5,2,67,104-1,20,,303.75,1,1,2,
3,5,2,68,126-2,15,,254,1,1,1,
3,5,2,68,126-2,15,,352,1,1,1,
3,5,2,68,126-2,15,,397.5,1,1,2,
3,5,2,68,126-2,15,,446,1,1,1,
3,5,2,68,126-2,15,,522,1,1,1,
3,5,2,69,168-2,15,,109.5,1,1,1,
3,5,2,69,168-2,15,,156.75,1,1,4,
3,5,2,69,168-2,15,,254,1,1,4,
3,5,2,70,191-2,0,,207,1,1,1,
3,5,2,70,191-2,0,,254,1,1,2,
3,5,2,70,191-2,0,,352,1,1,1,
3,5,2,71,208-2,15,,207,1,1,2,
3,5,2,71,208-2,15,,254,1,1,2,
3,5,2,71,208-2,15,,303.75,1,1,1,
3,5,2,71,208-2,15,,352,1,1,1,
3,5,2,71,208-2,15,,446,1,1,2,
3,5,2,72,148-1,10,,207,1,1,2,
3,5,2,72,148-1,10,,254,1,1,1,
3,5,3,74,Johnny's,15,,254,1,1,1,
3,5,3,74,Johnny's,15,,303.75,1,1,2,
3,5,3,75,164-2,15,,352,1,1,1,disease
3,5,3,76,75-1,20,,207,1,1,2,
3,5,3,76,75-1,20,,254,1,1,3,
3,5,3,76,75-1,20,,303.75,1,1,1,
3,5,3,77,164-1,20,,156.75,1,1,1,
3,5,3,77,164-1,20,,207,1,1,5,
3,5,3,77,164-1,20,,254,1,1,1,
3,5,3,78,215-2,10,,109.5,1,1,1,
3,5,3,78,215-2,10,,156.75,1,1,1,
3,5,3,79,133-1,15,,156.75,1,1,1,
3,5,3,79,133-1,15,,207,1,1,2,
3,5,3,80,77-2,0,,61.75,1,1,1,
3,5,3,80,77-2,0,,109.5,1,1,1,
3,5,3,80,77-2,0,,156.75,1,1,6,
3,5,3,80,77-2,0,,207,1,1,1,
3,5,3,81,177-2,10,,109.5,1,1,3,
3,5,3,81,177-2,10,,156.75,1,1,3,
3,5,3,81,177-2,10,,303.75,1,1,1,
3,5,3,82,100-1,15,,109.5,1,1,1,
3,5,3,82,100-1,15,,156.75,1,1,1,
3,5,3,82,100-1,15,,207,1,1,3,
3,5,3,82,100-1,15,,254,1,1,3,
3,5,3,82,100-1,15,,397.5,1,1,1,
3,5,3,83,100-1,20,,156.75,1,1,1,
3,5,3,83,100-1,20,,207,1,1,2,
3,5,3,83,100-1,20,,254,1,1,1,
3,5,3,84,174-2,10,,109.5,1,1,2,
3,5,3,84,174-2,10,,156.75,1,1,3,
3,5,3,85,107-1,10,,109.5,1,1,1,
3,5,3,85,107-1,10,,156.75,1,1,2,
3,5,3,85,107-1,10,,207,1,1,4,
3,5,3,85,107-1,10,,254,1,1,1,
3,5,3,86,75-1,15,,109.5,1,1,3,
3,5,3,86,75-1,15,,156.75,1,1,2,
3,5,3,86,75-1,15,,207,1,1,2,
3,5,3,86,75-1,15,,254,1,1,1,
3,5,3,86,75-1,15,,303.75,1,1,1,
3,5,3,87,177-1,20,,109.5,1,1,1,
3,5,3,87,177-1,20,,156.75,1,1,3,
3,5,3,87,177-1,20,,207,1,1,1,
3,5,3,87,177-1,20,,303.75,1,1,1,disease
3,5,3,88,148-1,0,,207,1,1,1,
3,5,3,89,167-1,10,,109.5,1,1,2,
3,5,3,89,167-1,10,,207,1,1,1,
3,5,3,90,79-2,15,,109.5,1,1,7,
3,5,3,90,79-2,15,,156.75,1,1,3,
3,5,3,91,84-1,0,,61.75,1,1,2,
3,5,3,91,84-1,0,,109.5,1,1,3,
3,5,3,91,84-1,0,,156.75,1,1,3,
3,5,3,92,149-2,0,,207,1,1,2,
3,5,3,93,218-1,0,,109.5,1,1,8,
3,5,3,93,218-1,0,,156.75,1,1,1,
3,5,3,94,137-1,15,,109.5,1,1,4,
3,5,3,94,137-1,15,,156.75,1,1,1,
3,5,3,95,142-2,10,,109.5,1,1,2,
3,5,3,95,142-2,10,,156.75,1,1,2,
3,5,3,95,142-2,10,,207,1,1,1,
3,5,3,96,Johnny's,10,,207,1,1,2,
3,5,3,96,Johnny's,10,,254,1,1,2,
3,5,3,96,Johnny's,10,,352,1,1,1,disease
3,5,3,96,Johnny's,10,,522,1,1,1,
3,5,3,98,219-2,10,,156.75,1,1,1,
3,5,3,98,219-2,10,,207,1,1,1,
3,5,3,98,219-2,10,,254,1,1,2,
3,5,3,98,219-2,10,,303.75,1,1,2,
3,5,3,99,168-2,20,,156.75,1,1,3,
3,5,3,99,168-2,20,,207,1,1,3,
3,5,3,99,168-2,20,,254,1,1,2,
3,5,3,101,125-1,10,,207,1,1,5,
3,5,3,101,125-1,10,,254,1,1,1,
3,5,3,101,125-1,10,,303.75,1,1,3,
3,5,3,101,125-1,10,,397.5,1,1,1,
3,5,3,102,80-1,15,,109.5,1,1,9,
3,5,3,103,118-2,20,,156.75,1,1,2,
3,5,3,103,118-2,20,,207,1,1,5,
3,5,3,103,118-2,20,,254,1,1,2,
3,5,3,104,218-1,20,,156.75,1,1,2,
3,5,3,104,218-1,20,,207,1,1,6,
3,5,3,105,181-1,10,,61.75,1,1,1,
3,5,3,105,181-1,10,,109.5,1,1,2,
3,5,3,105,181-1,10,,156.75,1,1,5,
3,5,3,105,181-1,10,,207,1,1,1,
3,5,3,105,181-1,10,,254,1,1,1,
3,5,3,106,100-1,20,,156.75,1,1,2,
3,5,3,106,100-1,20,,207,1,1,2,
3,5,3,106,100-1,20,,352,1,1,1,
3,5,3,107,Johnny's,10,,303.75,1,1,1,
3,5,3,107,Johnny's,10,,522,1,1,2,
3,5,3,108,106-1,20,,156.75,1,1,1,
3,5,3,108,106-1,20,,207,1,1,1,
3,5,4,111,179-1,20,,156.75,1,1,6,
3,5,4,111,179-1,20,,254,1,1,1,
3,5,4,112,219-2,0,,207,1,1,1,
3,5,4,113,156-2,15,,397.5,1,1,3,
3,5,4,113,156-2,15,,522,1,1,2,
3,5,4,114,80-1,10,,109.5,1,1,5,
3,5,4,115,100-1,0,,109.5,1,1,1,
3,5,4,115,100-1,0,,156.75,1,1,2,
3,5,4,115,100-1,0,,207,1,1,3,
3,5,4,115,100-1,0,,254,1,1,3,
3,5,4,116,107-1,0,,156.75,1,1,1,
3,5,4,116,107-1,0,,254,1,1,4,
3,5,4,116,107-1,0,,303.75,1,1,4,
3,5,4,116,107-1,0,,352,1,1,1,
3,5,4,117,125-2,10,,109.5,1,1,1,
3,5,4,117,125-2,10,,156.75,1,1,1,
3,5,4,117,125-2,10,,254,1,1,3,
3,5,4,117,125-2,10,,303.75,1,1,1,
3,5,4,117,125-2,10,,446,1,1,1,
3,5,4,119,153-1,20,,156.75,1,1,2,
3,5,4,119,153-1,20,,207,1,1,1,
3,5,4,120,135-2,20,,156.75,1,1,1,
3,5,4,120,135-2,20,,207,1,1,2,
3,5,4,121,183-1,15,,207,1,1,4,
3,5,4,121,183-1,15,,254,1,1,2,
3,5,4,121,183-1,15,,352,1,1,1,
3,5,4,122,174-1,0,,109.5,1,1,1,
3,5,4,122,174-1,0,,156.75,1,1,4,
3,5,4,123,142-2,15,,109.5,1,1,1,
3,5,4,123,142-2,15,,156.75,1,1,3,
3,5,4,123,142-2,15,,207,1,1,1,
3,5,4,123,142-2,15,,254,1,1,1,
3,5,4,125,91-1,20,,207,1,1,1,
3,5,4,125,91-1,20,,254,1,1,1,
3,5,4,125,91-1,20,,352,1,1,2,disease
3,5,4,126,150-1,0,,61.75,1,1,1,
3,5,4,126,150-1,0,,109.5,1,1,4,
3,5,4,127,135-1,10,,61.75,1,1,2,
3,5,4,127,135-1,10,,109.5,1,1,4,
3,5,4,127,135-1,10,,254,1,1,1,
3,5,4,127,135-1,10,,397.5,1,1,1,
3,5,4,128,88-1,20,,303.75,1,1,1,
3,5,4,128,88-1,20,,352,1,1,5,
3,5,4,128,88-1,20,,522,1,1,1,
3,5,4,129,191-2,10,,109.5,1,1,1,
3,5,4,129,191-2,10,,156.75,1,1,2,
3,5,4,129,191-2,10,,207,1,1,1,
3,5,4,129,191-2,10,,254,1,1,2,
3,5,4,130,75-1,0,,61.75,1,1,1,
3,5,4,130,75-1,0,,109.5,1,1,1,
3,5,4,130,75-1,0,,207,1,1,3,
3,5,4,130,75-1,0,,254,1,1,1,
3,5,4,130,75-1,0,,303.75,1,1,1,
3,5,4,131,125-2,0,,156.75,1,1,1,
3,5,4,131,125-2,0,,207,1,1,3,
3,5,4,131,125-2,0,,254,1,1,2,
3,5,4,134,139-2,20,,156.75,1,1,1,
3,5,4,134,139-2,20,,207,1,1,5,
3,5,4,134,139-2,20,,352,1,1,1,
3,5,4,135,173-1,15,,303.75,1,1,1,
3,5,4,136,181-1,20,,207,1,1,3,
3,5,4,136,181-1,20,,254,1,1,4,
3,5,4,137,149-2,20,,254,1,1,2,disease
3,5,4,139,135-2,0,,109.5,1,1,1,
3,5,4,139,135-2,0,,156.75,1,1,1,
3,5,4,139,135-2,0,,207,1,1,1,
3,5,4,140,124-1,10,,156.75,1,1,8,
3,5,4,140,124-1,10,,207,1,1,2,
3,5,4,141,126-2,20,,156.75,1,1,1,
3,5,4,141,126-2,20,,254,1,1,1,
3,5,4,141,126-2,20,,352,1,1,2,
3,5,4,142,146-1,15,,207,1,1,3,
3,5,4,142,146-1,15,,352,1,1,2,
3,5,4,143,106-1,0,,109.5,1,1,2,
3,5,4,143,106-1,0,,156.75,1,1,2,
3,5,4,143,106-1,0,,207,1,1,1,
3,5,4,143,106-1,0,,254,1,1,4,
3,5,4,144,143-1,20,,109.5,1,1,1,
3,5,4,144,143-1,20,,156.75,1,1,3,
3,5,5,145,219-2,15,,207,1,1,1,
3,5,5,145,219-2,15,,254,1,1,1,
3,5,5,145,219-2,15,,303.75,1,1,1,disease
3,5,5,145,219-2,15,,352,1,1,1,disease
3,5,5,146,218-2,15,,156.75,1,1,9,
3,5,5,146,218-2,15,,207,1,1,1,
3,5,5,147,98-2,20,,156.75,1,1,9,
3,5,5,148,183-1,0,,156.75,1,1,2,
3,5,5,149,107-2,10,,156.75,1,1,1,
3,5,5,149,107-2,10,,207,1,1,2,
3,5,5,149,107-2,10,,254,1,1,2,
3,5,5,149,107-2,10,,303.75,1,1,3,
3,5,5,149,107-2,10,,352,1,1,1,
3,5,5,150,181-1,15,,109.5,1,1,2,
3,5,5,150,181-1,15,,207,1,1,1,
3,5,5,150,181-1,15,,254,1,1,2,
3,5,5,150,181-1,15,,397.5,1,1,2,
3,5,5,150,181-1,15,,446,1,1,1,
3,5,5,151,185-2,20,,254,1,1,4,disease
3,5,5,152,134-2,10,,156.75,1,1,7,
3,5,5,152,134-2,10,,254,1,1,1,
3,5,5,152,134-2,10,,303.75,1,1,1,
3,5,5,153,177-2,0,,109.5,1,1,2,
3,5,5,153,177-2,0,,156.75,1,1,2,
3,5,5,153,177-2,0,,207,1,1,1,
3,5,5,154,124-1,15,,207,1,1,2,
3,5,5,154,124-1,15,,254,1,1,4,
3,5,5,154,124-1,15,,303.75,1,1,3,
3,5,5,154,124-1,15,,352,1,1,1,
3,5,5,155,77-2,10,,61.75,1,1,1,
3,5,5,155,77-2,10,,109.5,1,1,4,
3,5,5,155,77-2,10,,156.75,1,1,3,
3,5,5,156,128-1,15,,109.5,1,1,1,
3,5,5,156,128-1,15,,156.75,1,1,2,
3,5,5,156,128-1,15,,254,1,1,1,
3,5,5,157,168-2,0,,109.5,1,1,1,
3,5,5,157,168-2,0,,156.75,1,1,3,
3,5,5,157,168-2,0,,207,1,1,6,
3,5,5,158,79-2,10,,61.75,1,1,5,
3,5,5,158,79-2,10,,109.5,1,1,3,
3,5,5,158,79-2,10,,156.75,1,1,1,
3,5,5,158,79-2,10,,254,1,1,1,
3,5,5,159,107-2,15,,207,1,1,3,
3,5,5,159,107-2,15,,254,1,1,1,
3,5,5,159,107-2,15,,352,1,1,4,
3,5,5,160,139-1,10,,109.5,1,1,5,
3,5,5,161,100-1,10,,109.5,1,1,1,
3,5,5,161,100-1,10,,156.75,1,1,3,
3,5,5,161,100-1,10,,207,1,1,1,
3,5,5,161,100-1,10,,254,1,1,1,
3,5,5,161,100-1,10,,303.75,1,1,1,
3,5,5,161,100-1,10,,352,1,1,1,
3,5,5,162,173-1,10,,109.5,1,1,1,
3,5,5,162,173-1,10,,156.75,1,1,3,
3,5,5,162,173-1,10,,207,1,1,1,
3,5,5,163,129-1,10,,156.75,1,1,1,
3,5,5,164,104-1,0,,156.75,1,1,2,
3,5,5,164,104-1,0,,207,1,1,4,
3,5,5,164,104-1,0,,254,1,1,3,
3,5,5,164,104-1,0,,352,1,1,1,
3,5,5,165,185-2,0,,156.75,1,1,3,
3,5,5,165,185-2,0,,207,1,1,7,
3,5,5,166,Johnny's,20,,254,1,1,1,
3,5,5,166,Johnny's,20,,303.75,1,1,2,
3,5,5,166,Johnny's,20,,352,1,1,1,
3,5,5,167,135-1,20,,156.75,1,1,1,
3,5,5,168,177-2,15,,109.5,1,1,2,
3,5,5,168,177-2,15,,207,1,1,1,
3,5,5,168,177-2,15,,397.5,1,1,1,
3,5,5,168,177-2,15,,446,1,1,1,
3,5,5,169,167-1,15,,109.5,1,1,1,
3,5,5,169,167-1,15,,156.75,1,1,1,
3,5,5,169,167-1,15,,254,1,1,1,
3,5,5,170,151-2,0,,156.75,1,1,5,
3,5,5,171,Johnny's,0,,254,1,1,1,
3,5,5,171,Johnny's,0,,303.75,1,1,2,
3,5,5,171,Johnny's,0,,352,1,1,3,
3,5,5,171,Johnny's,0,,397.5,1,1,1,
3,5,5,171,Johnny's,0,,446,1,1,1,
3,5,5,172,179-1,0,,156.75,1,1,1,
3,5,5,172,179-1,0,,207,1,1,5,
3,5,5,172,179-1,0,,254,1,1,2,
3,5,5,172,179-1,0,,303.75,1,1,2,
3,5,5,173,139-1,0,,156.75,1,1,2,
3,5,5,173,139-1,0,,207,1,1,2,
3,5,5,173,139-1,0,,254,1,1,2,disease
3,5,5,174,151-2,10,,109.5,1,1,2,
3,5,5,174,151-2,10,,156.75,1,1,2,
3,5,5,175,167-1,0,,109.5,1,1,1,
3,5,5,175,167-1,0,,207,1,1,1,
3,5,5,176,139-1,20,,207,1,1,1,
3,5,5,176,139-1,20,,254,1,1,1,
3,5,5,176,139-1,20,,303.75,1,1,1,
3,5,5,176,139-1,20,,352,1,1,1,
3,5,5,176,139-1,20,,397.5,1,1,1,
3,5,5,177,125-2,20,,352,1,1,2,
3,5,5,177,125-2,20,,446,1,1,1,
3,5,5,177,125-2,20,,522,1,1,2,
3,5,5,179,150-1,15,,109.5,1,1,2,
3,5,5,179,150-1,15,,156.75,1,1,2,
3,5,5,180,169-2,10,,156.75,1,1,5,
3,5,6,181,149-2,15,,254,1,1,1,
3,5,6,181,149-2,15,,303.75,1,1,1,
3,5,6,181,149-2,15,,352,1,1,1,
3,5,6,181,149-2,15,,493.5,1,1,1,
3,5,6,182,174-1,15,,109.5,1,1,3,
3,5,6,182,174-1,15,,156.75,1,1,2,
3,5,6,182,174-1,15,,207,1,1,1,
3,5,6,182,174-1,15,,254,1,1,1,
3,5,6,182,174-1,15,,303.75,1,1,1,
3,5,6,183,Johnny's,0,,303.75,1,1,1,
3,5,6,183,Johnny's,0,,352,1,1,3,
3,5,6,183,Johnny's,0,,397.5,1,1,3,
3,5,6,183,Johnny's,0,,446,1,1,1,
3,5,6,183,Johnny's,0,,522,1,1,1,
3,5,6,184,98-2,15,,61.75,1,1,1,
3,5,6,184,98-2,15,,109.5,1,1,6,
3,5,6,184,98-2,15,,156.75,1,1,1,
3,5,6,185,188-1,0,,254,1,1,1,
3,5,6,185,188-1,0,,303.75,1,1,2,
3,5,6,185,188-1,0,,352,1,1,4,
3,5,6,185,188-1,0,,397.5,1,1,2,
3,5,6,185,188-1,0,,493.5,1,1,1,
3,5,6,186,181-1,0,,61.75,1,1,1,
3,5,6,186,181-1,0,,109.5,1,1,1,
3,5,6,186,181-1,0,,156.75,1,1,3,
3,5,6,186,181-1,0,,207,1,1,1,
3,5,6,186,181-1,0,,254,1,1,2,
3,5,6,186,181-1,0,,352,1,1,2,
3,5,6,188,182-1,20,,207,1,1,1,
3,5,6,188,182-1,20,,303.75,1,1,1,
3,5,6,188,182-1,20,,352,1,1,1,
3,5,6,188,182-1,20,,493.5,1,1,1,
3,5,6,189,143-1,0,,109.5,1,1,4,
3,5,6,189,143-1,0,,156.75,1,1,3,
3,5,6,189,143-1,0,,493.5,1,1,1,
3,5,6,190,148-1,20,,207,1,1,2,
3,5,6,190,148-1,20,,254,1,1,2,
3,5,6,191,104-1,10,,109.5,1,1,2,
3,5,6,191,104-1,10,,156.75,1,1,4,
3,5,6,191,104-1,10,,207,1,1,2,
3,5,6,191,104-1,10,,352,1,1,2,
3,5,6,192,107-2,0,,156.75,1,1,1,
3,5,6,192,107-2,0,,207,1,1,2,
3,5,6,192,107-2,0,,254,1,1,4,disease
3,5,6,192,107-2,0,,352,1,1,2,
3,5,6,193,149-1,15,,109.5,1,1,1,
3,5,6,193,149-1,15,,156.75,1,1,5,
3,5,6,193,149-1,15,,254,1,1,1,
3,5,6,193,149-1,15,,303.75,1,1,1,
3,5,6,194,129-1,15,,109.5,1,1,1,
3,5,6,194,129-1,15,,156.75,1,1,1,
3,5,6,194,129-1,15,,207,1,1,1,
3,5,6,195,130-2,15,,303.75,1,1,1,
3,5,6,196,Johnny's,15,,303.75,1,1,3,
3,5,6,196,Johnny's,15,,397.5,1,1,2,
3,5,6,196,Johnny's,15,,446,1,1,1,
3,5,6,196,Johnny's,15,,493.5,1,1,1,
3,5,6,197,100-1,20,,156.75,1,1,1,
3,5,6,197,100-1,20,,254,1,1,2,disease
3,5,6,197,100-1,20,,303.75,1,1,1,disease
3,5,6,197,100-1,20,,352,1,1,1,disease
3,5,6,198,183-1,10,,109.5,1,1,1,
3,5,6,198,183-1,10,,156.75,1,1,2,
3,5,6,198,183-1,10,,207,1,1,1,
3,5,6,198,183-1,10,,254,1,1,2,
3,5,6,199,84-1,10,,61.75,1,1,2,
3,5,6,199,84-1,10,,156.75,1,1,8,
3,5,6,200,142-2,0,,156.75,1,1,5,
3,5,6,200,142-2,0,,207,1,1,2,
3,5,6,200,142-2,0,,254,1,1,1,
3,5,6,201,79-2,0,,61.75,1,1,1,
3,5,6,201,79-2,0,,109.5,1,1,4,
3,5,6,201,79-2,0,,156.75,1,1,5,
3,5,6,202,204-2,10,,207,1,1,3,
3,5,6,202,204-2,10,,254,1,1,4,
3,5,6,202,204-2,10,,303.75,1,1,1,
3,5,6,202,204-2,10,,352,1,1,2,
3,5,6,203,218-1,15,,109.5,1,1,2,
3,5,6,203,218-1,15,,156.75,1,1,6,
3,5,6,203,218-1,15,,207,1,1,2,
3,5,6,205,174-2,0,,109.5,1,1,5,
3,5,6,205,174-2,0,,156.75,1,1,2,
3,5,6,206,137-1,10,,109.5,1,1,8,
3,5,6,207,75-1,10,,109.5,1,1,2,
3,5,6,207,75-1,10,,156.75,1,1,2,
3,5,6,207,75-1,10,,207,1,1,3,
3,5,6,207,75-1,10,,254,1,1,2,
3,5,6,207,75-1,10,,493.5,1,1,1,
3,5,6,208,139-1,15,,207,1,1,3,
3,5,6,209,173-2,15,,156.75,1,1,4,
3,5,6,210,146-1,20,,254,1,1,2,
3,5,6,210,146-1,20,,352,1,1,1,
3,5,6,211,100-1,20,,254,1,1,2,
3,5,6,211,100-1,20,,303.75,1,1,2,
3,5,6,211,100-1,20,,352,1,1,1,disease
3,5,6,213,148-2,20,,207,1,1,2,
3,5,6,214,167-1,20,,156.75,1,1,1,
3,5,6,215,213-2,10,,109.5,1,1,9,
3,5,6,215,213-2,10,,207,1,1,1,
3,5,6,216,118-1,0,,109.5,1,1,2,
3,5,6,216,118-1,0,,156.75,1,1,3,
3,5,6,216,118-1,0,,254,1,1,2,
3,5,6,216,118-1,0,,303.75,1,1,3,
3,5,7,217,124-1,20,,303.75,1,1,1,
3,5,7,217,124-1,20,,352,1,1,1,
3,5,7,217,124-1,20,,493.5,1,1,2,
3,5,7,218,177-1,10,,109.5,1,1,3,
3,5,7,218,177-1,10,,156.75,1,1,1,
3,5,7,218,177-1,10,,207,1,1,1,
3,5,7,219,208-2,0,,109.5,1,1,1,
3,5,7,219,208-2,0,,156.75,1,1,4,
3,5,7,219,208-2,0,,207,1,1,4,
3,5,7,219,208-2,0,,303.75,1,1,1,
3,5,7,220,81-2,0,,109.5,1,1,2,
3,5,7,220,81-2,0,,156.75,1,1,2,
3,5,7,220,81-2,0,,207,1,1,3,
3,5,7,220,81-2,0,,254,1,1,2,
3,5,7,221,135-1,15,,61.75,1,1,1,
3,5,7,221,135-1,15,,156.75,1,1,6,
3,5,7,222,125-2,15,,352,1,1,2,disease
3,5,7,223,153-2,15,,109.5,1,1,4,
3,5,7,223,153-2,15,,156.75,1,1,2,
3,5,7,223,153-2,15,,254,1,1,1,
3,5,7,225,126-2,10,,109.5,1,1,1,
3,5,7,225,126-2,10,,156.75,1,1,2,
3,5,7,225,126-2,10,,522,1,1,2,
3,5,7,226,218-2,0,,109.5,1,1,4,
3,5,7,226,218-2,0,,156.75,1,1,5,
3,5,7,226,218-2,0,,207,1,1,1,
3,5,7,227,148-1,15,,207,1,1,2,
3,5,7,227,148-1,15,,254,1,1,1,
3,5,7,229,124-1,0,,109.5,1,1,2,
3,5,7,229,124-1,0,,156.75,1,1,4,
3,5,7,229,124-1,0,,303.75,1,1,2,
3,5,7,230,80-1,0,,156.75,1,1,9,
3,5,7,230,80-1,0,,207,1,1,1,
3,5,7,231,81-2,20,,109.5,1,1,4,
3,5,7,231,81-2,20,,156.75,1,1,3,
3,5,7,231,81-2,20,,522,1,1,1,
3,5,7,232,164-1,0,,156.75,1,1,4,
3,5,7,232,164-1,0,,352,1,1,1,
3,5,7,234,76-1,15,,61.75,1,1,3,
3,5,7,234,76-1,15,,109.5,1,1,4,
3,5,7,234,76-1,15,,156.75,1,1,2,
3,5,7,235,134-2,10,,207,1,1,6,
3,5,7,235,134-2,10,,254,1,1,1,
3,5,7,235,134-2,20,,397.5,1,1,1,
3,5,7,237,130-2,20,,207,1,1,3,
3,5,7,238,183-1,20,,207,1,1,1,
3,5,7,238,183-1,20,,254,1,1,2,
3,5,7,238,183-1,20,,352,1,1,1,disease
3,5,7,239,88-1,0,,61.75,1,1,1,
3,5,7,239,88-1,0,,109.5,1,1,1,
3,5,7,239,88-1,0,,156.75,1,1,5,
3,5,7,239,88-1,0,,207,1,1,1,
3,5,7,239,88-1,0,,254,1,1,1,
3,5,7,239,88-1,0,,352,1,1,1,
3,5,7,240,100-1,20,,156.75,1,1,2,
3,5,7,240,100-1,20,,207,1,1,1,
3,5,7,240,100-1,20,,254,1,1,4,
3,5,7,240,100-1,10,,352,1,1,3,
3,5,7,241,84-1,20,,61.75,1,1,1,
