,sampleid,line,rep,run,shelf,plate,trt,read.time,start,end,start.count,end.count,germinated,notes,pedigree,planting.date,landrace.abb,loc_id,region,pop,population.type,landrace.name,cultivation,main.use
2266,CanStaCruz14,173-2,1,1,2,50,0,1/20/16 8:30,0,54,0,0,0,,14CAg173-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2264,CanStaCruz14,173-2,1,1,2,50,0,1/22/16 8:27,54,101.95,0,0,0,,14CAg173-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2240,CanStaCruz14,173-2,1,1,2,50,0,1/24/16 8:54,101.95,150.4,0,2,2,,14CAg173-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2273,CanStaCruz14,173-2,1,1,2,50,0,1/26/16 8:40,150.4,198.17,2,4,2,,14CAg173-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2261,CanStaCruz14,173-2,1,1,2,50,0,1/28/16 8:28,198.17,245.97,4,5,1,,14CAg173-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2276,CanStaCruz14,173-2,1,1,2,50,0,1/30/16 9:29,245.97,294.98,5,6,1,,14CAg173-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2258,CanStaCruz14,173-2,1,1,2,50,0,2/1/16 8:38,294.98,342.13,6,6,0,,14CAg173-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2263,CanStaCruz14,173-2,1,1,2,50,0,2/3/16 8:23,342.13,389.88,6,7,1,,14CAg173-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2279,CanStaCruz14,173-2,1,1,2,50,0,2/5/16 8:08,389.88,437.63,7,7,0,,14CAg173-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2241,CanStaCruz14,173-2,1,1,2,50,0,,437.63,Inf,7,10,3,,14CAg173-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
798,CanLabor2,135-2,1,1,2,51,10,1/20/16 8:30,0,54,0,0,0,,14CAg135-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
810,CanLabor2,135-2,1,1,2,51,10,1/22/16 8:27,54,101.95,0,0,0,,14CAg135-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
790,CanLabor2,135-2,1,1,2,51,10,1/24/16 8:54,101.95,150.4,0,1,1,,14CAg135-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
748,CanLabor2,135-2,1,1,2,51,10,1/26/16 8:40,150.4,198.17,1,1,0,,14CAg135-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
761,CanLabor2,135-2,1,1,2,51,10,1/28/16 8:28,198.17,245.97,1,1,0,,14CAg135-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
819,CanLabor2,135-2,1,1,2,51,10,1/30/16 9:29,245.97,294.98,1,1,0,,14CAg135-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
817,CanLabor2,135-2,1,1,2,51,10,2/1/16 8:38,294.98,342.13,1,1,0,,14CAg135-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
760,CanLabor2,135-2,1,1,2,51,10,2/3/16 8:23,342.13,389.88,1,1,0,,14CAg135-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
801,CanLabor2,135-2,1,1,2,51,10,2/5/16 8:08,389.88,437.63,1,1,0,,14CAg135-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
806,CanLabor2,135-2,1,1,2,51,10,,437.63,Inf,1,10,9,,14CAg135-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
550,CanEjutla1,190-2,1,1,2,52,20,1/20/16 8:30,0,54,0,0,0,,14UNK190-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
561,CanEjutla1,190-2,1,1,2,52,20,1/22/16 8:27,54,101.95,0,0,0,,14UNK190-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
558,CanEjutla1,190-2,1,1,2,52,20,1/24/16 8:54,101.95,150.4,0,0,0,,14UNK190-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
564,CanEjutla1,190-2,1,1,2,52,20,1/26/16 8:40,150.4,198.17,0,2,2,,14UNK190-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
557,CanEjutla1,190-2,1,1,2,52,20,1/28/16 8:28,198.17,245.97,2,2,0,,14UNK190-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
548,CanEjutla1,190-2,1,1,2,52,20,1/30/16 9:29,245.97,294.98,2,6,4,,14UNK190-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
556,CanEjutla1,190-2,1,1,2,52,20,2/1/16 8:38,294.98,342.13,6,6,0,,14UNK190-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
555,CanEjutla1,190-2,1,1,2,52,20,2/3/16 8:23,342.13,389.88,6,6,0,,14UNK190-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
543,CanEjutla1,190-2,1,1,2,52,20,2/5/16 8:08,389.88,437.63,6,7,1,,14UNK190-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
559,CanEjutla1,190-2,1,1,2,52,20,,437.63,Inf,7,10,3,,14UNK190-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
290,CanCoat2,128-2,1,1,2,53,0,1/20/16 8:30,0,54,0,0,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
282,CanCoat2,128-2,1,1,2,53,0,1/22/16 8:27,54,101.95,0,0,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
286,CanCoat2,128-2,1,1,2,53,0,1/24/16 8:54,101.95,150.4,0,1,1,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
272,CanCoat2,128-2,1,1,2,53,0,1/26/16 8:40,150.4,198.17,1,1,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
302,CanCoat2,128-2,1,1,2,53,0,1/28/16 8:28,198.17,245.97,1,1,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
291,CanCoat2,128-2,1,1,2,53,0,1/30/16 9:29,245.97,294.98,1,1,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
293,CanCoat2,128-2,1,1,2,53,0,2/1/16 8:38,294.98,342.13,1,1,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
297,CanCoat2,128-2,1,1,2,53,0,2/3/16 8:23,342.13,389.88,1,1,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
296,CanCoat2,128-2,1,1,2,53,0,2/5/16 8:08,389.88,437.63,1,1,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
277,CanCoat2,128-2,1,1,2,53,0,,437.63,Inf,1,10,9,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
128,CanAnil1,75-1,1,1,2,54,15,1/20/16 8:30,0,54,0,0,0,,14CRo75-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
129,CanAnil1,75-1,1,1,2,54,15,1/22/16 8:27,54,101.95,0,0,0,,14CRo75-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
121,CanAnil1,75-1,1,1,2,54,15,1/24/16 8:54,101.95,150.4,0,2,2,,14CRo75-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
143,CanAnil1,75-1,1,1,2,54,15,1/26/16 8:40,150.4,198.17,2,5,3,,14CRo75-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
135,CanAnil1,75-1,1,1,2,54,15,1/28/16 8:28,198.17,245.97,5,6,1,,14CRo75-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
119,CanAnil1,75-1,1,1,2,54,15,1/30/16 9:29,245.97,294.98,6,6,0,,14CRo75-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
132,CanAnil1,75-1,1,1,2,54,15,2/1/16 8:38,294.98,342.13,6,8,2,,14CRo75-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
113,CanAnil1,75-1,1,1,2,54,15,2/3/16 8:23,342.13,389.88,8,8,0,,14CRo75-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
116,CanAnil1,75-1,1,1,2,54,15,2/5/16 8:08,389.88,437.63,8,8,0,,14CRo75-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
133,CanAnil1,75-1,1,1,2,54,15,,437.63,Inf,8,10,2,,14CRo75-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
311,CanCoat4,129-1,1,1,2,55,15,1/20/16 8:30,0,54,0,0,0,,14CAg129-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
336,CanCoat4,129-1,1,1,2,55,15,1/22/16 8:27,54,101.95,0,0,0,,14CAg129-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
350,CanCoat4,129-1,1,1,2,55,15,1/24/16 8:54,101.95,150.4,0,2,2,,14CAg129-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
339,CanCoat4,129-1,1,1,2,55,15,1/26/16 8:40,150.4,198.17,2,2,0,,14CAg129-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
325,CanCoat4,129-1,1,1,2,55,15,1/28/16 8:28,198.17,245.97,2,2,0,,14CAg129-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
340,CanCoat4,129-1,1,1,2,55,15,1/30/16 9:29,245.97,294.98,2,2,0,,14CAg129-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
315,CanCoat4,129-1,1,1,2,55,15,2/1/16 8:38,294.98,342.13,2,2,0,,14CAg129-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
318,CanCoat4,129-1,1,1,2,55,15,2/3/16 8:23,342.13,389.88,2,2,0,,14CAg129-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
335,CanCoat4,129-1,1,1,2,55,15,2/5/16 8:08,389.88,437.63,2,2,0,,14CAg129-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
317,CanCoat4,129-1,1,1,2,55,15,,437.63,Inf,2,10,8,,14CAg129-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
1367,CanParaje1,146-1,1,1,2,56,0,1/20/16 8:30,0,54,0,0,0,,14CAg146-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1349,CanParaje1,146-1,1,1,2,56,0,1/22/16 8:27,54,101.95,0,1,1,,14CAg146-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1354,CanParaje1,146-1,1,1,2,56,0,1/24/16 8:54,101.95,150.4,1,2,1,,14CAg146-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1370,CanParaje1,146-1,1,1,2,56,0,1/26/16 8:40,150.4,198.17,2,2,0,,14CAg146-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1359,CanParaje1,146-1,1,1,2,56,0,1/28/16 8:28,198.17,245.97,2,3,1,,14CAg146-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1380,CanParaje1,146-1,1,1,2,56,0,1/30/16 9:29,245.97,294.98,3,4,1,,14CAg146-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1342,CanParaje1,146-1,1,1,2,56,0,2/1/16 8:38,294.98,342.13,4,4,0,,14CAg146-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1365,CanParaje1,146-1,1,1,2,56,0,2/3/16 8:23,342.13,389.88,4,4,0,,14CAg146-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1375,CanParaje1,146-1,1,1,2,56,0,2/5/16 8:08,389.88,437.63,4,4,0,,14CAg146-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1366,CanParaje1,146-1,1,1,2,56,0,,437.63,Inf,4,10,6,,14CAg146-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1804,CanRS1,118-2,1,1,2,57,20,1/20/16 8:30,0,54,0,0,0,,14Chg118-2,11/10/14,Chg,30,E Coast,Chg_16,landrace,Chigole,Backyard,Fresh
1798,CanRS1,118-2,1,1,2,57,20,1/22/16 8:27,54,101.95,0,0,0,,14Chg118-2,11/10/14,Chg,30,E Coast,Chg_16,landrace,Chigole,Backyard,Fresh
1777,CanRS1,118-2,1,1,2,57,20,1/24/16 8:54,101.95,150.4,0,0,0,,14Chg118-2,11/10/14,Chg,30,E Coast,Chg_16,landrace,Chigole,Backyard,Fresh
1778,CanRS1,118-2,1,1,2,57,20,1/26/16 8:40,150.4,198.17,0,0,0,,14Chg118-2,11/10/14,Chg,30,E Coast,Chg_16,landrace,Chigole,Backyard,Fresh
1775,CanRS1,118-2,1,1,2,57,20,1/28/16 8:28,198.17,245.97,0,0,0,,14Chg118-2,11/10/14,Chg,30,E Coast,Chg_16,landrace,Chigole,Backyard,Fresh
1776,CanRS1,118-2,1,1,2,57,20,1/30/16 9:29,245.97,294.98,0,0,0,,14Chg118-2,11/10/14,Chg,30,E Coast,Chg_16,landrace,Chigole,Backyard,Fresh
1796,CanRS1,118-2,1,1,2,57,20,2/1/16 8:38,294.98,342.13,0,0,0,,14Chg118-2,11/10/14,Chg,30,E Coast,Chg_16,landrace,Chigole,Backyard,Fresh
1781,CanRS1,118-2,1,1,2,57,20,2/3/16 8:23,342.13,389.88,0,0,0,,14Chg118-2,11/10/14,Chg,30,E Coast,Chg_16,landrace,Chigole,Backyard,Fresh
1797,CanRS1,118-2,1,1,2,57,20,2/5/16 8:08,389.88,437.63,0,1,1,,14Chg118-2,11/10/14,Chg,30,E Coast,Chg_16,landrace,Chigole,Backyard,Fresh
1784,CanRS1,118-2,1,1,2,57,20,,437.63,Inf,1,10,9,,14Chg118-2,11/10/14,Chg,30,E Coast,Chg_16,landrace,Chigole,Backyard,Fresh
1724,CanRose6B,164-2,1,1,2,58,20,1/20/16 8:30,0,54,0,0,0,,14CRo164-2,11/10/14,CRo,33,E Coast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
1711,CanRose6B,164-2,1,1,2,58,20,1/22/16 8:27,54,101.95,0,0,0,,14CRo164-2,11/10/14,CRo,33,E Coast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
1705,CanRose6B,164-2,1,1,2,58,20,1/24/16 8:54,101.95,150.4,0,0,0,,14CRo164-2,11/10/14,CRo,33,E Coast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
1714,CanRose6B,164-2,1,1,2,58,20,1/26/16 8:40,150.4,198.17,0,0,0,,14CRo164-2,11/10/14,CRo,33,E Coast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
1707,CanRose6B,164-2,1,1,2,58,20,1/28/16 8:28,198.17,245.97,0,1,1,,14CRo164-2,11/10/14,CRo,33,E Coast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
1726,CanRose6B,164-2,1,1,2,58,20,1/30/16 9:29,245.97,294.98,1,1,0,,14CRo164-2,11/10/14,CRo,33,E Coast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
1721,CanRose6B,164-2,1,1,2,58,20,2/1/16 8:38,294.98,342.13,1,1,0,,14CRo164-2,11/10/14,CRo,33,E Coast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
1708,CanRose6B,164-2,1,1,2,58,20,2/3/16 8:23,342.13,389.88,1,1,0,,14CRo164-2,11/10/14,CRo,33,E Coast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
1702,CanRose6B,164-2,1,1,2,58,20,2/5/16 8:08,389.88,437.63,1,1,0,,14CRo164-2,11/10/14,CRo,33,E Coast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
1728,CanRose6B,164-2,1,1,2,58,20,,437.63,Inf,1,10,9,,14CRo164-2,11/10/14,CRo,33,E Coast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
722,CanJuan1,93-1,1,1,2,59,0,1/20/16 8:30,0,54,0,0,0,,14Tus93-1,11/10/14,Tus,12,E Coast,Tus_7,landrace,Tusta,Milpa,Fresh-Dry
739,CanJuan1,93-1,1,1,2,59,0,1/22/16 8:27,54,101.95,0,1,1,,14Tus93-1,11/10/14,Tus,12,E Coast,Tus_7,landrace,Tusta,Milpa,Fresh-Dry
703,CanJuan1,93-1,1,1,2,59,0,1/24/16 8:54,101.95,150.4,1,6,5,,14Tus93-1,11/10/14,Tus,12,E Coast,Tus_7,landrace,Tusta,Milpa,Fresh-Dry
716,CanJuan1,93-1,1,1,2,59,0,1/26/16 8:40,150.4,198.17,6,6,0,,14Tus93-1,11/10/14,Tus,12,E Coast,Tus_7,landrace,Tusta,Milpa,Fresh-Dry
725,CanJuan1,93-1,1,1,2,59,0,1/28/16 8:28,198.17,245.97,6,7,1,,14Tus93-1,11/10/14,Tus,12,E Coast,Tus_7,landrace,Tusta,Milpa,Fresh-Dry
730,CanJuan1,93-1,1,1,2,59,0,1/30/16 9:29,245.97,294.98,7,8,1,,14Tus93-1,11/10/14,Tus,12,E Coast,Tus_7,landrace,Tusta,Milpa,Fresh-Dry
719,CanJuan1,93-1,1,1,2,59,0,2/1/16 8:38,294.98,342.13,8,8,0,,14Tus93-1,11/10/14,Tus,12,E Coast,Tus_7,landrace,Tusta,Milpa,Fresh-Dry
731,CanJuan1,93-1,1,1,2,59,0,2/3/16 8:23,342.13,389.88,8,8,0,,14Tus93-1,11/10/14,Tus,12,E Coast,Tus_7,landrace,Tusta,Milpa,Fresh-Dry
738,CanJuan1,93-1,1,1,2,59,0,2/5/16 8:08,389.88,437.63,8,8,0,,14Tus93-1,11/10/14,Tus,12,E Coast,Tus_7,landrace,Tusta,Milpa,Fresh-Dry
710,CanJuan1,93-1,1,1,2,59,0,,437.63,Inf,8,10,2,,14Tus93-1,11/10/14,Tus,12,E Coast,Tus_7,landrace,Tusta,Milpa,Fresh-Dry
2421,CanTorto2,156-2,1,1,2,61,20,1/20/16 8:30,0,54,0,0,0,,14Gua156-2,11/10/14,Gua,16,E Coast,Gjl_29,landrace,Guajillo,Backyard,Dry
2420,CanTorto2,156-2,1,1,2,61,20,1/22/16 8:27,54,101.95,0,0,0,,14Gua156-2,11/10/14,Gua,16,E Coast,Gjl_29,landrace,Guajillo,Backyard,Dry
2449,CanTorto2,156-2,1,1,2,61,20,1/24/16 8:54,101.95,150.4,0,0,0,,14Gua156-2,11/10/14,Gua,16,E Coast,Gjl_29,landrace,Guajillo,Backyard,Dry
2452,CanTorto2,156-2,1,1,2,61,20,1/26/16 8:40,150.4,198.17,0,0,0,,14Gua156-2,11/10/14,Gua,16,E Coast,Gjl_29,landrace,Guajillo,Backyard,Dry
2450,CanTorto2,156-2,1,1,2,61,20,1/28/16 8:28,198.17,245.97,0,0,0,,14Gua156-2,11/10/14,Gua,16,E Coast,Gjl_29,landrace,Guajillo,Backyard,Dry
2432,CanTorto2,156-2,1,1,2,61,20,1/30/16 9:29,245.97,294.98,0,0,0,,14Gua156-2,11/10/14,Gua,16,E Coast,Gjl_29,landrace,Guajillo,Backyard,Dry
2448,CanTorto2,156-2,1,1,2,61,20,2/1/16 8:38,294.98,342.13,0,0,0,,14Gua156-2,11/10/14,Gua,16,E Coast,Gjl_29,landrace,Guajillo,Backyard,Dry
2424,CanTorto2,156-2,1,1,2,61,20,2/3/16 8:23,342.13,389.88,0,0,0,,14Gua156-2,11/10/14,Gua,16,E Coast,Gjl_29,landrace,Guajillo,Backyard,Dry
2404,CanTorto2,156-2,1,1,2,61,20,2/5/16 8:08,389.88,437.63,0,0,0,,14Gua156-2,11/10/14,Gua,16,E Coast,Gjl_29,landrace,Guajillo,Backyard,Dry
2431,CanTorto2,156-2,1,1,2,61,20,,437.63,Inf,0,10,0,,14Gua156-2,11/10/14,Gua,16,E Coast,Gjl_29,landrace,Guajillo,Backyard,Dry
956,CanLag4,98-1,1,1,2,62,15,1/20/16 8:30,0,54,0,0,0,,14CRo98-1,11/10/14,CRo,17,W Coast,CRo_8,landrace,Costeno Rojo,Milpa,Dry
964,CanLag4,98-1,1,1,2,62,15,1/22/16 8:27,54,101.95,0,9,9,,14CRo98-1,11/10/14,CRo,17,W Coast,CRo_8,landrace,Costeno Rojo,Milpa,Dry
969,CanLag4,98-1,1,1,2,62,15,1/24/16 8:54,101.95,150.4,9,10,1,,14CRo98-1,11/10/14,CRo,17,W Coast,CRo_8,landrace,Costeno Rojo,Milpa,Dry
948,CanLag4,98-1,1,1,2,62,15,1/26/16 8:40,150.4,198.17,10,10,0,,14CRo98-1,11/10/14,CRo,17,W Coast,CRo_8,landrace,Costeno Rojo,Milpa,Dry
943,CanLag4,98-1,1,1,2,62,15,1/28/16 8:28,198.17,245.97,10,10,0,,14CRo98-1,11/10/14,CRo,17,W Coast,CRo_8,landrace,Costeno Rojo,Milpa,Dry
966,CanLag4,98-1,1,1,2,62,15,1/30/16 9:29,245.97,294.98,10,10,0,,14CRo98-1,11/10/14,CRo,17,W Coast,CRo_8,landrace,Costeno Rojo,Milpa,Dry
961,CanLag4,98-1,1,1,2,62,15,2/1/16 8:38,294.98,342.13,10,10,0,,14CRo98-1,11/10/14,CRo,17,W Coast,CRo_8,landrace,Costeno Rojo,Milpa,Dry
977,CanLag4,98-1,1,1,2,62,15,2/3/16 8:23,342.13,389.88,10,10,0,,14CRo98-1,11/10/14,CRo,17,W Coast,CRo_8,landrace,Costeno Rojo,Milpa,Dry
974,CanLag4,98-1,1,1,2,62,15,2/5/16 8:08,389.88,437.63,10,10,0,,14CRo98-1,11/10/14,CRo,17,W Coast,CRo_8,landrace,Costeno Rojo,Milpa,Dry
980,CanLag4,98-1,1,1,2,62,15,,437.63,Inf,10,10,0,,14CRo98-1,11/10/14,CRo,17,W Coast,CRo_8,landrace,Costeno Rojo,Milpa,Dry
2881,NA,Johnny's,1,1,2,63,15,1/20/16 8:30,0,54,0,0,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2882,NA,Johnny's,1,1,2,63,15,1/22/16 8:27,54,101.95,0,0,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2843,NA,Johnny's,1,1,2,63,15,1/24/16 8:54,101.95,150.4,0,0,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2844,NA,Johnny's,1,1,2,63,15,1/26/16 8:40,150.4,198.17,0,0,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2795,NA,Johnny's,1,1,2,63,15,1/28/16 8:28,198.17,245.97,0,4,4,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2929,NA,Johnny's,1,1,2,63,15,1/30/16 9:29,245.97,294.98,4,5,1,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2930,NA,Johnny's,1,1,2,63,15,2/1/16 8:38,294.98,342.13,5,6,1,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2794,NA,Johnny's,1,1,2,63,15,2/3/16 8:23,342.13,389.88,6,6,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2931,NA,Johnny's,1,1,2,63,15,2/5/16 8:08,389.88,437.63,6,7,1,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2945,NA,Johnny's,1,1,2,63,15,,437.63,Inf,7,10,3,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
278,CanCoat2,128-2,1,1,2,64,20,1/20/16 8:30,0,54,0,0,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
273,CanCoat2,128-2,1,1,2,64,20,1/22/16 8:27,54,101.95,0,0,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
298,CanCoat2,128-2,1,1,2,64,20,1/24/16 8:54,101.95,150.4,0,0,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
303,CanCoat2,128-2,1,1,2,64,20,1/26/16 8:40,150.4,198.17,0,0,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
304,CanCoat2,128-2,1,1,2,64,20,1/28/16 8:28,198.17,245.97,0,0,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
295,CanCoat2,128-2,1,1,2,64,20,1/30/16 9:29,245.97,294.98,0,0,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
292,CanCoat2,128-2,1,1,2,64,20,2/1/16 8:38,294.98,342.13,0,0,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
308,CanCoat2,128-2,1,1,2,64,20,2/3/16 8:23,342.13,389.88,0,0,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
310,CanCoat2,128-2,1,1,2,64,20,2/5/16 8:08,389.88,437.63,0,0,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
307,CanCoat2,128-2,1,1,2,64,20,,437.63,Inf,0,10,0,,14CAg128-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
829,CanLabor4,137-2,1,1,2,65,20,1/20/16 8:30,0,54,0,0,0,,14CAg137-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
